,,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,- V EUR
157.,OBČINA STARŠE,"3.466.565,00 ","3.096.380,00 ","2.624.066,00 ","1.915.561,00 ","1.915.561,00 ","528.497,00 ","487.763,00 ","0,00 ","5.145,00 ","35.589,00 ","180.008,00 ","0,00 ","102.674,00 ","0,00 ","0,00 ","77.334,00 ","0,00 ","0,00 ","472.314,00 ","385.787,00 ","3.437,00 ","0,00 ","33.075,00 ","349.275,00 ","5.534,00 ","0,00 ","5.534,00 ","1.740,00 ","1.740,00 ","30.256,00 ","30.256,00 ","48.997,00 ","48.997,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.050,00 ","1.050,00 ","1.050,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","369.135,00 ","369.135,00 ","350.769,00 ","0,00 ","18.366,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
158.,OBČINA STRAŽA,"1.965.215,04 ","1.936.695,65 ","1.865.108,91 ","1.701.494,00 ","1.701.494,00 ","94.066,61 ","94.066,61 ","0,00 ","0,00 ","0,00 ","69.548,30 ","0,00 ","1.146,67 ","0,00 ","0,00 ","68.401,63 ","0,00 ","0,00 ","71.586,74 ","19.956,86 ","0,00 ","0,00 ","11.230,68 ","8.726,18 ","1.493,33 ","0,00 ","1.493,33 ","897,65 ","897,65 ","0,00 ","0,00 ","49.238,90 ","49.238,90 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","28.519,39 ","28.519,39 ","27.004,59 ","1.514,80 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
159.,OBČINA SVETA ANA,"1.937.999,00 ","1.549.206,00 ","1.388.737,00 ","1.296.204,00 ","1.296.204,00 ","46.695,00 ","23.923,00 ","0,00 ","1.819,00 ","20.953,00 ","45.838,00 ","0,00 ","347,00 ","0,00 ","0,00 ","45.491,00 ","0,00 ","0,00 ","160.469,00 ","33.350,00 ","552,00 ","0,00 ","12.527,00 ","20.271,00 ","1.024,00 ","0,00 ","1.024,00 ","0,00 ","0,00 ","69.475,00 ","69.475,00 ","56.620,00 ","56.620,00 ","51.295,00 ","39.757,00 ","39.757,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","11.538,00 ","0,00 ","11.538,00 ","0,00 ","626,00 ","626,00 ","626,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","336.872,00 ","336.872,00 ","336.872,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
160.,OBČINA SVETA TROJICA V SLOVENSKIH GORICAH,"1.672.147,00 ","1.346.091,00 ","1.236.658,00 ","1.141.960,00 ","1.141.960,00 ","45.011,00 ","33.651,00 ","0,00 ","166,00 ","11.194,00 ","49.687,00 ","0,00 ","255,00 ","0,00 ","0,00 ","49.432,00 ","0,00 ","0,00 ","109.433,00 ","12.181,00 ","0,00 ","0,00 ","4.404,00 ","7.777,00 ","869,00 ","0,00 ","869,00 ","3.005,00 ","3.005,00 ","70.898,00 ","70.898,00 ","22.480,00 ","22.480,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","326.056,00 ","326.056,00 ","198.024,00 ","128.032,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
161.,OBČINA SVETI ANDRAŽ V SLOVENSKIH GORICAH,"905.090,39 ","729.460,42 ","682.271,00 ","637.790,00 ","637.790,00 ","20.056,85 ","17.295,71 ","0,00 ","0,00 ","2.761,14 ","24.424,15 ","0,00 ","300,00 ","0,00 ","0,00 ","24.124,15 ","0,00 ","0,00 ","47.189,42 ","6.345,43 ","165,09 ","0,00 ","1.936,76 ","4.243,58 ","2.132,59 ","0,00 ","2.132,59 ","2.014,39 ","2.014,39 ","0,00 ","0,00 ","36.697,01 ","36.697,01 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","175.629,97 ","175.629,97 ","156.582,53 ","13.346,85 ","0,00 ","5.700,59 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
162.,OBČINA SVETI JURIJ,"2.206.891,00 ","1.864.652,00 ","1.610.047,00 ","1.538.571,00 ","1.538.571,00 ","28.745,00 ","3.327,00 ","0,00 ","3.470,00 ","21.948,00 ","42.731,00 ","0,00 ","1.317,00 ","0,00 ","0,00 ","41.414,00 ","0,00 ","0,00 ","254.605,00 ","50.974,00 ","574,00 ","0,00 ","25.312,00 ","25.088,00 ","1.635,00 ","0,00 ","1.635,00 ","2.172,00 ","2.172,00 ","0,00 ","0,00 ","199.824,00 ","199.824,00 ","140.407,00 ","140.407,00 ","138.024,00 ","0,00 ","2.383,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","201.832,00 ","201.832,00 ","201.832,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
163.,OBČINA SVETI JURIJ V SLOVENSKIH GORICAH,"1.784.416,16 ","1.403.364,27 ","1.260.236,30 ","1.163.229,00 ","1.163.229,00 ","48.117,88 ","34.452,81 ","0,00 ","2.739,00 ","10.926,07 ","48.889,42 ","0,00 ","126,00 ","0,00 ","0,00 ","48.763,42 ","0,00 ","0,00 ","143.127,97 ","5.808,01 ","0,00 ","0,00 ","4.171,03 ","1.636,98 ","645,88 ","0,00 ","645,88 ","2.281,40 ","2.281,40 ","29.976,41 ","29.976,41 ","104.416,27 ","104.416,27 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","381.051,89 ","381.051,89 ","318.278,03 ","62.773,86 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
164.,OBČINA SVETI TOMAŽ,"1.583.399,00 ","1.451.444,00 ","1.325.248,00 ","1.224.501,00 ","1.224.501,00 ","70.459,00 ","54.217,00 ","0,00 ","8.701,00 ","7.541,00 ","30.288,00 ","0,00 ","47,00 ","0,00 ","0,00 ","30.241,00 ","0,00 ","0,00 ","126.196,00 ","81.144,00 ","48.486,00 ","0,00 ","2.832,00 ","29.826,00 ","3.242,00 ","0,00 ","3.242,00 ","0,00 ","0,00 ","3.532,00 ","3.532,00 ","38.278,00 ","38.278,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","131.955,00 ","131.955,00 ","130.283,00 ","1.672,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
165.,OBČINA ŠALOVCI,"1.796.587,00 ","1.240.486,00 ","1.101.031,00 ","996.289,00 ","996.289,00 ","77.682,00 ","55.579,00 ","0,00 ","10.315,00 ","11.788,00 ","27.060,00 ","0,00 ","66,00 ","0,00 ","0,00 ","26.994,00 ","0,00 ","0,00 ","139.455,00 ","16.232,00 ","0,00 ","0,00 ","390,00 ","15.842,00 ","3.463,00 ","0,00 ","3.463,00 ","0,00 ","0,00 ","0,00 ","0,00 ","119.760,00 ","119.760,00 ","16.381,00 ","5.795,00 ","1.795,00 ","4.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.586,00 ","10.586,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","539.720,00 ","539.720,00 ","539.720,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
166.,OBČINA ŠEMPETER-VRTOJBA,"5.960.867,00 ","5.655.960,00 ","3.709.636,00 ","2.471.118,00 ","2.471.118,00 ","973.120,00 ","815.091,00 ","0,00 ","20.513,00 ","137.516,00 ","265.398,00 ","0,00 ","4.559,00 ","0,00 ","0,00 ","260.839,00 ","0,00 ","0,00 ","1.946.324,00 ","1.610.450,00 ","22.206,00 ","0,00 ","40.664,00 ","1.547.580,00 ","5.546,00 ","0,00 ","5.546,00 ","13.382,00 ","13.382,00 ","0,00 ","0,00 ","316.946,00 ","316.946,00 ","175.573,00 ","109.190,00 ","109.190,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","66.383,00 ","0,00 ","66.383,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","129.334,00 ","129.334,00 ","129.334,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
167.,OBČINA ŠENČUR,"5.590.485,73 ","5.061.583,95 ","4.255.607,10 ","3.494.644,00 ","3.494.644,00 ","414.886,80 ","188.125,57 ","0,00 ","14.681,18 ","212.080,05 ","346.076,30 ","0,00 ","1.478,55 ","0,00 ","0,00 ","344.597,75 ","0,00 ","0,00 ","805.976,85 ","196.232,64 ","30.863,93 ","0,00 ","18.412,92 ","146.955,79 ","10.224,43 ","0,00 ","10.224,43 ","5.935,07 ","5.935,07 ","50.616,03 ","50.616,03 ","542.968,68 ","542.968,68 ","313.957,91 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","313.957,91 ","0,00 ","313.957,91 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","214.943,87 ","214.943,87 ","214.943,87 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
168.,OBČINA ŠENTILJ,"6.467.740,68 ","5.080.099,82 ","4.648.721,21 ","3.929.164,00 ","3.929.164,00 ","591.771,86 ","505.085,55 ","0,00 ","9.690,08 ","76.996,23 ","127.785,35 ","0,00 ","2.698,27 ","0,00 ","2,20 ","125.084,88 ","0,00 ","0,00 ","431.378,61 ","203.894,43 ","2.721,60 ","0,00 ","2.600,60 ","198.572,23 ","4.427,13 ","0,00 ","4.427,13 ","3.638,03 ","3.638,03 ","58.962,20 ","58.962,20 ","160.456,82 ","160.456,82 ","34.591,43 ","6.612,00 ","1.548,00 ","0,00 ","5.064,00 ","0,00 ","0,00 ","0,00 ","0,00 ","27.979,43 ","13.007,43 ","14.972,00 ","0,00 ","4.170,00 ","4.170,00 ","4.170,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.348.879,43 ","1.348.879,43 ","1.242.474,24 ","54.373,45 ","0,00 ","52.031,74 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
169.,OBČINA ŠENTJERNEJ,"5.303.940,00 ","4.615.545,00 ","3.770.954,00 ","3.276.160,00 ","3.276.160,00 ","281.785,00 ","186.938,00 ","0,00 ","26.382,00 ","68.465,00 ","213.009,00 ","0,00 ","1.174,00 ","0,00 ","0,00 ","211.835,00 ","0,00 ","0,00 ","844.591,00 ","106.115,00 ","2.880,00 ","0,00 ","42.172,00 ","61.063,00 ","7.814,00 ","0,00 ","7.814,00 ","8.262,00 ","8.262,00 ","29.271,00 ","29.271,00 ","693.129,00 ","693.129,00 ","171.362,00 ","31.712,00 ","13.710,00 ","720,00 ","17.282,00 ","0,00 ","0,00 ","0,00 ","0,00 ","139.650,00 ","11.445,00 ","128.205,00 ","0,00 ","35.864,00 ","35.864,00 ","35.864,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","481.169,00 ","481.169,00 ","481.169,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
170.,OBČINA ŠENTJUR,"16.238.550,00 ","11.599.728,00 ","9.657.628,00 ","8.622.144,00 ","8.622.144,00 ","577.627,00 ","281.060,00 ","29,00 ","25.449,00 ","271.089,00 ","457.857,00 ","0,00 ","6.023,00 ","0,00 ","0,00 ","451.834,00 ","0,00 ","0,00 ","1.942.100,00 ","548.091,00 ","13.590,00 ","0,00 ","11.270,00 ","523.231,00 ","26.851,00 ","0,00 ","26.851,00 ","11.831,00 ","11.831,00 ","21.581,00 ","21.581,00 ","1.333.746,00 ","1.333.746,00 ","998.355,00 ","552.308,00 ","532.987,00 ","2.000,00 ","0,00 ","17.321,00 ","0,00 ","0,00 ","0,00 ","446.047,00 ","8.869,00 ","437.178,00 ","0,00 ","9.676,00 ","9.676,00 ","637,00 ","9.039,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.619.131,00 ","2.439.064,00 ","1.979.001,00 ","460.063,00 ","0,00 ","0,00 ","0,00 ","1.180.067,00 ","0,00 ","0,00 ","1.159.273,00 ","0,00 ","0,00 ","0,00 ","20.794,00 ","0,00 ","11.660,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","11.660,00 ","11.660,00 "
171.,OBČINA ŠENTRUPERT,"1.915.609,00 ","1.611.293,00 ","1.469.584,00 ","1.321.262,00 ","1.321.262,00 ","82.729,00 ","60.781,00 ","2,00 ","3.629,00 ","18.317,00 ","65.593,00 ","0,00 ","188,00 ","0,00 ","0,00 ","65.405,00 ","0,00 ","0,00 ","141.709,00 ","8.791,00 ","0,00 ","0,00 ","332,00 ","8.459,00 ","2.039,00 ","0,00 ","2.039,00 ","1.108,00 ","1.108,00 ","23.700,00 ","23.700,00 ","106.071,00 ","106.071,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","304.316,00 ","304.316,00 ","151.151,00 ","153.165,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
172.,OBČINA ŠKOCJAN,"2.483.315,00 ","2.081.865,00 ","1.940.834,00 ","1.736.074,00 ","1.736.074,00 ","113.200,00 ","75.592,00 ","0,00 ","6.453,00 ","31.155,00 ","91.560,00 ","0,00 ","1.423,00 ","0,00 ","0,00 ","90.137,00 ","0,00 ","0,00 ","141.031,00 ","84.195,00 ","1.766,00 ","0,00 ","45.556,00 ","36.873,00 ","1.789,00 ","0,00 ","1.789,00 ","3.035,00 ","3.035,00 ","2.156,00 ","2.156,00 ","49.856,00 ","49.856,00 ","9.456,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","9.456,00 ","0,00 ","9.456,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","391.994,00 ","226.515,00 ","224.736,00 ","0,00 ","0,00 ","1.779,00 ","0,00 ","165.479,00 ","39.516,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","125.963,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
173.,OBČINA ŠKOFJA LOKA,"19.518.934,20 ","15.682.215,19 ","12.666.912,69 ","10.094.514,00 ","10.094.514,00 ","2.191.191,60 ","1.590.512,68 ","19.673,90 ","104.725,83 ","476.279,19 ","381.207,09 ","0,00 ","24.523,61 ","0,00 ","0,00 ","356.683,48 ","0,00 ","0,00 ","3.015.302,50 ","784.992,14 ","45.493,55 ","0,00 ","26.832,16 ","712.666,43 ","17.898,05 ","0,00 ","17.898,05 ","41.423,66 ","41.423,66 ","40.877,00 ","40.877,00 ","2.130.111,65 ","2.130.111,65 ","2.939.801,75 ","712.746,97 ","709.746,97 ","0,00 ","0,00 ","3.000,00 ","0,00 ","0,00 ","0,00 ","2.227.054,78 ","0,00 ","2.227.054,78 ","0,00 ","310.441,32 ","310.441,32 ","6.818,43 ","303.622,89 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","586.475,94 ","586.475,94 ","565.295,47 ","19.180,47 ","0,00 ","2.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
174.,OBČINA ŠKOFLJICA,"5.651.823,46 ","5.291.644,77 ","4.268.932,37 ","3.373.926,00 ","3.373.926,00 ","612.630,70 ","263.190,50 ","67,65 ","14.159,80 ","335.212,75 ","282.375,67 ","0,00 ","101.589,72 ","0,00 ","0,40 ","180.785,55 ","0,00 ","0,00 ","1.022.712,40 ","290.163,53 ","0,00 ","0,00 ","140.496,48 ","149.667,05 ","11.191,43 ","0,00 ","11.191,43 ","7.138,42 ","7.138,42 ","54.729,88 ","54.729,88 ","659.489,14 ","659.489,14 ","2.924,47 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.924,47 ","2.924,47 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","357.254,22 ","357.254,22 ","171.161,80 ","22.096,43 ","0,00 ","0,00 ","163.995,99 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
175.,OBČINA ŠMARJE PRI JELŠAH,"8.685.262,49 ","6.847.978,15 ","5.808.809,69 ","4.946.952,00 ","4.946.952,00 ","436.222,00 ","314.589,66 ","0,00 ","24.319,80 ","97.312,54 ","425.635,69 ","0,00 ","49.725,41 ","0,00 ","0,00 ","375.910,28 ","0,00 ","0,00 ","1.039.168,46 ","335.080,80 ","0,00 ","0,00 ","51.573,85 ","283.506,95 ","14.280,37 ","0,00 ","14.280,37 ","6.878,35 ","6.878,35 ","25,04 ","25,04 ","682.903,90 ","682.903,90 ","1.014.837,13 ","684.638,14 ","684.638,14 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","330.198,99 ","193,73 ","330.005,26 ","0,00 ","50,00 ","50,00 ","0,00 ","50,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","822.397,21 ","590.063,88 ","508.614,82 ","55.649,26 ","0,00 ","25.799,80 ","0,00 ","232.333,33 ","0,00 ","0,00 ","0,00 ","232.333,33 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
176.,OBČINA ŠMARJEŠKE TOPLICE,"2.006.120,83 ","1.806.523,05 ","1.698.948,85 ","1.483.308,00 ","1.483.308,00 ","79.910,76 ","79.910,76 ","0,00 ","0,00 ","0,00 ","135.730,09 ","0,00 ","276,21 ","0,00 ","0,00 ","135.453,88 ","0,00 ","0,00 ","107.574,20 ","18.696,20 ","0,00 ","0,00 ","8.433,58 ","10.262,62 ","1.306,78 ","0,00 ","1.306,78 ","3.570,15 ","3.570,15 ","400,00 ","400,00 ","83.601,07 ","83.601,07 ","1.677,28 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.677,28 ","8,11 ","1.669,17 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","197.920,50 ","62.485,36 ","62.485,36 ","0,00 ","0,00 ","0,00 ","0,00 ","135.435,14 ","135.435,14 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
177.,OBČINA ŠMARTNO OB PAKI,"3.214.108,00 ","1.844.431,00 ","1.628.113,00 ","1.397.628,00 ","1.397.628,00 ","174.775,00 ","117.111,00 ","0,00 ","12.411,00 ","45.253,00 ","55.710,00 ","0,00 ","1.075,00 ","0,00 ","0,00 ","54.635,00 ","0,00 ","0,00 ","216.318,00 ","29.605,00 ","0,00 ","0,00 ","293,00 ","29.312,00 ","4.062,00 ","-10,00 ","4.072,00 ","89,00 ","89,00 ","0,00 ","0,00 ","182.562,00 ","182.562,00 ","1.013.149,00 ","81.696,00 ","81.696,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","931.453,00 ","11.873,00 ","919.580,00 ","0,00 ","45.226,00 ","16.437,00 ","16.337,00 ","100,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","28.789,00 ","28.789,00 ","311.302,00 ","296.160,00 ","248.198,00 ","31.270,00 ","0,00 ","16.692,00 ","0,00 ","15.142,00 ","15.142,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
178.,OBČINA ŠMARTNO PRI LITIJI,"3.699.867,66 ","3.330.775,71 ","3.094.594,34 ","2.738.841,00 ","2.738.841,00 ","241.958,72 ","140.825,43 ","0,00 ","26.281,17 ","74.852,12 ","113.794,62 ","0,00 ","2.058,09 ","0,00 ","0,00 ","111.736,53 ","0,00 ","0,00 ","236.181,37 ","118.524,41 ","0,00 ","0,00 ","45.213,46 ","73.310,95 ","6.719,89 ","0,00 ","6.719,89 ","2.244,95 ","2.244,95 ","3.374,93 ","3.374,93 ","105.317,19 ","105.317,19 ","36.025,74 ","27.180,74 ","27.180,74 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.845,00 ","6.706,03 ","2.138,97 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","333.066,21 ","333.066,21 ","333.066,21 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
179.,OBČINA ŠOŠTANJ,"8.435.732,60 ","7.979.820,34 ","6.075.061,02 ","4.011.640,00 ","4.011.640,00 ","1.639.070,52 ","1.467.122,82 ","39,30 ","11.063,56 ","160.844,84 ","424.350,50 ","0,00 ","33.432,48 ","0,00 ","0,00 ","390.918,02 ","0,00 ","0,00 ","1.904.759,32 ","291.014,93 ","16,44 ","0,00 ","47.825,00 ","243.173,49 ","10.352,85 ","0,00 ","10.352,85 ","6.674,11 ","6.674,11 ","916,67 ","916,67 ","1.595.800,76 ","1.595.800,76 ","41.123,20 ","7.469,60 ","7.469,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","33.653,60 ","0,00 ","33.653,60 ","0,00 ","42.950,00 ","42.950,00 ","42.950,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","371.839,06 ","321.569,97 ","198.611,25 ","122.958,72 ","0,00 ","0,00 ","0,00 ","50.269,09 ","0,00 ","0,00 ","50.269,09 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
