,,,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,- V EUR,,,,,,,- V EUR,,- V EUR
,,,I.,7,70,700,7000,703,7030,7031,7032,7033,704,7044,7045,7047,706,7060,71,710,7100,7102,7103,711,7111,712,7120,713,7130,714,7141,72,720,7200,7201,7202,7203,721,7210,7211,722,7220,7221,7222,73,730,7300,7301,731,7310,7311,7312,7313,732,7320,74,740,7400,7401,7402,7403,7404,741,7410,7411,7412,7413,7414,7415,7416,7417,78,782,7821,787,7870
,,,SKUPAJ PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.,52 ,MESTNA OBČINA KRANJ,"47.753.807,02 ","42.392.182,34 ","35.796.139,09 ","27.330.818,00 ","27.330.818,00 ","7.055.487,64 ","5.721.716,28 ","15.363,89 ","412.002,94 ","906.404,53 ","1.408.677,24 ","328.152,77 ","0,00 ","1.080.524,47 ","1.156,21 ","1.156,21 ","6.596.043,25 ","4.867.628,18 ","89.860,00 ","102.202,87 ","4.675.565,31 ","15.423,08 ","15.423,08 ","503.828,45 ","503.828,45 ","215.101,07 ","215.101,07 ","994.062,47 ","994.062,47 ","248.220,78 ","85.852,31 ","76.134,76 ","9.388,42 ","329,13 ","0,00 ","0,00 ","0,00 ","0,00 ","162.368,47 ","0,00 ","162.368,47 ","0,00 ","40.351,89 ","36.850,00 ","36.650,00 ","200,00 ","3.501,89 ","0,00 ","0,00 ","3.501,89 ","0,00 ","0,00 ","0,00 ","4.988.311,36 ","1.213.033,72 ","839.298,62 ","373.735,10 ","0,00 ","0,00 ","0,00 ","3.775.277,64 ","0,00 ","0,00 ","3.691.628,33 ","0,00 ","0,00 ","0,00 ","63.188,29 ","20.461,02 ","84.740,65 ","0,00 ","0,00 ","84.740,65 ","84.740,65 "
73.,53 ,OBČINA KRANJSKA GORA,"8.646.472,36 ","7.925.092,05 ","5.494.037,53 ","3.456.795,00 ","3.456.795,00 ","1.212.822,98 ","1.058.525,64 ","3.637,34 ","16.107,90 ","134.552,10 ","824.214,56 ","207.687,94 ","0,00 ","616.526,62 ","204,99 ","204,99 ","2.431.054,52 ","1.957.448,44 ","13.024,80 ","33.703,70 ","1.910.719,94 ","3.262,73 ","3.262,73 ","44.100,47 ","44.100,47 ","291.571,48 ","291.571,48 ","134.671,40 ","134.671,40 ","128.848,04 ","8.203,34 ","8.203,34 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","120.644,70 ","1.255,00 ","119.389,70 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","592.532,27 ","572.505,03 ","547.369,50 ","25.135,53 ","0,00 ","0,00 ","0,00 ","20.027,24 ","0,00 ","0,00 ","0,00 ","0,00 ","20.027,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
74.,166 ,OBČINA KRIŽEVCI,"3.410.102,92 ","2.609.337,96 ","2.194.740,99 ","2.038.237,00 ","2.038.237,00 ","103.227,04 ","75.202,11 ","0,00 ","8.796,24 ","19.228,69 ","53.276,95 ","225,09 ","0,00 ","53.051,86 ","0,00 ","0,00 ","414.596,97 ","136.415,00 ","6.738,83 ","35.974,21 ","93.701,96 ","4.482,52 ","4.482,52 ","10.026,37 ","10.026,37 ","4.928,99 ","4.928,99 ","258.744,09 ","258.744,09 ","450,12 ","450,12 ","450,12 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","800.314,84 ","542.439,20 ","522.103,75 ","20.335,45 ","0,00 ","0,00 ","0,00 ","257.875,64 ","0,00 ","0,00 ","257.875,64 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
75.,54 ,OBČINA KRŠKO,"35.714.509,65 ","30.646.103,01 ","19.126.049,66 ","15.597.114,00 ","15.597.114,00 ","2.569.826,02 ","2.295.144,96 ","3.048,07 ","70.581,78 ","201.051,21 ","959.050,80 ","6.639,63 ","0,00 ","952.411,17 ","58,84 ","58,84 ","11.520.053,35 ","1.168.274,53 ","42.518,57 ","13.338,51 ","1.112.417,45 ","13.134,95 ","13.134,95 ","17.136,98 ","17.136,98 ","364.787,17 ","364.787,17 ","9.956.719,72 ","9.956.719,72 ","572.739,34 ","150.748,02 ","150.748,02 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","421.991,32 ","11.741,37 ","407.969,95 ","2.280,00 ","93.437,75 ","93.437,75 ","93.437,75 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.402.229,55 ","2.444.635,40 ","2.252.788,62 ","191.472,72 ","0,00 ","374,06 ","0,00 ","1.957.594,15 ","0,00 ","369.648,75 ","0,00 ","1.587.945,40 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
76.,55 ,OBČINA KUNGOTA,"5.290.607,87 ","3.489.184,25 ","3.141.892,39 ","2.876.374,00 ","2.876.374,00 ","123.374,15 ","77.808,02 ","349,07 ","7.549,75 ","37.667,31 ","142.144,24 ","3.775,98 ","0,00 ","138.368,26 ","0,00 ","0,00 ","347.291,86 ","128.153,13 ","0,00 ","802,65 ","127.350,48 ","1.926,15 ","1.926,15 ","3.216,35 ","3.216,35 ","0,00 ","0,00 ","213.996,23 ","213.996,23 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","635,00 ","635,00 ","635,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.800.788,62 ","586.104,97 ","586.104,97 ","0,00 ","0,00 ","0,00 ","0,00 ","1.214.683,65 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.214.683,65 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
77.,56 ,OBČINA KUZMA,"1.503.847,32 ","1.339.274,25 ","1.160.039,05 ","1.068.551,00 ","1.068.551,00 ","56.875,89 ","52.491,91 ","55,09 ","3,38 ","4.325,51 ","34.612,16 ","1.248,73 ","0,00 ","33.363,43 ","0,00 ","0,00 ","179.235,20 ","16.899,77 ","1.523,48 ","51,39 ","15.324,90 ","10.909,99 ","10.909,99 ","800,00 ","800,00 ","0,00 ","0,00 ","150.625,44 ","150.625,44 ","8.892,50 ","559,17 ","559,17 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.333,33 ","0,00 ","8.333,33 ","0,00 ","1.139,97 ","1.139,97 ","0,00 ","1.139,97 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","154.540,60 ","154.540,60 ","140.540,60 ","0,00 ","0,00 ","14.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
78.,57 ,OBČINA LAŠKO,"13.746.457,59 ","12.011.751,04 ","10.079.327,93 ","8.473.101,00 ","8.473.101,00 ","1.060.136,22 ","934.795,23 ","1.334,24 ","59.241,45 ","64.765,30 ","546.090,71 ","38.500,83 ","0,00 ","507.589,88 ","0,00 ","0,00 ","1.932.423,11 ","1.143.933,79 ","69,30 ","5.464,77 ","1.138.399,72 ","6.069,14 ","6.069,14 ","14.349,48 ","14.349,48 ","89.965,40 ","89.965,40 ","678.105,30 ","678.105,30 ","64.171,24 ","63.843,77 ","62.650,00 ","0,00 ","1.193,77 ","0,00 ","0,00 ","0,00 ","0,00 ","327,47 ","0,00 ","327,47 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.670.535,31 ","759.204,44 ","755.203,85 ","4.000,59 ","0,00 ","0,00 ","0,00 ","911.330,87 ","0,00 ","246.618,10 ","664.712,77 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
79.,58 ,OBČINA LENART,"7.779.060,48 ","6.340.836,70 ","5.120.644,11 ","4.284.445,00 ","4.284.445,00 ","352.331,71 ","242.429,64 ","527,74 ","12.201,21 ","97.173,12 ","483.509,59 ","1.822,23 ","0,00 ","481.687,36 ","357,81 ","357,81 ","1.220.192,59 ","264.772,61 ","1,26 ","10.630,40 ","254.140,95 ","5.721,06 ","5.721,06 ","6.877,60 ","6.877,60 ","69.596,24 ","69.596,24 ","873.225,08 ","873.225,08 ","255.945,98 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","255.945,98 ","0,00 ","255.945,98 ","0,00 ","55.227,75 ","55.227,75 ","55.227,75 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.127.050,05 ","554.700,01 ","283.138,50 ","271.561,51 ","0,00 ","0,00 ","0,00 ","572.350,04 ","0,00 ","0,00 ","0,00 ","572.350,04 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
80.,59 ,OBČINA LENDAVA,"10.392.331,67 ","8.259.281,47 ","7.103.411,46 ","6.220.867,00 ","6.220.867,00 ","610.467,19 ","512.867,99 ","325,64 ","26.028,29 ","71.245,27 ","272.077,27 ","4.730,58 ","0,00 ","267.346,69 ","0,00 ","0,00 ","1.155.870,01 ","371.243,74 ","751,39 ","42.174,08 ","328.318,27 ","4.835,65 ","4.835,65 ","10.855,51 ","10.855,51 ","403.454,35 ","403.454,35 ","365.480,76 ","365.480,76 ","53.043,48 ","42.106,19 ","42.064,53 ","41,66 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.937,29 ","0,00 ","10.937,29 ","0,00 ","1.788,22 ","1.130,00 ","1.130,00 ","0,00 ","658,22 ","0,00 ","658,22 ","0,00 ","0,00 ","0,00 ","0,00 ","2.078.218,50 ","944.142,34 ","877.629,87 ","62.658,02 ","0,00 ","3.854,45 ","0,00 ","1.134.076,16 ","0,00 ","0,00 ","266.287,64 ","867.788,52 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
81.,60 ,OBČINA LITIJA,"12.632.516,60 ","11.104.425,04 ","10.419.202,26 ","9.094.158,00 ","9.094.158,00 ","855.635,65 ","660.246,80 ","1.507,24 ","45.706,44 ","148.175,17 ","467.620,96 ","8.755,99 ","0,00 ","458.864,97 ","1.787,65 ","1.787,65 ","685.222,78 ","445.073,41 ","48.730,50 ","1.349,06 ","394.993,85 ","6.255,59 ","6.255,59 ","5.354,04 ","5.354,04 ","0,00 ","0,00 ","228.539,74 ","228.539,74 ","126.701,85 ","7.353,38 ","7.353,38 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","119.348,47 ","1.791,38 ","117.557,09 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.401.389,71 ","1.339.601,52 ","1.267.175,46 ","72.426,06 ","0,00 ","0,00 ","0,00 ","61.788,19 ","0,00 ","61.788,19 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
82.,61 ,MESTNA OBČINA LJUBLJANA,"291.233.163,32 ","266.727.485,26 ","214.979.270,72 ","145.942.867,00 ","145.942.867,00 ","59.461.025,67 ","48.882.551,22 ","68.276,41 ","2.090.570,87 ","8.419.627,17 ","9.536.840,62 ","546.319,22 ","0,00 ","8.990.521,40 ","38.537,43 ","38.537,43 ","51.748.214,54 ","25.539.476,82 ","572.834,45 ","155.918,52 ","24.810.723,85 ","404.009,71 ","404.009,71 ","3.918.116,38 ","3.918.116,38 ","470.288,63 ","470.288,63 ","21.416.323,00 ","21.416.323,00 ","16.377.175,66 ","2.821.126,66 ","2.821.126,66 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","13.556.049,00 ","0,00 ","13.556.049,00 ","0,00 ","87.008,30 ","87.008,30 ","86.937,50 ","70,80 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.745.236,04 ","2.028.882,10 ","1.966.002,03 ","62.880,07 ","0,00 ","0,00 ","0,00 ","5.716.353,94 ","0,00 ","0,00 ","1.636.141,59 ","3.836.373,35 ","0,00 ","0,00 ","0,00 ","243.839,00 ","296.258,06 ","0,00 ","0,00 ","296.258,06 ","296.258,06 "
83.,62 ,OBČINA LJUBNO,"2.956.473,16 ","2.281.976,58 ","2.113.397,15 ","1.979.248,00 ","1.979.248,00 ","73.967,60 ","53.602,15 ","0,00 ","4.425,81 ","15.939,64 ","57.078,93 ","285,87 ","0,00 ","56.793,06 ","3.102,62 ","3.102,62 ","168.579,43 ","82.007,70 ","433,62 ","4.430,63 ","77.143,45 ","942,41 ","942,41 ","0,00 ","0,00 ","0,00 ","0,00 ","85.629,32 ","85.629,32 ","44.142,32 ","16.907,32 ","16.907,32 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","27.235,00 ","0,00 ","27.235,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","630.354,26 ","456.400,54 ","456.400,54 ","0,00 ","0,00 ","0,00 ","0,00 ","173.953,72 ","0,00 ","81.704,94 ","92.248,78 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
84.,63 ,OBČINA LJUTOMER,"10.352.125,02 ","9.111.269,69 ","8.096.365,04 ","7.005.415,00 ","7.005.415,00 ","864.612,57 ","730.032,93 ","267,21 ","33.588,81 ","100.723,62 ","226.055,61 ","3.389,22 ","0,00 ","222.666,39 ","281,86 ","281,86 ","1.014.904,65 ","705.278,49 ","9.178,50 ","2.009,16 ","694.090,83 ","14.353,10 ","14.353,10 ","40.833,72 ","40.833,72 ","104.437,67 ","104.437,67 ","150.001,67 ","150.001,67 ","147.378,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","147.378,60 ","0,00 ","147.378,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.093.476,73 ","1.092.372,40 ","755.969,66 ","197.487,25 ","138.915,49 ","0,00 ","0,00 ","1.104,33 ","0,00 ","0,00 ","1.104,33 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
85.,64 ,OBČINA LOGATEC,"13.144.381,33 ","11.874.286,66 ","8.776.457,55 ","7.418.223,00 ","7.418.223,00 ","1.048.110,93 ","818.858,72 ","624,11 ","67.652,92 ","160.975,18 ","310.123,62 ","28.285,31 ","0,00 ","281.838,31 ","0,00 ","0,00 ","3.097.829,11 ","2.286.910,16 ","0,00 ","2.275,82 ","2.284.634,34 ","7.348,69 ","7.348,69 ","17.009,00 ","17.009,00 ","40.055,57 ","40.055,57 ","746.505,69 ","746.505,69 ","673.416,80 ","3.514,51 ","3.514,51 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","669.902,29 ","0,00 ","669.902,29 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","596.677,87 ","589.068,05 ","583.079,81 ","5.988,24 ","0,00 ","0,00 ","0,00 ","7.609,82 ","0,00 ","7.609,82 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
86.,208 ,OBČINA LOG-DRAGOMER,"2.404.032,10 ","2.358.878,81 ","2.115.854,49 ","1.864.472,00 ","1.864.472,00 ","161.026,41 ","102.165,90 ","1.396,43 ","1.279,37 ","56.184,71 ","90.356,08 ","57,50 ","0,00 ","90.298,58 ","0,00 ","0,00 ","243.024,32 ","115.054,31 ","61.355,60 ","2.678,36 ","51.020,35 ","1.801,08 ","1.801,08 ","83.889,27 ","83.889,27 ","0,00 ","0,00 ","42.279,66 ","42.279,66 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","45.153,29 ","45.153,29 ","45.153,29 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
87.,65 ,OBČINA LOŠKA DOLINA,"4.535.629,88 ","3.210.615,42 ","2.784.003,69 ","2.438.495,00 ","2.438.495,00 ","261.270,60 ","229.072,93 ","2,08 ","11.867,20 ","20.328,39 ","83.761,19 ","1.221,93 ","0,00 ","82.539,26 ","476,90 ","476,90 ","426.611,73 ","300.286,85 ","0,00 ","4.680,09 ","295.606,76 ","1.200,19 ","1.200,19 ","4.015,16 ","4.015,16 ","1.139,59 ","1.139,59 ","119.969,94 ","119.969,94 ","8.700,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.700,00 ","900,00 ","7.800,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.316.314,46 ","509.325,74 ","509.325,74 ","0,00 ","0,00 ","0,00 ","0,00 ","806.988,72 ","0,00 ","0,00 ","806.988,72 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
88.,66 ,OBČINA LOŠKI POTOK,"2.559.924,70 ","1.800.113,45 ","1.675.394,59 ","1.522.032,00 ","1.522.032,00 ","84.950,50 ","36.101,54 ","45,58 ","42.010,09 ","6.793,29 ","68.696,59 ","811,76 ","0,00 ","67.884,83 ","-284,50 ","-284,50 ","124.718,86 ","107.589,42 ","0,00 ","706,42 ","106.883,00 ","882,16 ","882,16 ","0,00 ","0,00 ","2.030,40 ","2.030,40 ","14.216,88 ","14.216,88 ","34.486,77 ","31.546,77 ","31.546,77 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.940,00 ","114,00 ","2.826,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","725.324,48 ","523.615,95 ","522.115,95 ","0,00 ","0,00 ","1.500,00 ","0,00 ","201.708,53 ","0,00 ","0,00 ","0,00 ","201.708,53 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
89.,167 ,OBČINA LOVRENC NA POHORJU,"3.401.332,09 ","2.752.766,93 ","2.175.700,19 ","1.992.984,00 ","1.992.984,00 ","119.023,93 ","99.099,57 ","0,00 ","5.471,35 ","14.453,01 ","62.433,92 ","282,72 ","0,00 ","62.151,20 ","1.258,34 ","1.258,34 ","577.066,74 ","492.735,98 ","0,00 ","5.546,85 ","487.189,13 ","1.341,37 ","1.341,37 ","418,43 ","418,43 ","60.483,58 ","60.483,58 ","22.087,38 ","22.087,38 ","124.979,22 ","1.847,05 ","1.847,05 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","123.132,17 ","0,00 ","123.132,17 ","0,00 ","3.000,00 ","3.000,00 ","2.680,00 ","320,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","520.585,94 ","356.826,79 ","354.414,87 ","2.411,92 ","0,00 ","0,00 ","0,00 ","163.759,15 ","0,00 ","0,00 ","163.759,15 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
90.,67 ,OBČINA LUČE,"2.203.456,08 ","1.688.094,52 ","1.622.992,91 ","1.562.494,00 ","1.562.494,00 ","19.820,67 ","9.180,01 ","51,92 ","4.099,90 ","6.488,84 ","40.678,24 ","2.123,21 ","0,00 ","38.555,03 ","0,00 ","0,00 ","65.101,61 ","41.498,05 ","433,62 ","2.188,35 ","38.876,08 ","1.042,81 ","1.042,81 ","0,00 ","0,00 ","0,00 ","0,00 ","22.560,75 ","22.560,75 ","2.041,08 ","2.041,08 ","2.041,08 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","513.320,48 ","432.272,23 ","432.272,23 ","0,00 ","0,00 ","0,00 ","0,00 ","81.048,25 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","81.048,25 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
91.,68 ,OBČINA LUKOVICA,"4.717.951,01 ","4.258.160,27 ","3.847.929,65 ","3.266.839,00 ","3.266.839,00 ","428.441,48 ","355.830,33 ","294,23 ","7.816,15 ","64.500,77 ","152.649,17 ","1.211,18 ","0,00 ","151.437,99 ","0,00 ","0,00 ","410.230,62 ","194.726,56 ","0,00 ","10.000,31 ","184.726,25 ","0,00 ","0,00 ","31.360,00 ","31.360,00 ","105.978,38 ","105.978,38 ","78.165,68 ","78.165,68 ","4.903,55 ","1.333,55 ","1.083,55 ","250,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.570,00 ","0,00 ","3.570,00 ","0,00 ","9.565,90 ","9.565,90 ","6.599,90 ","2.966,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","445.321,29 ","445.321,29 ","445.321,29 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
92.,69 ,OBČINA MAJŠPERK,"5.609.698,70 ","3.520.982,90 ","2.922.332,12 ","2.746.466,00 ","2.746.466,00 ","95.390,19 ","61.622,31 ","74,48 ","10.085,00 ","23.608,40 ","80.475,93 ","1.207,08 ","0,00 ","79.268,85 ","0,00 ","0,00 ","598.650,78 ","136.035,86 ","0,00 ","8.233,63 ","127.802,23 ","2.450,58 ","2.450,58 ","753,86 ","753,86 ","25.059,48 ","25.059,48 ","434.351,00 ","434.351,00 ","2.400,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.400,00 ","0,00 ","2.400,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.086.315,80 ","516.236,62 ","489.398,92 ","0,00 ","26.837,70 ","0,00 ","0,00 ","1.570.079,18 ","0,00 ","0,00 ","1.570.079,18 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
93.,198 ,OBČINA MAKOLE,"2.944.756,14 ","1.766.600,70 ","1.569.644,13 ","1.476.268,00 ","1.476.268,00 ","52.589,46 ","18.743,43 ","49,90 ","11.877,53 ","21.918,60 ","40.786,67 ","98,54 ","0,00 ","40.688,13 ","0,00 ","0,00 ","196.956,57 ","56.379,03 ","0,00 ","466,17 ","55.912,86 ","917,32 ","917,32 ","1.394,32 ","1.394,32 ","0,00 ","0,00 ","138.265,90 ","138.265,90 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.178.155,44 ","1.163.655,44 ","1.163.432,31 ","223,13 ","0,00 ","0,00 ","0,00 ","14.500,00 ","0,00 ","7.000,00 ","7.500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
94.,70 ,MESTNA OBČINA MARIBOR,"99.396.879,27 ","87.121.282,32 ","70.358.793,22 ","53.567.886,00 ","53.567.886,00 ","14.828.566,70 ","12.795.547,80 ","8.371,30 ","218.415,04 ","1.806.232,56 ","1.954.811,80 ","200.069,10 ","0,00 ","1.754.742,70 ","7.528,72 ","7.528,72 ","16.762.489,10 ","12.228.152,33 ","202.733,74 ","102.056,21 ","11.923.362,38 ","60.778,44 ","60.778,44 ","669.621,47 ","669.621,47 ","60.141,00 ","60.141,00 ","3.743.795,86 ","3.743.795,86 ","3.515.029,72 ","2.692.668,17 ","1.311.851,17 ","0,00 ","0,00 ","1.380.817,00 ","0,00 ","0,00 ","0,00 ","822.361,55 ","10.800,05 ","811.561,50 ","0,00 ","51.095,32 ","51.095,32 ","49.185,00 ","1.910,32 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.539.703,78 ","4.459.311,84 ","3.989.898,81 ","469.413,03 ","0,00 ","0,00 ","0,00 ","4.080.391,94 ","0,00 ","0,00 ","4.080.391,94 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","169.768,13 ","0,00 ","0,00 ","169.768,13 ","169.768,13 "
