,,,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,- V EUR,,,,,,,- V EUR,,- V EUR
,,,I.,7,70,700,7000,703,7030,7031,7032,7033,704,7044,7045,7047,706,7060,71,710,7100,7102,7103,711,7111,712,7120,713,7130,714,7141,72,720,7200,7201,7202,7203,721,7210,7211,722,7220,7221,7222,73,730,7300,7301,731,7310,7311,7312,7313,732,7320,74,740,7400,7401,7402,7403,7404,741,7410,7411,7412,7413,7414,7415,7416,7417,78,782,7821,787,7870
,,,SKUPAJ PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.,170 ,OBČINA MIRNA PEČ,"3.127.363,83 ","2.374.923,83 ","1.973.659,16 ","1.823.736,00 ","1.823.736,00 ","105.717,39 ","53.123,33 ","29,95 ","30.210,85 ","22.353,26 ","43.971,85 ","769,83 ","0,00 ","43.202,02 ","233,92 ","233,92 ","401.264,67 ","141.175,82 ","0,00 ","17.335,30 ","123.840,52 ","2.575,46 ","2.575,46 ","6.223,30 ","6.223,30 ","2.900,01 ","2.900,01 ","248.390,08 ","248.390,08 ","3.130,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.130,00 ","2.170,00 ","960,00 ","0,00 ","450,00 ","450,00 ","450,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","748.860,00 ","414.044,58 ","414.044,58 ","0,00 ","0,00 ","0,00 ","0,00 ","334.815,42 ","0,00 ","0,00 ","334.815,42 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
104.,76 ,OBČINA MISLINJA,"4.244.812,00 ","3.688.006,00 ","3.122.808,00 ","2.910.386,00 ","2.910.386,00 ","127.296,00 ","101.349,00 ","105,00 ","5.023,00 ","20.819,00 ","85.327,00 ","1.005,00 ","0,00 ","84.322,00 ","-201,00 ","-201,00 ","565.198,00 ","486.609,00 ","177.541,00 ","21.666,00 ","287.402,00 ","730,00 ","730,00 ","61,00 ","61,00 ","0,00 ","0,00 ","77.798,00 ","77.798,00 ","4.217,00 ","871,00 ","871,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.346,00 ","0,00 ","3.346,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","552.589,00 ","552.589,00 ","389.223,00 ","163.366,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
105.,199 ,OBČINA MOKRONOG-TREBELNO,"6.858.142,35 ","2.741.433,34 ","2.387.400,42 ","2.166.774,00 ","2.166.774,00 ","143.898,27 ","90.597,44 ","85,20 ","24.734,63 ","28.481,00 ","76.728,15 ","2.698,53 ","0,00 ","74.029,62 ","0,00 ","0,00 ","354.032,92 ","55.956,26 ","0,00 ","601,58 ","55.354,68 ","2.763,59 ","2.763,59 ","1.645,92 ","1.645,92 ","21.667,04 ","21.667,04 ","272.000,11 ","272.000,11 ","118.474,80 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","118.474,80 ","47.583,80 ","70.891,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.998.234,21 ","1.387.556,24 ","1.265.214,16 ","122.342,08 ","0,00 ","0,00 ","0,00 ","2.610.677,97 ","0,00 ","163.194,39 ","2.447.483,58 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
106.,77 ,OBČINA MORAVČE,"4.020.123,00 ","3.758.545,00 ","3.376.345,00 ","3.022.670,00 ","3.022.670,00 ","227.941,00 ","177.622,00 ","289,00 ","12.958,00 ","37.072,00 ","125.734,00 ","1.284,00 ","0,00 ","124.450,00 ","0,00 ","0,00 ","382.200,00 ","275.499,00 ","0,00 ","23.177,00 ","252.322,00 ","2.363,00 ","2.363,00 ","11.623,00 ","11.623,00 ","7.323,00 ","7.323,00 ","85.392,00 ","85.392,00 ","323,00 ","323,00 ","323,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.240,00 ","0,00 ","0,00 ","0,00 ","3.240,00 ","3.240,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","258.015,00 ","258.015,00 ","258.015,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
107.,78 ,OBČINA MORAVSKE TOPLICE,"7.257.525,75 ","5.668.471,44 ","5.111.514,95 ","4.119.676,00 ","4.119.676,00 ","444.696,74 ","354.904,66 ","0,00 ","15.474,24 ","74.317,84 ","546.763,15 ","2.563,50 ","0,00 ","544.199,65 ","379,06 ","379,06 ","556.956,49 ","301.031,87 ","11.680,08 ","4.043,73 ","285.308,06 ","3.278,06 ","3.278,06 ","1.623,38 ","1.623,38 ","3.727,45 ","3.727,45 ","247.295,73 ","247.295,73 ","33.444,17 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","33.444,17 ","25.130,48 ","8.313,69 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.555.610,14 ","1.116.054,05 ","1.020.808,58 ","95.245,47 ","0,00 ","0,00 ","0,00 ","439.556,09 ","0,00 ","0,00 ","186.233,09 ","0,00 ","0,00 ","0,00 ","0,00 ","253.323,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
108.,79 ,OBČINA MOZIRJE,"4.634.577,68 ","2.928.393,49 ","2.727.099,31 ","2.472.273,00 ","2.472.273,00 ","155.119,36 ","91.179,60 ","497,06 ","25.959,83 ","37.482,87 ","99.676,94 ","1.888,54 ","0,00 ","97.788,40 ","30,01 ","30,01 ","201.294,18 ","89.242,93 ","6.344,39 ","426,46 ","82.472,08 ","2.117,04 ","2.117,04 ","2.460,00 ","2.460,00 ","18,43 ","18,43 ","107.455,78 ","107.455,78 ","263.397,09 ","2.777,09 ","2.777,09 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","260.620,00 ","0,00 ","260.620,00 ","0,00 ","150.120,00 ","150.120,00 ","150.120,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.292.667,10 ","1.292.667,10 ","1.184.845,06 ","107.822,04 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
109.,80 ,MESTNA OBČINA MURSKA SOBOTA,"15.869.371,31 ","14.856.253,82 ","12.372.468,56 ","10.015.566,00 ","10.015.566,00 ","2.035.998,55 ","1.682.815,38 ","4.126,62 ","15.430,42 ","333.626,13 ","318.813,24 ","23.247,66 ","0,00 ","295.565,58 ","2.090,77 ","2.090,77 ","2.483.785,26 ","1.795.079,07 ","130.209,12 ","138.267,80 ","1.526.602,15 ","7.923,11 ","7.923,11 ","113.884,40 ","113.884,40 ","102.941,10 ","102.941,10 ","463.957,58 ","463.957,58 ","278.680,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","278.680,00 ","0,00 ","278.680,00 ","0,00 ","1.793,46 ","1.793,46 ","950,00 ","843,46 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","732.644,03 ","725.893,56 ","624.091,11 ","101.802,45 ","0,00 ","0,00 ","0,00 ","6.750,47 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.750,47 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
110.,81 ,OBČINA MUTA,"3.280.815,85 ","2.893.518,18 ","2.300.189,77 ","2.117.391,00 ","2.117.391,00 ","93.921,06 ","80.285,29 ","227,46 ","1.103,33 ","12.304,98 ","88.660,72 ","859,77 ","0,00 ","87.800,95 ","216,99 ","216,99 ","593.328,41 ","558.115,53 ","135.932,37 ","905,90 ","421.277,26 ","2.136,96 ","2.136,96 ","1.942,26 ","1.942,26 ","2.784,67 ","2.784,67 ","28.348,99 ","28.348,99 ","558,09 ","558,09 ","558,09 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.300,00 ","2.300,00 ","2.300,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","384.439,58 ","281.527,64 ","210.800,84 ","70.726,80 ","0,00 ","0,00 ","0,00 ","102.911,94 ","0,00 ","0,00 ","0,00 ","102.911,94 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
111.,82 ,OBČINA NAKLO,"4.636.719,54 ","4.378.354,44 ","3.724.755,12 ","2.818.354,00 ","2.818.354,00 ","769.686,19 ","676.732,25 ","596,20 ","38.562,37 ","53.795,37 ","136.392,57 ","2.172,90 ","0,00 ","134.219,67 ","322,36 ","322,36 ","653.599,32 ","285.201,02 ","16.575,26 ","17.629,07 ","250.996,69 ","3.352,21 ","3.352,21 ","24.297,31 ","24.297,31 ","4.819,49 ","4.819,49 ","335.929,29 ","335.929,29 ","9.418,50 ","2.137,50 ","0,00 ","2.000,00 ","0,00 ","137,50 ","0,00 ","0,00 ","0,00 ","7.281,00 ","0,00 ","7.281,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","245.593,78 ","64.718,29 ","64.718,29 ","0,00 ","0,00 ","0,00 ","0,00 ","180.875,49 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","180.875,49 ","0,00 ","3.352,82 ","0,00 ","0,00 ","3.352,82 ","3.352,82 "
112.,83 ,OBČINA NAZARJE,"2.973.844,00 ","2.154.206,00 ","1.889.451,00 ","1.600.508,00 ","1.600.508,00 ","231.636,00 ","207.045,00 ","44,00 ","2.495,00 ","22.052,00 ","57.307,00 ","599,00 ","0,00 ","56.708,00 ","0,00 ","0,00 ","264.755,00 ","189.982,00 ","434,00 ","228,00 ","189.320,00 ","1.404,00 ","1.404,00 ","6.082,00 ","6.082,00 ","0,00 ","0,00 ","67.287,00 ","67.287,00 ","91.168,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","91.168,00 ","0,00 ","91.168,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","728.470,00 ","728.470,00 ","728.470,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
113.,84 ,MESTNA OBČINA NOVA GORICA,"36.418.347,96 ","32.513.011,25 ","22.495.069,73 ","16.539.293,00 ","16.539.293,00 ","4.568.425,32 ","3.891.905,98 ","4.662,08 ","207.336,57 ","464.520,69 ","1.380.060,18 ","14.785,18 ","0,00 ","1.365.275,00 ","7.291,23 ","7.291,23 ","10.017.941,52 ","8.522.500,96 ","51.945,57 ","60.666,54 ","8.409.888,85 ","14.097,61 ","14.097,61 ","91.610,94 ","91.610,94 ","30.745,92 ","30.745,92 ","1.358.986,09 ","1.358.986,09 ","70.528,31 ","29.641,39 ","28.145,56 ","1.370,83 ","125,00 ","0,00 ","0,00 ","0,00 ","0,00 ","40.886,92 ","2.503,00 ","38.383,92 ","0,00 ","15.144,29 ","15.144,29 ","14.814,29 ","330,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.814.664,11 ","2.031.064,25 ","1.353.038,81 ","678.025,44 ","0,00 ","0,00 ","0,00 ","1.783.599,86 ","0,00 ","0,00 ","266.378,00 ","1.515.654,86 ","0,00 ","0,00 ","1.567,00 ","0,00 ","5.000,00 ","0,00 ","0,00 ","5.000,00 ","5.000,00 "
114.,85 ,MESTNA OBČINA NOVO MESTO,"37.001.007,60 ","29.758.324,36 ","24.338.989,01 ","18.939.433,00 ","18.939.433,00 ","4.772.143,13 ","4.248.313,89 ","2.845,91 ","84.108,53 ","436.874,80 ","624.912,94 ","54.071,27 ","0,00 ","570.841,67 ","2.499,94 ","2.499,94 ","5.419.335,35 ","2.847.488,86 ","195.655,19 ","37.891,05 ","2.613.942,62 ","17.015,88 ","17.015,88 ","137.959,03 ","137.959,03 ","136.507,04 ","136.507,04 ","2.280.364,54 ","2.280.364,54 ","467.967,61 ","133.351,73 ","129.842,51 ","0,00 ","3.509,22 ","0,00 ","0,00 ","0,00 ","0,00 ","334.615,88 ","0,00 ","334.615,88 ","0,00 ","19.980,00 ","19.980,00 ","19.980,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.754.735,63 ","5.212.044,43 ","3.104.812,39 ","4.857,00 ","0,00 ","2.102.375,04 ","0,00 ","1.542.691,20 ","0,00 ","0,00 ","0,00 ","1.542.691,20 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
115.,86 ,OBČINA ODRANCI,"1.563.481,31 ","1.145.004,28 ","961.289,07 ","909.236,00 ","909.236,00 ","44.654,50 ","38.846,82 ","0,00 ","1.829,52 ","3.978,16 ","7.398,57 ","565,00 ","0,00 ","6.833,57 ","0,00 ","0,00 ","183.715,21 ","20.380,24 ","0,00 ","552,23 ","19.828,01 ","401,88 ","401,88 ","462,93 ","462,93 ","0,00 ","0,00 ","162.470,16 ","162.470,16 ","7.255,49 ","7.255,49 ","7.255,49 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","411.221,54 ","35.159,70 ","33.546,14 ","1.613,56 ","0,00 ","0,00 ","0,00 ","376.061,84 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","376.061,84 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
116.,171 ,OBČINA OPLOTNICA,"3.253.598,07 ","2.811.065,59 ","2.654.256,47 ","2.390.861,00 ","2.390.861,00 ","125.320,32 ","95.017,85 ","162,84 ","14.322,45 ","15.817,18 ","137.677,52 ","44.934,60 ","0,00 ","92.742,92 ","397,63 ","397,63 ","156.809,12 ","76.938,82 ","386,00 ","701,46 ","75.851,36 ","1.826,34 ","1.826,34 ","936,94 ","936,94 ","0,00 ","0,00 ","77.107,02 ","77.107,02 ","32.160,09 ","4.222,40 ","4.222,40 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","27.937,69 ","0,00 ","27.937,69 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","410.372,39 ","410.372,39 ","352.764,12 ","0,00 ","0,00 ","57.608,27 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
117.,87 ,OBČINA ORMOŽ,"13.249.288,53 ","11.597.242,95 ","9.275.437,91 ","7.878.851,00 ","7.878.851,00 ","1.112.576,80 ","982.433,66 ","363,03 ","30.521,14 ","99.258,97 ","283.314,44 ","3.868,95 ","0,00 ","279.445,49 ","695,67 ","695,67 ","2.321.805,04 ","1.183.722,97 ","0,00 ","13.965,45 ","1.169.757,52 ","5.324,71 ","5.324,71 ","6.875,82 ","6.875,82 ","67.333,00 ","67.333,00 ","1.058.548,54 ","1.058.548,54 ","146.389,27 ","750,00 ","0,00 ","0,00 ","750,00 ","0,00 ","0,00 ","0,00 ","0,00 ","145.639,27 ","313,56 ","145.325,71 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.505.656,31 ","942.644,49 ","834.218,54 ","75.945,08 ","15.693,37 ","0,00 ","16.787,50 ","563.011,82 ","0,00 ","23.998,19 ","508.084,03 ","0,00 ","0,00 ","0,00 ","30.929,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
118.,88 ,OBČINA OSILNICA,"592.158,68 ","431.487,26 ","378.860,91 ","358.978,00 ","358.978,00 ","10.491,96 ","6.029,57 ","0,00 ","177,33 ","4.285,06 ","9.390,95 ","118,68 ","0,00 ","9.272,27 ","0,00 ","0,00 ","52.626,35 ","35.755,37 ","0,00 ","66,16 ","35.689,21 ","196,99 ","196,99 ","0,00 ","0,00 ","14.156,74 ","14.156,74 ","2.517,25 ","2.517,25 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","160.671,42 ","160.671,42 ","152.925,43 ","4.855,17 ","2.890,82 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
119.,89 ,OBČINA PESNICA,"6.516.546,00 ","5.464.240,00 ","4.830.839,00 ","4.747.762,00 ","4.747.762,00 ","-280.526,00 ","-367.583,00 ","442,00 ","9.067,00 ","77.548,00 ","361.639,00 ","2.187,00 ","0,00 ","359.452,00 ","1.964,00 ","1.964,00 ","633.401,00 ","109.507,00 ","0,00 ","25.547,00 ","83.960,00 ","5.147,00 ","5.147,00 ","2.138,00 ","2.138,00 ","0,00 ","0,00 ","516.609,00 ","516.609,00 ","7.731,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.731,00 ","0,00 ","7.731,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.044.575,00 ","715.090,00 ","715.090,00 ","0,00 ","0,00 ","0,00 ","0,00 ","329.485,00 ","0,00 ","0,00 ","329.485,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
120.,90 ,OBČINA PIRAN,"26.368.367,19 ","18.584.851,40 ","14.713.597,14 ","8.607.022,00 ","8.607.022,00 ","4.129.198,04 ","3.082.146,38 ","18.790,57 ","312.559,79 ","715.701,30 ","1.967.516,08 ","11.657,75 ","0,00 ","1.955.858,33 ","9.861,02 ","9.861,02 ","3.871.254,26 ","2.816.971,04 ","0,00 ","91.815,46 ","2.725.155,58 ","16.221,22 ","16.221,22 ","187.080,42 ","187.080,42 ","15.388,34 ","15.388,34 ","835.593,24 ","835.593,24 ","2.899.474,06 ","470.461,24 ","470.018,27 ","166,66 ","51,00 ","225,31 ","0,00 ","0,00 ","0,00 ","2.429.012,82 ","60.000,00 ","2.369.012,82 ","0,00 ","11.783,41 ","11.783,41 ","10.783,41 ","1.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.872.258,32 ","4.034.399,64 ","4.034.399,64 ","0,00 ","0,00 ","0,00 ","0,00 ","837.858,68 ","111.316,46 ","0,00 ","1.985,00 ","724.557,22 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
121.,91 ,OBČINA PIVKA,"8.523.123,62 ","6.130.150,45 ","4.434.501,31 ","3.747.039,00 ","3.747.039,00 ","505.778,66 ","396.214,84 ","272,94 ","66.093,62 ","43.197,26 ","181.683,65 ","1.276,77 ","0,00 ","180.406,88 ","0,00 ","0,00 ","1.695.649,14 ","1.346.748,12 ","71.798,60 ","390,37 ","1.274.559,15 ","3.017,20 ","3.017,20 ","28.853,15 ","28.853,15 ","144.083,48 ","144.083,48 ","172.947,19 ","172.947,19 ","55.911,27 ","50.343,70 ","50.343,70 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.567,57 ","1.093,50 ","4.474,07 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.337.061,90 ","1.659.464,11 ","1.647.232,25 ","12.231,86 ","0,00 ","0,00 ","0,00 ","677.597,79 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","677.597,79 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
122.,92 ,OBČINA PODČETRTEK,"5.493.653,23 ","4.411.229,23 ","3.062.768,23 ","2.399.152,00 ","2.399.152,00 ","283.426,51 ","205.591,10 ","401,00 ","35.944,18 ","41.490,23 ","380.189,72 ","669,00 ","0,00 ","379.520,72 ","0,00 ","0,00 ","1.348.461,00 ","203.574,00 ","0,00 ","8.776,00 ","194.798,00 ","2.776,00 ","2.776,00 ","5.014,00 ","5.014,00 ","0,00 ","0,00 ","1.137.097,00 ","1.137.097,00 ","63.032,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","63.032,00 ","0,00 ","63.032,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.019.392,00 ","556.982,00 ","540.072,00 ","0,00 ","0,00 ","16.910,00 ","0,00 ","462.410,00 ","35.435,00 ","0,00 ","426.975,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
123.,172 ,OBČINA PODLEHNIK,"2.225.017,81 ","1.554.071,36 ","1.507.491,83 ","1.398.729,00 ","1.398.729,00 ","56.060,49 ","38.517,55 ","0,06 ","4.789,03 ","12.753,85 ","51.974,68 ","462,87 ","0,00 ","51.511,81 ","727,66 ","727,66 ","46.579,53 ","18.038,36 ","0,00 ","169,03 ","17.869,33 ","4.660,34 ","4.660,34 ","1.066,74 ","1.066,74 ","2.882,50 ","2.882,50 ","19.931,59 ","19.931,59 ","48.960,00 ","200,00 ","200,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","48.760,00 ","47.400,00 ","1.360,00 ","0,00 ","350,00 ","350,00 ","200,00 ","150,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","300.131,90 ","300.131,90 ","270.084,22 ","0,00 ","29.160,49 ","887,19 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","321.504,55 ","321.504,55 ","321.504,55 ","0,00 ","0,00 "
124.,93 ,OBČINA PODVELKA,"3.866.681,77 ","3.168.083,28 ","2.314.738,40 ","1.989.241,00 ","1.989.241,00 ","258.218,28 ","246.707,00 ","41,72 ","1.314,67 ","10.154,89 ","67.279,12 ","1.244,24 ","0,00 ","66.034,88 ","0,00 ","0,00 ","853.344,88 ","802.072,71 ","99.765,18 ","24.147,10 ","678.160,43 ","1.428,67 ","1.428,67 ","1.112,85 ","1.112,85 ","0,00 ","0,00 ","48.730,65 ","48.730,65 ","6.958,00 ","4.564,00 ","0,00 ","4.564,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.394,00 ","0,00 ","2.394,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","691.640,49 ","456.646,98 ","417.811,64 ","0,00 ","0,00 ","0,00 ","38.835,34 ","234.993,51 ","0,00 ","0,00 ","158.838,62 ","76.154,89 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
125.,200 ,OBČINA POLJČANE,"3.543.517,14 ","3.173.262,04 ","2.920.323,99 ","2.482.792,00 ","2.482.792,00 ","184.080,70 ","163.083,81 ","152,06 ","2.939,51 ","17.905,32 ","253.451,29 ","2.302,47 ","0,00 ","251.148,82 ","0,00 ","0,00 ","252.938,05 ","208.304,23 ","0,00 ","415,61 ","207.888,62 ","2.078,20 ","2.078,20 ","851,27 ","851,27 ","9.965,80 ","9.965,80 ","31.738,55 ","31.738,55 ","4.301,52 ","377,52 ","377,52 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.924,00 ","1.800,00 ","2.124,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","365.953,58 ","365.953,58 ","346.378,78 ","19.574,80 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
126.,173 ,OBČINA POLZELA,"4.691.961,32 ","4.100.448,49 ","3.584.091,93 ","3.140.398,00 ","3.140.398,00 ","304.120,92 ","227.157,24 ","1.337,48 ","8.931,58 ","66.694,62 ","139.573,01 ","469,65 ","0,00 ","139.103,36 ","0,00 ","0,00 ","516.356,56 ","375.917,64 ","1.439,10 ","8.211,19 ","366.267,35 ","2.577,32 ","2.577,32 ","2.846,60 ","2.846,60 ","1.456,24 ","1.456,24 ","133.558,76 ","133.558,76 ","19.008,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","19.008,00 ","0,00 ","19.008,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","572.504,83 ","282.979,92 ","282.979,92 ","0,00 ","0,00 ","0,00 ","0,00 ","289.524,91 ","0,00 ","0,00 ","93.208,00 ","196.316,91 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
