,,,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,- V EUR
99.,74 ,OBČINA MEŽICA,"3.425.208,00 ","859.126,00 ","170.466,00 ","145.547,00 ","6.574,00 ","11.180,00 ","0,00 ","1.490,00 ","0,00 ","5.675,00 ","27.250,00 ","13.013,00 ","10.425,00 ","88,00 ","147,00 ","3.577,00 ","648.568,00 ","35.775,00 ","134.843,00 ","60.635,00 ","17.229,00 ","4.232,00 ","304.983,00 ","0,00 ","2.222,00 ","88.649,00 ","8.669,00 ","0,00 ","8.669,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.173,00 ","0,00 ","4.173,00 ","0,00 ","0,00 ","0,00 ","1.163.461,00 ","17.153,00 ","0,00 ","0,00 ","17.153,00 ","666.462,00 ","0,00 ","4.441,00 ","11.907,00 ","0,00 ","0,00 ","650.114,00 ","122.070,00 ","122.070,00 ","357.483,00 ","8.558,00 ","45.691,00 ","325,00 ","282.509,00 ","20.400,00 ","0,00 ","293,00 ","293,00 ","0,00 ","1.378.621,00 ","1.378.621,00 ","0,00 ","0,00 ","51.596,00 ","0,00 ","1.228.878,00 ","10.054,00 ","0,00 ","360,00 ","87.733,00 ","24.000,00 ","0,00 ","0,00 ","24.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","24.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-134.772,00 ","-126.178,00 ","411.456,00 "
100.,169 ,OBČINA MIKLAVŽ NA DRAVSKEM POLJU,"4.404.117,20 ","1.647.432,04 ","505.525,34 ","428.124,36 ","22.074,00 ","38.373,52 ","719,07 ","10.637,30 ","0,00 ","5.597,09 ","79.426,72 ","40.263,29 ","31.186,23 ","263,80 ","445,28 ","7.268,12 ","1.059.637,67 ","270.180,82 ","28.397,68 ","308.537,43 ","8.584,03 ","7.547,47 ","265.431,59 ","5.780,38 ","0,00 ","165.178,27 ","2.842,31 ","0,00 ","0,00 ","0,00 ","2.842,31 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.340.216,67 ","24.350,50 ","4.710,00 ","0,00 ","19.640,50 ","896.517,22 ","0,00 ","4.087,04 ","8.110,00 ","0,00 ","29.810,00 ","854.510,18 ","117.067,80 ","117.067,80 ","302.281,15 ","0,00 ","36.531,36 ","3.691,00 ","256.125,77 ","5.933,02 ","0,00 ","0,00 ","0,00 ","0,00 ","1.338.844,66 ","1.338.844,66 ","86.768,52 ","0,00 ","75.017,68 ","10.567,40 ","739.449,70 ","142.484,39 ","107.402,35 ","0,00 ","177.154,62 ","77.623,83 ","0,00 ","0,00 ","45.570,00 ","45.570,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","32.053,83 ","0,00 ","0,00 ","0,00 ","32.053,83 ","422.277,04 ","385.757,79 ","1.199.503,06 "
101.,75 ,OBČINA MIREN-KOSTANJEVICA,"5.192.491,03 ","1.182.091,30 ","294.950,88 ","255.439,51 ","8.304,00 ","21.934,52 ","7.496,49 ","910,09 ","0,00 ","866,27 ","46.901,16 ","23.350,33 ","18.706,62 ","158,28 ","263,89 ","4.422,04 ","809.424,37 ","32.821,54 ","10.083,14 ","151.662,40 ","7.287,47 ","9.747,25 ","149.885,32 ","6.661,80 ","0,00 ","441.275,45 ","4.787,06 ","0,00 ","4.787,06 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","26.027,83 ","0,00 ","26.027,83 ","0,00 ","0,00 ","0,00 ","1.514.716,16 ","19.065,13 ","0,00 ","0,00 ","19.065,13 ","934.641,44 ","0,00 ","10.395,00 ","5.639,69 ","1.236,07 ","0,00 ","917.370,68 ","158.672,11 ","158.672,11 ","402.337,48 ","0,00 ","14.866,72 ","60.870,99 ","326.599,77 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.379.630,28 ","2.379.630,28 ","0,00 ","0,00 ","36.341,94 ","0,00 ","1.927.989,52 ","68.249,87 ","50.630,93 ","895,08 ","295.522,94 ","116.053,29 ","0,00 ","0,00 ","46.000,00 ","46.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","70.053,29 ","30.000,00 ","0,00 ","0,00 ","40.053,29 ","55.972,90 ","60.000,17 ","1.126.084,64 "
102.,170 ,OBČINA MIRNA PEČ,"2.350.412,52 ","644.668,32 ","184.587,39 ","156.099,70 ","4.844,00 ","11.687,34 ","9.217,42 ","1.583,91 ","0,00 ","1.155,02 ","28.907,45 ","14.424,50 ","11.555,85 ","97,79 ","163,03 ","2.666,28 ","430.237,68 ","31.762,71 ","0,00 ","25.950,00 ","2.679,20 ","1.974,80 ","165.695,26 ","8.672,64 ","1.227,60 ","192.275,47 ","935,80 ","0,00 ","935,80 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","849.273,18 ","109.094,48 ","45.114,50 ","0,00 ","63.979,98 ","502.641,17 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","502.641,17 ","70.275,90 ","70.275,90 ","167.261,63 ","27.470,46 ","7.865,60 ","0,00 ","129.378,80 ","2.546,77 ","0,00 ","0,00 ","0,00 ","0,00 ","774.073,54 ","774.073,54 ","0,00 ","0,00 ","4.714,28 ","4.565,40 ","291.888,84 ","132.942,72 ","69.912,60 ","0,00 ","270.049,70 ","82.397,48 ","0,00 ","0,00 ","53.482,81 ","53.482,81 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","28.914,67 ","695,63 ","0,00 ","0,00 ","28.219,04 ","449.997,16 ","437.332,51 ","926.891,78 "
103.,76 ,OBČINA MISLINJA,"6.652.981,00 ","1.186.051,00 ","185.237,00 ","155.970,00 ","5.841,00 ","10.060,00 ","11.865,00 ","1.068,00 ","0,00 ","433,00 ","30.658,00 ","14.765,00 ","11.828,00 ","100,00 ","167,00 ","3.798,00 ","932.042,00 ","114.323,00 ","3.517,00 ","71.951,00 ","6.196,00 ","2.384,00 ","429.029,00 ","7.227,00 ","0,00 ","297.415,00 ","15.672,00 ","0,00 ","156,00 ","15.322,00 ","194,00 ","0,00 ","0,00 ","0,00 ","22.442,00 ","2.632,00 ","19.810,00 ","0,00 ","0,00 ","0,00 ","1.311.177,00 ","27.191,00 ","0,00 ","0,00 ","27.191,00 ","619.500,00 ","0,00 ","5.640,00 ","27.116,00 ","0,00 ","0,00 ","586.744,00 ","176.232,00 ","176.232,00 ","488.254,00 ","28.550,00 ","34.215,00 ","15.296,00 ","410.193,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.045.709,00 ","4.045.709,00 ","54.064,00 ","0,00 ","12.773,00 ","0,00 ","3.519.775,00 ","157.860,00 ","0,00 ","0,00 ","301.237,00 ","110.044,00 ","0,00 ","0,00 ","110.044,00 ","83.922,00 ","26.122,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-274.141,00 ","-269.731,00 ","1.163.176,00 "
104.,199 ,OBČINA MOKRONOG-TREBELNO,"4.290.070,00 ","1.053.900,44 ","228.124,38 ","207.788,09 ","6.228,00 ","10.959,59 ","0,00 ","2.859,94 ","0,00 ","288,76 ","32.670,67 ","16.269,84 ","13.034,31 ","110,30 ","183,85 ","3.072,37 ","734.303,24 ","49.065,96 ","0,00 ","59.898,87 ","3.962,07 ","4.478,97 ","379.478,17 ","69.824,10 ","0,00 ","167.595,10 ","10.921,78 ","0,00 ","10.921,78 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","47.880,37 ","0,00 ","47.880,37 ","0,00 ","0,00 ","0,00 ","1.143.234,71 ","9.907,02 ","0,00 ","0,00 ","9.907,02 ","716.396,93 ","0,00 ","0,00 ","0,00 ","0,00 ","4.400,00 ","711.996,93 ","135.228,49 ","135.228,49 ","281.702,27 ","89.901,41 ","6.968,32 ","0,00 ","184.832,54 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.944.688,17 ","1.944.688,17 ","0,00 ","0,00 ","7.705,67 ","0,00 ","1.182.764,45 ","143.751,03 ","111.982,09 ","0,00 ","498.484,93 ","148.246,68 ","0,00 ","0,00 ","148.246,68 ","52.000,00 ","96.246,68 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-618.742,70 ","-608.112,84 ","941.676,10 "
105.,77 ,OBČINA MORAVČE,"4.165.699,00 ","1.290.456,00 ","315.127,00 ","233.393,00 ","10.380,00 ","24.473,00 ","2.485,00 ","0,00 ","0,00 ","44.396,00 ","49.256,00 ","23.784,00 ","19.032,00 ","161,00 ","269,00 ","6.010,00 ","915.274,00 ","96.557,00 ","22.844,00 ","96.349,00 ","16.857,00 ","2.388,00 ","541.636,00 ","15.261,00 ","0,00 ","123.382,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.799,00 ","0,00 ","10.799,00 ","0,00 ","0,00 ","0,00 ","1.236.872,00 ","60.090,00 ","60.090,00 ","0,00 ","0,00 ","625.110,00 ","0,00 ","0,00 ","1.831,00 ","0,00 ","0,00 ","623.279,00 ","110.489,00 ","110.489,00 ","441.183,00 ","29.898,00 ","6.966,00 ","76,00 ","402.743,00 ","1.500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.101.509,00 ","1.101.509,00 ","0,00 ","0,00 ","17.097,00 ","0,00 ","790.737,00 ","10.806,00 ","23.438,00 ","2.911,00 ","256.520,00 ","536.862,00 ","0,00 ","0,00 ","403.389,00 ","101.902,00 ","301.487,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","133.473,00 ","0,00 ","0,00 ","0,00 ","133.473,00 ","-162.196,00 ","-183.176,00 ","1.280.896,00 "
106.,78 ,OBČINA MORAVSKE TOPLICE,"7.823.925,74 ","2.240.275,54 ","299.979,72 ","263.962,87 ","9.976,00 ","23.853,61 ","991,31 ","40,91 ","0,00 ","1.155,02 ","47.874,16 ","23.488,50 ","18.788,09 ","158,91 ","264,99 ","5.173,67 ","1.843.474,52 ","529.902,86 ","12.825,29 ","216.168,64 ","11.190,13 ","9.574,98 ","906.183,87 ","11.490,07 ","905,09 ","145.233,59 ","23.118,43 ","0,00 ","23.118,43 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","25.828,71 ","4.409,71 ","21.419,00 ","0,00 ","0,00 ","0,00 ","2.270.698,55 ","267.964,99 ","263.933,99 ","0,00 ","4.031,00 ","872.172,79 ","0,00 ","5.925,64 ","0,00 ","0,00 ","0,00 ","866.247,15 ","194.985,20 ","194.985,20 ","935.575,57 ","0,00 ","66.416,22 ","1.992,54 ","867.166,81 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.136.452,41 ","3.136.452,41 ","7.600,00 ","0,00 ","81.604,85 ","12.152,43 ","2.602.270,01 ","54.402,22 ","117.813,32 ","0,00 ","260.609,58 ","176.499,24 ","0,00 ","0,00 ","94.161,25 ","94.161,25 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","82.337,99 ","44.244,32 ","0,00 ","0,00 ","38.093,67 ","-256.301,58 ","-239.648,55 ","989.997,05 "
107.,79 ,OBČINA MOZIRJE,"4.300.704,99 ","1.386.947,25 ","247.799,66 ","216.635,12 ","7.612,00 ","11.865,27 ","0,00 ","0,00 ","10.676,63 ","1.010,64 ","41.404,02 ","19.172,19 ","15.359,43 ","129,97 ","216,65 ","6.525,78 ","936.756,80 ","108.323,61 ","10.492,15 ","139.839,97 ","2.747,34 ","3.343,15 ","317.775,54 ","41.489,36 ","0,00 ","312.745,68 ","91.471,54 ","0,00 ","85.568,35 ","0,00 ","5.903,19 ","0,00 ","0,00 ","0,00 ","69.515,23 ","32.000,99 ","37.115,00 ","0,00 ","399,24 ","0,00 ","1.364.003,45 ","101.507,72 ","53.188,89 ","0,00 ","48.318,83 ","313.915,34 ","0,00 ","5.475,00 ","7.960,00 ","0,00 ","0,00 ","300.480,34 ","101.783,36 ","101.783,36 ","846.797,03 ","0,00 ","27.280,27 ","1.092,32 ","818.424,44 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.334.385,44 ","1.334.385,44 ","0,00 ","0,00 ","8.262,98 ","0,00 ","918.595,31 ","269.185,51 ","21.411,47 ","0,00 ","116.930,17 ","215.368,85 ","0,00 ","0,00 ","117.108,95 ","110.278,22 ","2.278,73 ","0,00 ","0,00 ","4.552,00 ","0,00 ","0,00 ","98.259,90 ","0,00 ","0,00 ","0,00 ","98.259,90 ","274.797,07 ","365.662,04 ","1.165.450,84 "
108.,80 ,MESTNA OBČINA MURSKA SOBOTA,"19.046.726,81 ","4.470.901,46 ","1.199.316,63 ","1.078.771,04 ","39.086,34 ","68.284,59 ","0,00 ","5.120,84 ","0,00 ","8.053,82 ","196.835,50 ","96.314,79 ","76.726,75 ","653,79 ","1.063,00 ","22.077,17 ","2.910.359,26 ","285.623,43 ","4.929,52 ","447.850,14 ","36.043,78 ","5.831,22 ","1.201.042,79 ","21.357,19 ","280.922,59 ","626.758,60 ","104.894,13 ","0,00 ","93.253,97 ","0,00 ","11.640,16 ","0,00 ","0,00 ","0,00 ","59.495,94 ","46.065,94 ","13.430,00 ","0,00 ","0,00 ","0,00 ","7.374.322,28 ","52.511,54 ","49.184,08 ","0,00 ","3.327,46 ","2.805.057,06 ","0,00 ","0,00 ","0,00 ","0,00 ","229.632,00 ","2.575.425,06 ","838.825,11 ","838.825,11 ","3.677.928,57 ","0,00 ","275.005,22 ","91.651,62 ","2.737.566,12 ","573.705,61 ","0,00 ","0,00 ","0,00 ","0,00 ","6.105.134,03 ","6.105.134,03 ","50.000,00 ","0,00 ","1.151.195,65 ","4.527,25 ","4.213.276,39 ","432.405,26 ","15.548,68 ","0,00 ","238.180,80 ","1.096.369,04 ","0,00 ","0,00 ","157.970,32 ","119.649,55 ","38.320,77 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","938.398,72 ","769.029,56 ","913,20 ","3.600,00 ","164.855,96 ","-2.096.660,70 ","-2.016.277,12 ","2.144.479,61 "
109.,81 ,OBČINA MUTA,"4.278.682,82 ","501.005,76 ","162.076,56 ","144.623,77 ","5.536,00 ","9.825,62 ","0,00 ","2.091,17 ","0,00 ","0,00 ","26.395,91 ","12.842,76 ","10.288,73 ","87,11 ","145,12 ","3.032,19 ","281.351,63 ","92.072,59 ","27.787,14 ","37.911,24 ","4.593,18 ","302,64 ","54.526,22 ","1.197,00 ","0,00 ","62.961,62 ","5.264,03 ","0,00 ","1.524,43 ","0,00 ","3.739,60 ","0,00 ","0,00 ","0,00 ","25.917,63 ","7.114,47 ","5.000,00 ","0,00 ","13.803,16 ","0,00 ","1.511.403,68 ","23.490,34 ","0,00 ","0,00 ","23.490,34 ","399.644,32 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","399.644,32 ","137.336,29 ","137.336,29 ","950.932,73 ","21.824,58 ","27.219,38 ","17.063,44 ","540.145,52 ","332.346,05 ","12.333,76 ","0,00 ","0,00 ","0,00 ","2.209.118,83 ","2.209.118,83 ","0,00 ","0,00 ","7.421,01 ","13.456,96 ","1.825.528,23 ","70.279,73 ","150.130,19 ","0,00 ","142.302,71 ","57.154,55 ","0,00 ","0,00 ","34.329,34 ","32.949,34 ","0,00 ","0,00 ","0,00 ","1.380,00 ","0,00 ","0,00 ","22.825,21 ","13.830,56 ","143,12 ","0,00 ","8.851,53 ","-294.782,24 ","-289.862,01 ","932.920,74 "
110.,82 ,OBČINA NAKLO,"4.045.403,40 ","1.338.520,53 ","190.804,98 ","165.295,90 ","5.882,00 ","12.642,19 ","5.085,09 ","167,27 ","0,00 ","1.732,53 ","30.449,89 ","14.780,79 ","11.841,27 ","100,09 ","167,01 ","3.560,73 ","1.104.862,03 ","153.154,03 ","108.402,19 ","79.573,68 ","3.045,73 ","6.271,26 ","605.916,02 ","28.056,55 ","4.954,80 ","115.487,77 ","7.403,63 ","0,00 ","7.403,63 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.000,00 ","0,00 ","5.000,00 ","0,00 ","0,00 ","0,00 ","1.208.617,67 ","28.375,04 ","9.512,30 ","0,00 ","18.862,74 ","757.284,01 ","0,00 ","17.750,00 ","0,00 ","433,83 ","800,00 ","738.300,18 ","174.931,54 ","174.931,54 ","248.027,08 ","58.631,64 ","11.163,20 ","0,00 ","178.232,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.437.387,35 ","1.437.387,35 ","0,00 ","0,00 ","20.083,58 ","0,00 ","600.694,78 ","427.456,06 ","84.484,39 ","0,00 ","304.668,54 ","60.877,85 ","0,00 ","0,00 ","20.600,36 ","12.288,24 ","8.312,12 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","40.277,49 ","3.981,03 ","0,00 ","0,00 ","36.296,46 ","73.461,15 ","77.785,03 ","1.429.181,75 "
111.,83 ,OBČINA NAZARJE,"3.324.437,19 ","1.024.558,26 ","101.608,58 ","91.112,03 ","2.768,00 ","5.335,23 ","2.393,32 ","0,00 ","0,00 ","0,00 ","16.631,06 ","8.275,22 ","6.629,50 ","56,14 ","93,50 ","1.576,70 ","841.172,55 ","84.272,52 ","0,00 ","49.454,89 ","1.940,74 ","124,64 ","467.050,30 ","20.694,18 ","0,00 ","217.635,28 ","23.513,06 ","0,00 ","23.513,06 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","41.633,01 ","8.128,30 ","30.000,00 ","0,00 ","3.504,71 ","0,00 ","754.284,94 ","47.773,63 ","34.056,44 ","0,00 ","13.717,19 ","431.895,36 ","0,00 ","3.625,00 ","0,00 ","0,00 ","0,00 ","428.270,36 ","64.321,38 ","64.321,38 ","210.294,57 ","15.951,42 ","16.014,88 ","0,00 ","174.051,30 ","0,00 ","4.276,97 ","0,00 ","0,00 ","0,00 ","1.305.752,02 ","1.305.752,02 ","0,00 ","0,00 ","7.692,35 ","1.960,25 ","1.058.054,94 ","27.562,71 ","145.889,28 ","0,00 ","64.592,49 ","239.841,97 ","0,00 ","0,00 ","200.241,97 ","151.665,03 ","48.576,94 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","39.600,00 ","0,00 ","0,00 ","0,00 ","39.600,00 ","198.916,19 ","221.301,41 ","314.235,62 "
112.,84 ,MESTNA OBČINA NOVA GORICA,"34.977.150,42 ","8.825.194,58 ","2.244.296,68 ","1.994.191,19 ","62.972,00 ","106.555,01 ","50.568,83 ","2.393,77 ","0,00 ","27.615,88 ","367.596,21 ","181.536,82 ","145.435,04 ","1.230,73 ","2.051,21 ","37.342,41 ","6.059.152,78 ","1.064.475,90 ","309.050,10 ","1.897.209,22 ","82.102,23 ","7.500,21 ","1.002.398,99 ","60.600,40 ","550.278,53 ","1.085.537,20 ","4.148,91 ","0,00 ","4.148,91 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","150.000,00 ","0,00 ","150.000,00 ","0,00 ","0,00 ","0,00 ","12.448.200,74 ","418.973,65 ","399.721,98 ","0,00 ","19.251,67 ","5.427.587,05 ","0,00 ","152.073,60 ","88.294,27 ","9.073,26 ","65.188,55 ","5.112.957,37 ","1.649.484,99 ","1.649.484,99 ","4.952.155,05 ","0,00 ","83.317,60 ","419.384,26 ","4.449.133,97 ","319,22 ","0,00 ","0,00 ","0,00 ","0,00 ","11.751.214,49 ","11.751.214,49 ","900.386,28 ","0,00 ","432.630,07 ","67.381,08 ","8.576.906,09 ","146.451,77 ","127.364,38 ","8.983,20 ","1.491.111,62 ","1.952.540,61 ","0,00 ","0,00 ","747.406,08 ","359.765,82 ","0,00 ","0,00 ","199.244,13 ","188.396,13 ","0,00 ","0,00 ","1.205.134,53 ","0,00 ","0,00 ","0,00 ","1.205.134,53 ","2.423.767,95 ","2.397.826,20 ","9.921.386,77 "
113.,85 ,MESTNA OBČINA NOVO MESTO,"33.436.604,58 ","9.250.564,30 ","2.239.080,73 ","2.013.937,67 ","62.972,00 ","109.554,48 ","41.224,53 ","0,00 ","0,00 ","11.392,05 ","365.663,01 ","181.685,91 ","145.562,39 ","1.233,16 ","2.054,72 ","35.126,83 ","6.472.684,78 ","587.715,88 ","20.794,99 ","725.044,43 ","23.047,73 ","11.237,61 ","3.797.822,69 ","278.633,36 ","212.974,76 ","815.413,33 ","163.135,78 ","0,00 ","153.569,78 ","9.566,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.000,00 ","0,00 ","10.000,00 ","0,00 ","0,00 ","0,00 ","14.998.340,70 ","1.019.710,35 ","861.631,77 ","0,00 ","158.078,58 ","1.558.164,91 ","0,00 ","0,00 ","2.887,55 ","0,00 ","15.942,02 ","1.539.335,34 ","826.557,94 ","826.557,94 ","11.593.907,50 ","890.052,00 ","236.483,68 ","41.500,00 ","10.108.466,37 ","317.405,45 ","0,00 ","0,00 ","0,00 ","0,00 ","8.911.271,78 ","8.911.271,78 ","6.278,55 ","0,00 ","175.514,04 ","62.538,12 ","5.128.781,37 ","2.769.270,18 ","144.667,06 ","9.495,60 ","614.726,86 ","276.427,80 ","0,00 ","0,00 ","15.052,00 ","15.052,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","261.375,80 ","0,00 ","0,00 ","0,00 ","261.375,80 ","1.854.471,98 ","1.988.384,78 ","4.919.023,80 "
114.,86 ,OBČINA ODRANCI,"1.374.632,75 ","545.059,87 ","137.588,62 ","124.125,11 ","6.334,21 ","6.210,30 ","0,00 ","0,00 ","0,00 ","919,00 ","22.929,35 ","11.976,21 ","8.800,57 ","74,44 ","128,07 ","1.950,06 ","374.342,99 ","47.048,65 ","59.625,71 ","91.928,81 ","5.024,10 ","7.163,70 ","112.422,33 ","147,28 ","2.697,00 ","48.285,41 ","6.198,91 ","0,00 ","6.198,91 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.000,00 ","0,00 ","4.000,00 ","0,00 ","0,00 ","0,00 ","426.562,43 ","19.278,20 ","12.513,20 ","0,00 ","6.765,00 ","216.697,29 ","0,00 ","2.000,00 ","0,00 ","0,00 ","0,00 ","214.697,29 ","51.155,02 ","51.155,02 ","139.431,92 ","3.559,81 ","11.162,72 ","1.184,88 ","123.524,51 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","355.649,61 ","355.649,61 ","0,00 ","0,00 ","5.737,04 ","0,00 ","245.090,18 ","20.029,94 ","60.052,45 ","0,00 ","24.740,00 ","47.360,84 ","0,00 ","0,00 ","43.860,84 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","43.860,84 ","0,00 ","3.500,00 ","0,00 ","0,00 ","0,00 ","3.500,00 ","126.007,37 ","131.854,79 ","116.020,27 "
115.,171 ,OBČINA OPLOTNICA,"3.452.213,38 ","934.337,60 ","247.800,17 ","205.911,85 ","9.688,00 ","20.993,18 ","6.682,39 ","4.524,75 ","0,00 ","0,00 ","36.243,37 ","18.184,21 ","14.521,29 ","123,54 ","205,81 ","3.208,52 ","622.399,40 ","121.837,69 ","18.072,25 ","96.885,32 ","0,00 ","3.749,32 ","303.309,18 ","1.896,55 ","0,00 ","76.649,09 ","17.394,66 ","0,00 ","17.394,66 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.500,00 ","0,00 ","10.500,00 ","0,00 ","0,00 ","0,00 ","1.181.514,90 ","31.431,86 ","0,00 ","0,00 ","31.431,86 ","589.577,07 ","0,00 ","8.829,42 ","1.075,00 ","0,00 ","6.031,34 ","573.641,31 ","136.986,53 ","136.986,53 ","423.519,44 ","18.282,85 ","32.702,88 ","24.701,64 ","345.652,09 ","2.179,98 ","0,00 ","0,00 ","0,00 ","0,00 ","1.289.107,03 ","1.289.107,03 ","0,00 ","0,00 ","8.352,18 ","0,00 ","977.427,52 ","497,87 ","148.838,20 ","0,00 ","153.991,26 ","47.253,85 ","0,00 ","0,00 ","32.051,15 ","32.051,15 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","15.202,70 ","0,00 ","0,00 ","0,00 ","15.202,70 ","-154.189,48 ","-137.098,76 ","653.562,53 "
116.,87 ,OBČINA ORMOŽ,"21.227.649,45 ","2.324.970,17 ","709.202,42 ","606.647,85 ","25.474,08 ","49.330,58 ","10.634,70 ","11.792,20 ","0,00 ","5.323,01 ","115.435,86 ","55.790,40 ","44.646,49 ","377,39 ","630,01 ","13.991,57 ","1.249.755,02 ","155.372,57 ","98.455,49 ","228.789,22 ","17.771,33 ","6.969,19 ","385.132,59 ","39.409,50 ","4.781,85 ","313.073,28 ","32.012,66 ","0,00 ","21.950,43 ","0,00 ","10.062,23 ","0,00 ","0,00 ","0,00 ","218.564,21 ","0,00 ","0,00 ","0,00 ","218.564,21 ","0,00 ","4.842.872,70 ","305.704,53 ","234.358,25 ","0,00 ","71.346,28 ","2.331.059,50 ","0,00 ","14.300,00 ","7.136,47 ","1.133,21 ","24.792,02 ","2.283.697,80 ","421.809,30 ","421.809,30 ","1.784.299,37 ","0,00 ","91.996,14 ","8.767,00 ","1.031.931,31 ","540.525,79 ","111.079,13 ","0,00 ","0,00 ","0,00 ","13.624.301,01 ","13.624.301,01 ","0,00 ","18.708,00 ","212.813,27 ","2.000,00 ","12.119.430,59 ","269.870,56 ","291.754,47 ","5.560,68 ","704.163,44 ","435.505,57 ","0,00 ","0,00 ","173.110,38 ","173.110,38 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","262.395,19 ","0,00 ","0,00 ","0,00 ","262.395,19 ","-182.563,03 ","-198.476,18 ","4.323.977,18 "
117.,88 ,OBČINA OSILNICA,"742.079,18 ","328.154,48 ","60.495,43 ","55.215,82 ","1.730,00 ","2.941,36 ","0,00 ","197,12 ","0,00 ","411,13 ","9.305,04 ","4.364,42 ","3.496,49 ","29,58 ","49,26 ","1.365,29 ","253.920,65 ","24.632,71 ","26.134,53 ","26.451,34 ","7.121,68 ","2.057,61 ","82.630,31 ","730,44 ","0,00 ","84.162,03 ","3.433,36 ","0,00 ","3.433,36 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.000,00 ","0,00 ","1.000,00 ","0,00 ","0,00 ","0,00 ","189.283,81 ","0,00 ","0,00 ","0,00 ","0,00 ","64.987,58 ","0,00 ","1.000,00 ","2.250,00 ","0,00 ","0,00 ","61.737,58 ","8.796,80 ","8.796,80 ","115.499,43 ","104.644,81 ","2.892,16 ","0,00 ","7.962,46 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","218.640,89 ","218.640,89 ","0,00 ","39.150,00 ","2.201,42 ","0,00 ","144.761,10 ","25.973,71 ","0,00 ","0,00 ","6.554,66 ","6.000,00 ","0,00 ","0,00 ","4.000,00 ","4.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.000,00 ","0,00 ","0,00 ","0,00 ","2.000,00 ","-162.514,10 ","-160.627,22 ","-66.297,27 "
