,,,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,- V EUR
6.,3 ,OBČINA BLED,"11.917.066,74 ","3.392.918,47 ","679.112,63 ","589.191,43 ","20.068,00 ","48.312,52 ","9.014,66 ","11.481,30 ","0,00 ","1.044,72 ","130.865,23 ","53.893,80 ","43.175,83 ","365,33 ","608,77 ","32.821,50 ","2.524.395,77 ","210.384,11 ","63.505,90 ","158.304,09 ","17.031,88 ","6.512,34 ","1.771.121,13 ","52.031,39 ","0,00 ","245.504,93 ","7.349,62 ","0,00 ","7.349,62 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","51.195,22 ","0,00 ","50.000,00 ","0,00 ","1.195,22 ","0,00 ","2.829.226,21 ","172.436,64 ","139.337,52 ","0,00 ","33.099,12 ","167.338,51 ","0,00 ","29.836,16 ","13.200,80 ","0,00 ","0,00 ","124.301,55 ","674.782,62 ","674.782,62 ","1.814.668,44 ","19.661,08 ","19.234,88 ","2.264,52 ","1.773.237,26 ","270,70 ","0,00 ","0,00 ","0,00 ","0,00 ","5.015.375,45 ","5.015.375,45 ","34.332,18 ","1.990,00 ","38.656,16 ","7.884,11 ","2.740.476,54 ","1.474.208,49 ","247.904,98 ","5.503,50 ","464.419,49 ","679.546,61 ","0,00 ","0,00 ","424.156,50 ","158.514,50 ","265.642,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","255.390,11 ","0,00 ","0,00 ","0,00 ","255.390,11 ","-95.590,02 ","-112.301,39 ","2.354.777,53 "
7.,150 ,OBČINA BLOKE,"1.962.484,10 ","382.948,15 ","125.986,00 ","114.216,78 ","3.460,00 ","5.726,92 ","0,00 ","2.582,30 ","0,00 ","0,00 ","20.816,63 ","10.336,84 ","8.281,07 ","70,19 ","116,79 ","2.011,74 ","231.920,55 ","51.807,64 ","0,00 ","39.387,49 ","2.042,91 ","5.473,73 ","21.603,57 ","0,00 ","0,00 ","111.605,21 ","38,55 ","0,00 ","38,55 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.186,42 ","0,00 ","4.186,42 ","0,00 ","0,00 ","0,00 ","716.018,19 ","43.480,97 ","0,00 ","0,00 ","43.480,97 ","298.436,87 ","0,00 ","2.954,48 ","0,00 ","0,00 ","0,00 ","295.482,39 ","47.949,02 ","47.949,02 ","326.151,33 ","11.492,28 ","2.833,75 ","204,29 ","129.257,09 ","182.363,92 ","0,00 ","0,00 ","0,00 ","0,00 ","757.033,16 ","757.033,16 ","0,00 ","0,00 ","8.047,08 ","0,00 ","728.874,24 ","0,01 ","22,85 ","0,00 ","20.088,98 ","106.484,60 ","0,00 ","0,00 ","106.484,60 ","66.619,57 ","0,00 ","0,00 ","0,00 ","0,00 ","39.865,03 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","130.720,14 ","125.740,49 ","444.702,76 "
8.,4 ,OBČINA BOHINJ,"7.900.348,08 ","3.029.499,44 ","763.729,78 ","640.757,52 ","32.860,00 ","58.062,71 ","178,88 ","26.075,13 ","0,00 ","5.795,54 ","121.997,67 ","60.472,85 ","46.420,58 ","398,98 ","676,67 ","14.028,59 ","2.060.022,65 ","243.776,11 ","489.158,16 ","446.074,24 ","198.507,03 ","14.429,26 ","424.808,01 ","61.297,16 ","11.870,40 ","170.102,28 ","26.228,20 ","0,00 ","26.228,20 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","57.521,14 ","28.745,62 ","24.541,31 ","0,00 ","4.234,21 ","0,00 ","2.071.066,27 ","150.763,77 ","0,00 ","0,00 ","150.763,77 ","884.872,86 ","0,00 ","18.339,04 ","6.193,72 ","0,00 ","17.340,28 ","842.999,82 ","216.603,13 ","216.603,13 ","818.826,51 ","84.683,53 ","8.935,76 ","0,00 ","725.207,22 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.643.131,75 ","2.643.131,75 ","0,00 ","171.861,69 ","62.334,49 ","29.265,70 ","1.514.024,95 ","597.313,59 ","8.677,08 ","0,00 ","259.654,25 ","156.650,62 ","0,00 ","0,00 ","115.897,84 ","103.756,72 ","12.141,12 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","40.752,78 ","0,00 ","0,00 ","0,00 ","40.752,78 ","-133.080,07 ","-107.910,53 ","1.221.779,36 "
9.,5 ,OBČINA BOROVNICA,"3.360.092,60 ","849.879,02 ","151.592,63 ","130.513,06 ","4.144,00 ","7.664,11 ","1.620,00 ","398,03 ","0,00 ","7.253,43 ","28.011,31 ","13.936,95 ","9.630,24 ","80,82 ","134,57 ","4.228,73 ","650.609,48 ","19.450,08 ","3.206,21 ","93.811,73 ","0,00 ","122,20 ","352.660,57 ","7.978,97 ","348,04 ","173.031,68 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","19.665,60 ","10.966,05 ","5.000,00 ","3.699,55 ","0,00 ","0,00 ","1.062.608,53 ","22.235,09 ","6.502,50 ","0,00 ","15.732,59 ","696.807,91 ","0,00 ","22.777,53 ","0,00 ","0,00 ","0,00 ","674.030,38 ","107.382,93 ","107.382,93 ","236.182,60 ","0,00 ","8.714,96 ","0,00 ","222.386,89 ","5.080,75 ","0,00 ","0,00 ","0,00 ","0,00 ","1.335.438,48 ","1.335.438,48 ","0,00 ","0,00 ","5.797,44 ","0,00 ","919.207,20 ","102.989,00 ","101.520,80 ","0,00 ","205.924,04 ","112.166,57 ","0,00 ","0,00 ","78.016,57 ","78.016,57 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","34.150,00 ","0,00 ","0,00 ","0,00 ","34.150,00 ","-579.514,67 ","-584.854,82 ","697.299,73 "
10.,6 ,OBČINA BOVEC,"6.268.866,26 ","1.443.755,34 ","398.369,51 ","353.232,35 ","13.148,00 ","29.691,70 ","1.864,33 ","0,00 ","0,00 ","433,13 ","64.295,40 ","31.426,06 ","25.176,27 ","213,08 ","355,16 ","7.124,83 ","971.195,63 ","192.059,33 ","13.633,01 ","155.852,44 ","13.749,69 ","22.957,01 ","304.372,63 ","100.887,77 ","0,00 ","167.683,75 ","5.394,80 ","0,00 ","2.321,76 ","0,00 ","3.073,04 ","0,00 ","0,00 ","0,00 ","4.500,00 ","0,00 ","4.500,00 ","0,00 ","0,00 ","0,00 ","1.816.445,40 ","145.149,51 ","120.300,20 ","0,00 ","24.849,31 ","553.853,70 ","0,00 ","9.201,89 ","0,00 ","768,66 ","0,00 ","543.883,15 ","167.447,77 ","167.447,77 ","949.994,42 ","0,00 ","13.848,80 ","3.083,00 ","829.619,19 ","103.443,43 ","0,00 ","0,00 ","0,00 ","0,00 ","2.778.985,90 ","2.778.985,90 ","284.470,05 ","1.000,00 ","169.517,78 ","0,00 ","1.314.618,99 ","756.267,78 ","56.483,00 ","1.884,00 ","194.744,30 ","229.679,62 ","0,00 ","0,00 ","124.259,37 ","105.833,00 ","18.426,37 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","105.420,25 ","0,00 ","0,00 ","0,00 ","105.420,25 ","-200.392,73 ","-195.623,43 ","1.367.939,94 "
11.,151 ,OBČINA BRASLOVČE,"3.844.794,85 ","1.095.728,38 ","217.485,72 ","195.026,38 ","7.785,00 ","14.401,56 ","0,00 ","272,78 ","0,00 ","0,00 ","35.234,55 ","17.284,20 ","13.846,85 ","117,12 ","195,08 ","3.791,30 ","757.902,27 ","107.610,69 ","23.278,98 ","93.778,82 ","9.906,48 ","4.652,33 ","325.534,67 ","16.255,56 ","9.909,61 ","166.975,13 ","29.575,81 ","0,00 ","29.575,81 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","55.530,03 ","0,00 ","55.530,03 ","0,00 ","0,00 ","0,00 ","1.201.520,67 ","2.797,21 ","2.797,21 ","0,00 ","0,00 ","829.936,63 ","0,00 ","7.938,00 ","0,00 ","0,00 ","0,00 ","821.998,63 ","122.398,68 ","122.398,68 ","246.388,15 ","2.988,81 ","30.983,26 ","0,00 ","210.907,82 ","1.508,26 ","0,00 ","0,00 ","0,00 ","0,00 ","975.978,69 ","975.978,69 ","0,00 ","0,00 ","5.639,81 ","1.935,25 ","607.219,93 ","229.864,03 ","2.600,00 ","0,00 ","128.719,67 ","571.567,11 ","0,00 ","0,00 ","116.707,96 ","63.137,60 ","53.570,36 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","454.859,15 ","436.627,63 ","0,00 ","0,00 ","18.231,52 ","-142.942,99 ","-115.523,64 ","1.185.746,07 "
12.,7 ,OBČINA BRDA,"8.481.371,32 ","2.201.302,82 ","299.078,97 ","259.304,33 ","12.345,00 ","21.315,41 ","5.552,25 ","561,98 ","0,00 ","0,00 ","48.064,29 ","23.861,70 ","18.763,07 ","158,93 ","269,55 ","5.011,04 ","1.818.866,34 ","432.772,56 ","253.967,70 ","176.117,95 ","16.842,35 ","15.276,82 ","651.815,30 ","56.003,83 ","0,00 ","216.069,83 ","30.293,22 ","0,00 ","30.293,22 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.000,00 ","0,00 ","5.000,00 ","0,00 ","0,00 ","0,00 ","1.932.442,22 ","0,00 ","0,00 ","0,00 ","0,00 ","1.216.006,45 ","0,00 ","17.692,99 ","17.116,19 ","0,00 ","948,30 ","1.180.248,97 ","183.769,26 ","183.769,26 ","532.666,51 ","0,00 ","12.018,40 ","6.825,00 ","513.823,11 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.164.333,15 ","4.164.333,15 ","56.060,00 ","0,00 ","20.270,25 ","0,00 ","3.505.737,28 ","433.593,74 ","17.969,88 ","0,00 ","130.702,00 ","183.293,13 ","0,00 ","0,00 ","54.752,86 ","49.752,86 ","0,00 ","0,00 ","5.000,00 ","0,00 ","0,00 ","0,00 ","128.540,27 ","49.270,69 ","0,00 ","0,00 ","79.269,58 ","-537.107,96 ","-507.240,23 ","582.735,79 "
13.,8 ,OBČINA BREZOVICA,"10.149.998,54 ","1.826.606,86 ","316.053,19 ","260.126,80 ","10.034,00 ","25.695,73 ","11.891,55 ","7.871,98 ","0,00 ","433,13 ","56.684,08 ","24.770,25 ","19.844,21 ","167,78 ","279,75 ","11.622,09 ","1.378.398,25 ","404.692,45 ","0,00 ","261.562,62 ","103,27 ","15.822,84 ","344.194,30 ","45.492,79 ","15.750,00 ","290.779,98 ","23.271,34 ","0,00 ","23.271,34 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","52.200,00 ","0,00 ","52.200,00 ","0,00 ","0,00 ","0,00 ","3.142.685,78 ","8.972,00 ","0,00 ","0,00 ","8.972,00 ","1.886.375,34 ","0,00 ","34.450,00 ","4.621,21 ","207,64 ","0,00 ","1.847.096,49 ","234.975,91 ","234.975,91 ","1.012.362,53 ","0,00 ","44.184,94 ","0,00 ","662.198,43 ","305.979,16 ","0,00 ","0,00 ","0,00 ","0,00 ","5.046.522,66 ","5.046.522,66 ","0,00 ","0,00 ","712.189,84 ","0,00 ","2.972.918,83 ","974.922,59 ","51.910,41 ","0,00 ","334.580,99 ","134.183,24 ","0,00 ","0,00 ","43.515,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","43.515,00 ","0,00 ","90.668,24 ","0,00 ","0,00 ","0,00 ","90.668,24 ","-2.357.803,04 ","-2.451.647,48 ","2.490.854,49 "
14.,9 ,OBČINA BREŽICE,"26.185.077,96 ","6.958.651,02 ","1.265.938,35 ","1.087.563,17 ","39.943,77 ","86.858,19 ","2.267,95 ","6.462,39 ","0,00 ","42.842,88 ","213.899,70 ","114.828,65 ","75.762,06 ","641,32 ","1.063,81 ","21.603,86 ","4.976.335,95 ","1.150.337,92 ","20.201,00 ","626.963,00 ","32.616,96 ","5.127,09 ","2.706.382,13 ","9.662,74 ","60.851,64 ","364.193,47 ","102.169,74 ","0,00 ","102.169,74 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","400.307,28 ","0,00 ","400.307,28 ","0,00 ","0,00 ","0,00 ","8.942.417,92 ","577.752,03 ","384.817,16 ","0,00 ","192.934,87 ","4.259.517,39 ","0,00 ","45.200,00 ","47.863,92 ","0,00 ","0,00 ","4.166.453,47 ","1.073.258,42 ","1.073.258,42 ","3.031.890,08 ","59.635,57 ","225.728,48 ","1.471,25 ","2.745.054,78 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","9.884.092,86 ","9.884.092,86 ","216.000,00 ","0,00 ","220.527,62 ","18.057,92 ","6.495.983,39 ","1.186.197,31 ","846.789,69 ","27.152,24 ","873.384,69 ","399.916,16 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","399.916,16 ","109.785,00 ","0,00 ","0,00 ","290.131,16 ","-797.925,47 ","-718.397,71 ","4.851.678,85 "
15.,152 ,OBČINA CANKOVA,"1.566.870,58 ","465.893,82 ","171.792,97 ","150.373,23 ","5.536,00 ","9.963,59 ","1.000,00 ","4.920,15 ","0,00 ","0,00 ","27.654,59 ","13.831,93 ","11.081,24 ","93,70 ","156,36 ","2.491,36 ","263.783,72 ","42.155,79 ","7.183,81 ","71.697,09 ","9.079,44 ","821,76 ","58.629,74 ","630,36 ","0,00 ","73.585,73 ","2.662,54 ","0,00 ","2.662,54 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","573.863,39 ","22.634,77 ","0,00 ","0,00 ","22.634,77 ","371.179,56 ","20.703,23 ","2.708,08 ","0,00 ","0,00 ","0,00 ","347.768,25 ","59.386,15 ","59.386,15 ","120.662,91 ","7.108,03 ","29.189,76 ","488,64 ","81.211,76 ","0,00 ","2.664,72 ","0,00 ","0,00 ","0,00 ","505.709,53 ","505.709,53 ","0,00 ","11.300,00 ","63.458,06 ","4.200,00 ","369.096,58 ","5.831,54 ","0,00 ","1.000,00 ","50.823,35 ","21.403,84 ","0,00 ","0,00 ","5.000,00 ","5.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","16.403,84 ","15.247,88 ","0,00 ","0,00 ","1.155,96 ","-4.842,80 ","-2.217,30 ","355.982,35 "
16.,11 ,MESTNA OBČINA CELJE,"50.263.240,00 ","12.862.286,00 ","2.761.506,00 ","2.359.031,00 ","90.162,00 ","192.944,00 ","70.560,00 ","0,00 ","0,00 ","48.809,00 ","450.635,00 ","218.814,00 ","175.163,00 ","1.482,00 ","2.471,00 ","52.705,00 ","9.265.207,00 ","396.257,00 ","214.148,00 ","1.272.810,00 ","58.158,00 ","10.042,00 ","4.930.088,00 ","460.831,00 ","0,00 ","1.922.873,00 ","334.838,00 ","0,00 ","334.390,00 ","0,00 ","448,00 ","0,00 ","0,00 ","0,00 ","50.100,00 ","0,00 ","50.100,00 ","0,00 ","0,00 ","0,00 ","19.784.039,00 ","743.809,00 ","18.379,00 ","0,00 ","725.430,00 ","9.623.308,00 ","0,00 ","60.099,00 ","311.530,00 ","0,00 ","0,00 ","9.251.679,00 ","344.343,00 ","344.343,00 ","9.072.579,00 ","0,00 ","769.875,00 ","265.000,00 ","6.972.440,00 ","1.065.264,00 ","0,00 ","0,00 ","0,00 ","0,00 ","16.485.176,00 ","16.485.176,00 ","1.201.694,00 ","33.522,00 ","319.015,00 ","4.662,00 ","12.816.480,00 ","714.443,00 ","1.132.317,00 ","0,00 ","263.043,00 ","1.131.739,00 ","0,00 ","0,00 ","223.965,00 ","0,00 ","164.008,00 ","0,00 ","0,00 ","0,00 ","59.957,00 ","0,00 ","907.774,00 ","0,00 ","0,00 ","0,00 ","907.774,00 ","325.121,00 ","646.765,00 ","6.758.523,00 "
17.,12 ,OBČINA CERKLJE NA GORENJSKEM,"6.993.907,00 ","1.264.463,00 ","287.434,00 ","243.267,00 ","9.688,00 ","18.826,00 ","215,00 ","3.661,00 ","0,00 ","11.777,00 ","45.254,00 ","21.872,00 ","17.522,00 ","149,00 ","247,00 ","5.464,00 ","913.468,00 ","202.926,00 ","14.586,00 ","87.371,00 ","1.470,00 ","2.018,00 ","486.014,00 ","18.180,00 ","0,00 ","100.903,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","18.307,00 ","0,00 ","18.307,00 ","0,00 ","0,00 ","0,00 ","1.591.644,00 ","107.557,00 ","97.912,00 ","0,00 ","9.645,00 ","1.003.436,00 ","0,00 ","17.710,00 ","2.106,00 ","0,00 ","0,00 ","983.620,00 ","208.233,00 ","208.233,00 ","272.418,00 ","23.121,00 ","4.561,00 ","0,00 ","244.736,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.350.005,00 ","3.350.005,00 ","0,00 ","0,00 ","83.605,00 ","7.920,00 ","2.108.227,00 ","603.489,00 ","331.279,00 ","0,00 ","215.485,00 ","787.795,00 ","0,00 ","0,00 ","752.140,00 ","119.500,00 ","159.155,00 ","0,00 ","473.485,00 ","0,00 ","0,00 ","0,00 ","35.655,00 ","4.715,00 ","0,00 ","0,00 ","30.940,00 ","-304.605,00 ","-422.295,00 ","3.314.371,00 "
18.,13 ,OBČINA CERKNICA,"10.671.076,61 ","3.025.594,53 ","478.645,58 ","429.024,27 ","15.224,00 ","29.164,79 ","3.344,21 ","1.888,31 ","0,00 ","0,00 ","87.527,28 ","38.545,67 ","30.868,66 ","261,06 ","435,36 ","17.416,53 ","2.204.012,61 ","251.308,16 ","44.997,96 ","162.099,69 ","30.781,96 ","4.549,02 ","1.320.415,62 ","9.738,92 ","217.110,08 ","163.011,20 ","87.764,19 ","0,00 ","55.750,03 ","0,00 ","32.014,16 ","0,00 ","0,00 ","0,00 ","167.644,87 ","0,00 ","0,00 ","0,00 ","167.644,87 ","0,00 ","3.463.048,76 ","61.049,19 ","45.193,34 ","0,00 ","15.855,85 ","1.342.641,59 ","0,00 ","14.040,00 ","5.286,88 ","1.114,88 ","0,00 ","1.322.199,83 ","460.382,14 ","460.382,14 ","1.598.975,84 ","86.429,70 ","15.442,65 ","14.469,87 ","1.357.929,19 ","124.704,43 ","0,00 ","0,00 ","0,00 ","0,00 ","3.961.466,10 ","3.961.466,10 ","129.170,72 ","0,00 ","105.976,23 ","39.563,17 ","2.712.871,26 ","324.594,83 ","154.539,97 ","0,00 ","494.749,92 ","220.967,22 ","0,00 ","0,00 ","67.100,00 ","67.100,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","153.867,22 ","2.615,90 ","0,00 ","0,00 ","151.251,32 ","-413.628,67 ","-326.094,58 ","1.884.140,61 "
19.,14 ,OBČINA CERKNO,"6.564.953,96 ","1.879.310,57 ","279.287,42 ","249.027,54 ","8.304,00 ","13.694,32 ","3.558,43 ","3.836,87 ","0,00 ","866,26 ","46.022,94 ","22.693,37 ","18.180,14 ","153,65 ","256,88 ","4.738,90 ","1.224.589,10 ","110.359,60 ","0,00 ","283.396,26 ","19.918,63 ","3.469,59 ","391.776,70 ","12.895,71 ","0,00 ","402.772,61 ","22.155,29 ","0,00 ","22.039,33 ","0,00 ","115,96 ","0,00 ","0,00 ","0,00 ","307.255,82 ","24.150,66 ","98.063,37 ","0,00 ","185.041,79 ","0,00 ","1.785.987,20 ","34.727,00 ","0,00 ","0,00 ","34.727,00 ","979.938,97 ","0,00 ","9.918,25 ","0,00 ","0,00 ","0,00 ","970.020,72 ","211.887,45 ","211.887,45 ","559.433,78 ","12.202,80 ","4.395,20 ","901,36 ","536.530,74 ","5.403,68 ","0,00 ","0,00 ","0,00 ","0,00 ","2.666.796,44 ","2.666.796,44 ","57.401,00 ","0,00 ","13.917,07 ","5.936,30 ","851.948,02 ","1.479.081,61 ","25.817,60 ","0,00 ","232.694,84 ","232.859,75 ","0,00 ","0,00 ","118.059,30 ","107.412,00 ","830,30 ","0,00 ","0,00 ","9.817,00 ","0,00 ","0,00 ","114.800,45 ","35.200,00 ","0,00 ","33.641,57 ","45.958,88 ","-51.857,30 ","-32.072,89 ","1.237.815,88 "
20.,153 ,OBČINA CERKVENJAK,"2.293.622,30 ","472.386,01 ","142.419,57 ","120.306,57 ","4.844,00 ","8.387,04 ","8.881,96 ","0,00 ","0,00 ","0,00 ","22.821,53 ","11.688,67 ","9.036,20 ","76,55 ","129,29 ","1.890,82 ","300.721,05 ","65.484,31 ","186,96 ","94.172,36 ","6.201,27 ","4.132,55 ","59.679,69 ","0,00 ","0,00 ","70.863,91 ","3.801,16 ","0,00 ","3.801,16 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.622,70 ","0,00 ","2.622,70 ","0,00 ","0,00 ","0,00 ","554.368,90 ","8.981,88 ","0,00 ","0,00 ","8.981,88 ","336.494,55 ","0,00 ","4.400,00 ","0,00 ","0,00 ","0,00 ","332.094,55 ","56.843,94 ","56.843,94 ","152.048,53 ","0,00 ","9.400,94 ","0,00 ","142.647,59 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.205.587,11 ","1.205.587,11 ","0,00 ","0,00 ","16.264,87 ","0,00 ","1.028.241,50 ","17.825,26 ","17.659,72 ","0,00 ","125.595,76 ","61.280,28 ","0,00 ","0,00 ","34.001,74 ","25.538,00 ","18,50 ","0,00 ","0,00 ","8.445,24 ","0,00 ","0,00 ","27.278,54 ","6.542,15 ","0,00 ","0,00 ","20.736,39 ","-88.298,62 ","-87.596,92 ","629.766,12 "
21.,196 ,OBČINA CIRKULANE,"2.463.151,74 ","625.076,54 ","198.881,21 ","163.039,56 ","10.380,00 ","14.271,12 ","10.180,94 ","1.009,59 ","0,00 ","0,00 ","31.282,71 ","16.731,35 ","12.352,99 ","104,70 ","179,84 ","1.913,83 ","394.912,62 ","47.447,16 ","0,00 ","23.668,39 ","1.499,77 ","1.106,17 ","186.023,20 ","0,00 ","0,00 ","135.167,93 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","749.618,19 ","5.713,62 ","0,00 ","0,00 ","5.713,62 ","444.179,18 ","0,00 ","2.250,00 ","0,00 ","0,00 ","0,00 ","441.929,18 ","72.673,37 ","72.673,37 ","227.052,02 ","17.525,78 ","33.362,00 ","0,00 ","176.164,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.078.655,78 ","1.078.655,78 ","0,00 ","0,00 ","899,10 ","2.851,06 ","977.082,61 ","45.898,75 ","12.868,78 ","0,00 ","39.055,48 ","9.801,23 ","0,00 ","0,00 ","3.380,00 ","3.380,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.421,23 ","6.421,23 ","0,00 ","0,00 ","0,00 ","230.703,62 ","230.461,33 ","593.446,12 "
22.,15 ,OBČINA ČRENŠOVCI,"3.647.534,79 ","1.162.185,22 ","321.605,01 ","269.683,06 ","20.082,41 ","31.839,54 ","0,00 ","0,00 ","0,00 ","0,00 ","52.957,68 ","50.261,67 ","0,00 ","0,00 ","0,00 ","2.696,01 ","769.426,18 ","102.202,28 ","56.011,55 ","127.568,99 ","8.083,03 ","14.809,41 ","366.764,82 ","684,00 ","0,00 ","93.302,10 ","1.623,55 ","0,74 ","1.622,81 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","16.572,80 ","16.572,80 ","0,00 ","0,00 ","0,00 ","0,00 ","1.171.730,40 ","54.285,08 ","35.622,39 ","0,00 ","18.662,69 ","755.954,10 ","0,00 ","0,00 ","2.392,00 ","0,00 ","0,00 ","753.562,10 ","60.661,06 ","60.661,06 ","300.830,16 ","8.942,88 ","47.199,84 ","0,00 ","237.967,98 ","5.431,75 ","1.287,71 ","0,00 ","0,00 ","0,00 ","1.027.697,28 ","1.027.697,28 ","0,00 ","0,00 ","10.057,98 ","0,00 ","16.747,32 ","713.541,18 ","64.749,80 ","0,00 ","222.601,00 ","285.921,89 ","0,00 ","0,00 ","180.061,50 ","0,00 ","116.461,50 ","0,00 ","0,00 ","0,00 ","63.600,00 ","0,00 ","105.860,39 ","0,00 ","0,00 ","0,00 ","105.860,39 ","-1.214,42 ","-151,95 ","399.117,63 "
23.,16 ,OBČINA ČRNA NA KOROŠKEM,"5.392.387,00 ","1.522.145,00 ","316.283,00 ","278.772,00 ","13.321,00 ","19.173,00 ","0,00 ","4.516,00 ","0,00 ","501,00 ","51.939,00 ","24.829,00 ","19.784,00 ","167,00 ","279,00 ","6.880,00 ","1.108.292,00 ","112.393,00 ","19.975,00 ","259.635,00 ","26.957,00 ","4.158,00 ","443.733,00 ","11.627,00 ","1.822,00 ","227.992,00 ","41.391,00 ","0,00 ","39.987,00 ","0,00 ","1.404,00 ","0,00 ","0,00 ","0,00 ","4.240,00 ","0,00 ","4.240,00 ","0,00 ","0,00 ","0,00 ","1.241.591,00 ","26.574,00 ","0,00 ","0,00 ","26.574,00 ","725.571,00 ","0,00 ","5.439,00 ","11.497,00 ","0,00 ","0,00 ","708.635,00 ","196.837,00 ","196.837,00 ","292.609,00 ","0,00 ","27.215,00 ","1.628,00 ","263.766,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.390.536,00 ","2.390.536,00 ","30.666,00 ","0,00 ","98.268,00 ","9.020,00 ","1.237.531,00 ","801.174,00 ","0,00 ","2.800,00 ","211.077,00 ","238.115,00 ","0,00 ","0,00 ","30.000,00 ","30.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","208.115,00 ","0,00 ","0,00 ","151.682,00 ","56.433,00 ","-318.011,00 ","-276.649,00 ","679.234,00 "
24.,17 ,OBČINA ČRNOMELJ,"11.562.804,23 ","2.741.672,59 ","811.577,23 ","723.728,72 ","27.902,33 ","46.348,17 ","0,00 ","2.685,37 ","0,00 ","10.912,64 ","132.130,24 ","64.366,68 ","51.566,08 ","436,23 ","727,26 ","15.033,99 ","1.695.287,44 ","139.863,76 ","3.626,16 ","227.738,55 ","7.063,16 ","9.113,96 ","867.074,78 ","27.119,60 ","12.802,25 ","400.885,22 ","94.544,70 ","0,00 ","0,00 ","89.485,05 ","5.059,65 ","0,00 ","0,00 ","0,00 ","8.132,98 ","0,00 ","8.132,98 ","0,00 ","0,00 ","0,00 ","5.130.969,14 ","214.243,13 ","0,00 ","0,00 ","214.243,13 ","2.555.117,31 ","0,00 ","0,00 ","2.000,00 ","0,00 ","0,00 ","2.553.117,31 ","521.956,75 ","521.956,75 ","1.839.651,95 ","3.250,50 ","69.835,20 ","2.544,84 ","1.730.458,65 ","33.562,76 ","0,00 ","0,00 ","0,00 ","0,00 ","3.200.718,81 ","3.200.718,81 ","57.300,00 ","0,00 ","62.610,09 ","0,00 ","2.568.991,42 ","60.771,61 ","47.103,98 ","14.054,40 ","389.887,31 ","489.443,69 ","0,00 ","0,00 ","178.034,60 ","30.000,00 ","148.034,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","311.409,09 ","27.108,17 ","0,00 ","0,00 ","284.300,92 ","572.993,88 ","662.478,80 ","2.380.270,85 "
