,,,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,- V EUR,,,- V EUR
,,,I.,7,70,700,7000,703,7030,7031,7032,7033,704,7044,7045,7046,7047,706,7060,71,710,7100,7102,7103,711,7111,712,7120,713,7130,714,7140,7141,72,720,7200,7201,7202,7203,721,7210,7211,722,7220,7221,7222,73,730,7300,7301,731,7310,7311,7312,7313,732,7320,74,740,7400,7401,7402,7403,7404,741,7410,7411,7412,7413,7414,7415,7416,7417,78,782,7821,787,7870
,,,SKUPAJ PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159.,181 ,OBČINA SVETA ANA,"3.141.852,63 ","1.763.943,15 ","1.524.336,89 ","1.404.734,00 ","1.404.734,00 ","50.327,19 ","38.589,02 ","194,60 ","1.310,08 ","10.233,49 ","69.275,70 ","300,87 ","0,00 ","0,00 ","68.974,83 ","0,00 ","0,00 ","239.606,26 ","16.616,66 ","0,00 ","5.893,94 ","10.722,72 ","2.198,64 ","2.198,64 ","253,80 ","253,80 ","68.521,93 ","68.521,93 ","152.015,23 ","0,00 ","152.015,23 ","135.738,75 ","135.738,75 ","135.738,75 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.242.170,73 ","959.965,64 ","953.744,87 ","6.220,77 ","0,00 ","0,00 ","0,00 ","282.205,09 ","0,00 ","0,00 ","282.205,09 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
160.,204 ,OBČINA SVETA TROJICA V SLOVENSKIH GORICAH,"2.435.121,76 ","1.578.479,55 ","1.403.959,94 ","1.247.148,00 ","1.247.148,00 ","75.360,95 ","44.068,96 ","0,00 ","10.745,31 ","20.546,68 ","81.450,99 ","343,58 ","0,00 ","0,00 ","81.107,41 ","0,00 ","0,00 ","174.519,61 ","8.664,85 ","0,00 ","1.468,67 ","7.196,18 ","2.080,39 ","2.080,39 ","633,49 ","633,49 ","100.686,64 ","100.686,64 ","62.454,24 ","0,00 ","62.454,24 ","17.226,20 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","17.226,20 ","0,00 ","17.226,20 ","0,00 ","69.000,00 ","0,00 ","0,00 ","0,00 ","69.000,00 ","0,00 ","69.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","770.416,01 ","461.688,52 ","454.332,00 ","7.356,52 ","0,00 ","0,00 ","0,00 ","308.727,49 ","0,00 ","0,00 ","308.727,49 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
161.,182 ,OBČINA SVETI ANDRAŽ V SLOVENSKIH GORICAH,"1.193.210,97 ","790.167,92 ","726.018,08 ","677.077,00 ","677.077,00 ","25.439,47 ","18.071,20 ","0,00 ","2.014,68 ","5.353,59 ","23.501,61 ","660,05 ","0,00 ","0,00 ","22.841,56 ","0,00 ","0,00 ","64.149,84 ","10.047,22 ","52,70 ","4.292,72 ","5.701,80 ","160,61 ","160,61 ","1.478,79 ","1.478,79 ","0,00 ","0,00 ","52.463,22 ","0,00 ","52.463,22 ","300,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","300,00 ","300,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","402.743,05 ","182.666,40 ","161.318,79 ","15.165,57 ","0,00 ","6.182,04 ","0,00 ","220.076,65 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","220.076,65 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
162.,116 ,OBČINA SVETI JURIJ,"2.821.114,56 ","1.924.041,24 ","1.789.249,13 ","1.688.112,00 ","1.688.112,00 ","53.764,33 ","34.830,93 ","73,52 ","3.940,18 ","14.919,70 ","47.372,80 ","99,54 ","0,00 ","0,00 ","47.273,26 ","0,00 ","0,00 ","134.792,11 ","39.401,90 ","1.149,00 ","23.925,44 ","14.327,46 ","980,46 ","980,46 ","3.052,80 ","3.052,80 ","0,00 ","0,00 ","91.356,95 ","0,00 ","91.356,95 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.500,00 ","3.500,00 ","3.500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","893.573,32 ","893.573,32 ","890.814,02 ","2.759,30 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
163.,210 ,OBČINA SVETI JURIJ V SLOVENSKIH GORICAH,"2.790.281,45 ","1.598.199,74 ","1.369.626,17 ","1.239.507,00 ","1.239.507,00 ","57.072,30 ","40.042,93 ","0,00 ","11.739,88 ","5.289,49 ","73.046,87 ","8.209,99 ","0,00 ","0,00 ","64.836,88 ","0,00 ","0,00 ","228.573,57 ","5.146,58 ","0,00 ","3.600,49 ","1.546,09 ","948,85 ","948,85 ","883,22 ","883,22 ","51.930,52 ","51.930,52 ","169.664,40 ","0,00 ","169.664,40 ","10.038,29 ","10.038,29 ","0,00 ","0,00 ","0,00 ","10.038,29 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.182.043,42 ","485.747,42 ","485.747,42 ","0,00 ","0,00 ","0,00 ","0,00 ","696.296,00 ","0,00 ","0,00 ","0,00 ","696.296,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
164.,205 ,OBČINA SVETI TOMAŽ,"2.283.099,64 ","1.614.794,39 ","1.425.056,07 ","1.300.074,00 ","1.300.074,00 ","79.488,91 ","65.218,13 ","0,00 ","3.800,92 ","10.469,86 ","45.493,16 ","392,54 ","0,00 ","0,00 ","45.100,62 ","0,00 ","0,00 ","189.738,32 ","38.431,08 ","0,00 ","1.864,26 ","36.566,82 ","1.338,87 ","1.338,87 ","1.636,10 ","1.636,10 ","3.426,74 ","3.426,74 ","144.905,53 ","0,00 ","144.905,53 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","400,00 ","400,00 ","400,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","667.905,25 ","397.655,08 ","397.655,08 ","0,00 ","0,00 ","0,00 ","0,00 ","270.250,17 ","0,00 ","0,00 ","270.250,17 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
165.,33 ,OBČINA ŠALOVCI,"1.711.761,21 ","1.195.921,87 ","1.141.336,38 ","1.033.580,00 ","1.033.580,00 ","73.556,50 ","55.766,41 ","10,01 ","11.069,16 ","6.710,92 ","34.199,88 ","126,31 ","0,00 ","0,00 ","34.073,57 ","0,00 ","0,00 ","54.585,49 ","14.514,30 ","165,02 ","240,50 ","14.108,78 ","210,26 ","210,26 ","500,00 ","500,00 ","0,00 ","0,00 ","39.360,93 ","0,00 ","39.360,93 ","7.229,17 ","2.084,17 ","2.084,17 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.145,00 ","4.872,00 ","273,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","508.610,17 ","508.610,17 ","499.520,17 ","0,00 ","0,00 ","9.090,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
166.,183 ,OBČINA ŠEMPETER-VRTOJBA,"6.885.700,71 ","6.551.808,42 ","4.455.576,06 ","3.029.053,00 ","3.029.053,00 ","1.164.005,38 ","1.064.719,23 ","630,86 ","13.750,94 ","84.904,35 ","262.517,68 ","897,82 ","0,00 ","0,00 ","261.619,86 ","0,00 ","0,00 ","2.096.232,36 ","1.431.287,98 ","7.471,39 ","11.269,89 ","1.412.546,70 ","2.328,60 ","2.328,60 ","12.122,81 ","12.122,81 ","0,00 ","0,00 ","650.492,97 ","0,00 ","650.492,97 ","211.736,35 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","211.736,35 ","4.326,00 ","207.410,35 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","122.155,94 ","122.155,94 ","83.173,46 ","38.982,48 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
167.,117 ,OBČINA ŠENČUR,"5.887.217,62 ","5.301.036,82 ","4.977.998,66 ","4.113.619,00 ","4.113.619,00 ","580.297,16 ","185.854,04 ","2.183,36 ","294.617,15 ","97.642,61 ","284.082,50 ","2.781,01 ","0,00 ","0,00 ","281.301,49 ","0,00 ","0,00 ","323.038,16 ","184.840,86 ","13.720,00 ","1.253,78 ","169.867,08 ","2.904,18 ","2.904,18 ","3.246,24 ","3.246,24 ","13.182,14 ","13.182,14 ","118.864,74 ","0,00 ","118.864,74 ","18.953,56 ","2.000,00 ","0,00 ","0,00 ","0,00 ","2.000,00 ","0,00 ","0,00 ","0,00 ","16.953,56 ","12.620,00 ","4.333,56 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","567.227,24 ","253.519,92 ","253.519,92 ","0,00 ","0,00 ","0,00 ","0,00 ","313.707,32 ","0,00 ","0,00 ","313.707,32 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
168.,118 ,OBČINA ŠENTILJ,"9.221.213,57 ","6.426.222,34 ","5.133.752,56 ","4.428.541,00 ","4.428.541,00 ","533.807,61 ","449.742,97 ","318,11 ","8.272,88 ","75.473,65 ","171.403,95 ","3.345,71 ","0,00 ","0,00 ","168.058,24 ","0,00 ","0,00 ","1.292.469,78 ","762.885,60 ","0,00 ","1.831,25 ","761.054,35 ","1.533,66 ","1.533,66 ","5.030,63 ","5.030,63 ","404,33 ","404,33 ","522.615,56 ","0,00 ","522.615,56 ","140.481,22 ","127.491,38 ","127.491,38 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.989,84 ","0,00 ","12.989,84 ","0,00 ","5.696,70 ","5.696,70 ","5.696,70 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.648.813,31 ","1.089.072,79 ","938.320,74 ","90.175,48 ","0,00 ","60.576,57 ","0,00 ","1.559.740,52 ","0,00 ","0,00 ","0,00 ","1.559.740,52 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
169.,119 ,OBČINA ŠENTJERNEJ,"6.014.426,19 ","4.745.824,44 ","4.139.849,42 ","3.632.518,00 ","3.632.518,00 ","278.312,50 ","228.478,00 ","423,17 ","5.305,01 ","44.106,32 ","229.018,92 ","976,76 ","0,00 ","0,00 ","228.042,16 ","0,00 ","0,00 ","605.975,02 ","59.995,96 ","0,00 ","5.172,36 ","54.823,60 ","4.739,24 ","4.739,24 ","13.331,35 ","13.331,35 ","30.852,81 ","30.852,81 ","497.055,66 ","0,00 ","497.055,66 ","14.075,81 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","14.075,81 ","2.430,00 ","11.645,81 ","0,00 ","7.205,00 ","7.205,00 ","7.205,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.247.320,94 ","1.247.320,94 ","1.247.320,94 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
170.,120 ,OBČINA ŠENTJUR,"20.063.678,26 ","12.747.322,63 ","10.846.982,85 ","9.771.665,00 ","9.771.665,00 ","541.186,07 ","371.661,93 ","3.003,35 ","72.227,68 ","94.293,11 ","533.633,91 ","8.283,39 ","0,00 ","0,00 ","525.350,52 ","497,87 ","497,87 ","1.900.339,78 ","492.667,35 ","0,00 ","13.226,00 ","479.441,35 ","6.153,35 ","6.153,35 ","4.940,01 ","4.940,01 ","10.500,41 ","10.500,41 ","1.386.078,66 ","0,00 ","1.386.078,66 ","797.781,25 ","461.063,46 ","460.563,46 ","500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","336.717,79 ","28.162,26 ","308.555,53 ","0,00 ","8.823,05 ","8.823,05 ","8.823,05 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.497.806,96 ","1.497.489,74 ","1.386.878,14 ","8.240,00 ","0,00 ","98.386,00 ","3.985,60 ","5.000.317,22 ","0,00 ","12.097,44 ","1.477.592,28 ","3.443.115,40 ","0,00 ","0,00 ","67.512,10 ","0,00 ","11.944,37 ","0,00 ","0,00 ","11.944,37 ","11.944,37 "
171.,211 ,OBČINA ŠENTRUPERT,"3.462.221,57 ","2.455.279,04 ","1.673.903,85 ","1.480.689,00 ","1.480.689,00 ","133.099,25 ","108.015,40 ","46,54 ","8.349,33 ","16.687,98 ","60.115,60 ","818,09 ","0,00 ","0,00 ","59.297,51 ","0,00 ","0,00 ","781.375,19 ","12.282,43 ","0,00 ","4.972,62 ","7.309,81 ","788,93 ","788,93 ","215,21 ","215,21 ","54.211,44 ","54.211,44 ","713.877,18 ","0,00 ","713.877,18 ","16.305,54 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","16.305,54 ","8.732,54 ","7.573,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","990.636,99 ","990.636,99 ","868.048,06 ","122.588,93 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
172.,121 ,OBČINA ŠKOCJAN,"3.145.826,74 ","2.270.411,62 ","2.138.503,17 ","1.918.560,00 ","1.918.560,00 ","129.353,11 ","84.739,39 ","31,40 ","28.504,08 ","16.078,24 ","90.590,06 ","53,33 ","0,00 ","0,00 ","90.536,73 ","0,00 ","0,00 ","131.908,45 ","41.660,21 ","47,85 ","16.449,43 ","25.162,93 ","3.669,47 ","3.669,47 ","6.625,62 ","6.625,62 ","10.090,00 ","10.090,00 ","69.863,15 ","0,00 ","69.863,15 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","875.415,12 ","494.110,64 ","491.660,64 ","0,00 ","0,00 ","2.450,00 ","0,00 ","381.304,48 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","381.304,48 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
173.,122 ,OBČINA ŠKOFJA LOKA,"20.740.858,03 ","17.054.539,68 ","14.177.635,49 ","11.562.420,00 ","11.562.420,00 ","2.237.143,46 ","1.859.921,15 ","-10.304,02 ","171.460,55 ","216.065,78 ","378.072,03 ","5.345,23 ","0,00 ","0,00 ","372.726,80 ","0,00 ","0,00 ","2.876.904,19 ","862.894,42 ","43.216,60 ","6.285,95 ","813.391,87 ","9.147,07 ","9.147,07 ","31.453,16 ","31.453,16 ","33.554,21 ","33.554,21 ","1.939.855,33 ","0,00 ","1.939.855,33 ","186.876,91 ","129.329,32 ","129.329,32 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","57.547,59 ","0,00 ","57.547,59 ","0,00 ","200.724,95 ","39.980,00 ","39.980,00 ","0,00 ","160.744,95 ","399,01 ","160.345,94 ","0,00 ","0,00 ","0,00 ","0,00 ","3.298.716,49 ","1.805.049,22 ","1.382.162,46 ","419.886,76 ","0,00 ","3.000,00 ","0,00 ","1.493.667,27 ","0,00 ","0,00 ","1.493.667,27 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
174.,123 ,OBČINA ŠKOFLJICA,"6.757.091,83 ","6.301.195,31 ","4.859.022,51 ","4.072.723,00 ","4.072.723,00 ","550.547,49 ","318.736,37 ","2.982,11 ","41.303,12 ","187.525,89 ","235.752,02 ","2.933,07 ","0,00 ","0,00 ","232.818,95 ","0,00 ","0,00 ","1.442.172,80 ","266.153,80 ","0,00 ","111.485,11 ","154.668,69 ","3.576,30 ","3.576,30 ","5.309,24 ","5.309,24 ","48.261,23 ","48.261,23 ","1.118.872,23 ","0,00 ","1.118.872,23 ","207.754,28 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","207.754,28 ","0,00 ","207.754,28 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","248.142,24 ","130.360,80 ","104.837,76 ","25.523,04 ","0,00 ","0,00 ","0,00 ","117.781,44 ","0,00 ","0,00 ","117.781,44 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
175.,124 ,OBČINA ŠMARJE PRI JELŠAH,"9.063.844,98 ","6.773.584,87 ","6.237.725,91 ","5.482.205,00 ","5.482.205,00 ","492.678,50 ","392.361,00 ","1.683,57 ","14.108,87 ","84.525,06 ","262.842,41 ","2.002,80 ","0,00 ","0,00 ","260.839,61 ","0,00 ","0,00 ","535.858,96 ","268.896,45 ","0,00 ","8.013,99 ","260.882,46 ","2.096,13 ","2.096,13 ","4.942,04 ","4.942,04 ","291,66 ","291,66 ","259.632,68 ","0,00 ","259.632,68 ","145.121,05 ","83.527,77 ","83.527,77 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","61.593,28 ","7.036,28 ","54.557,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.145.139,06 ","1.400.930,13 ","1.289.675,75 ","43.522,17 ","0,00 ","66.386,21 ","1.346,00 ","744.208,93 ","0,00 ","22.825,18 ","0,00 ","721.383,75 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
176.,206 ,OBČINA ŠMARJEŠKE TOPLICE,"2.786.201,16 ","2.188.568,12 ","2.070.583,87 ","1.757.972,00 ","1.757.972,00 ","143.248,99 ","118.739,17 ","0,00 ","1.402,15 ","23.107,67 ","169.362,88 ","10.819,84 ","0,00 ","0,00 ","158.543,04 ","0,00 ","0,00 ","117.984,25 ","50.807,39 ","18,30 ","21.462,35 ","29.326,74 ","2.455,62 ","2.455,62 ","1.696,38 ","1.696,38 ","270,00 ","270,00 ","62.754,86 ","0,00 ","62.754,86 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.420,00 ","8.420,00 ","8.420,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","589.213,04 ","588.678,57 ","266.373,39 ","322.305,18 ","0,00 ","0,00 ","0,00 ","534,47 ","534,47 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
177.,125 ,OBČINA ŠMARTNO OB PAKI,"2.886.492,40 ","2.162.817,07 ","1.859.687,48 ","1.624.477,00 ","1.624.477,00 ","144.090,18 ","117.228,08 ","140,69 ","5.529,18 ","21.192,23 ","91.120,30 ","5.047,86 ","0,00 ","0,00 ","86.072,44 ","0,00 ","0,00 ","303.129,59 ","44.668,75 ","0,00 ","466,21 ","44.202,54 ","766,30 ","766,30 ","147,50 ","147,50 ","0,00 ","0,00 ","257.547,04 ","0,00 ","257.547,04 ","1.356,08 ","460,08 ","460,08 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","896,00 ","896,00 ","0,00 ","0,00 ","4.321,00 ","4.321,00 ","4.321,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","717.998,25 ","717.998,25 ","605.636,89 ","103.557,86 ","0,00 ","0,00 ","8.803,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
178.,194 ,OBČINA ŠMARTNO PRI LITIJI,"4.547.788,24 ","3.822.511,36 ","3.450.474,87 ","3.039.802,00 ","3.039.802,00 ","255.741,21 ","178.381,00 ","911,43 ","28.910,62 ","47.538,16 ","154.931,66 ","3.633,50 ","0,00 ","0,00 ","151.298,16 ","0,00 ","0,00 ","372.036,49 ","137.460,53 ","0,00 ","7.342,07 ","130.118,46 ","3.598,08 ","3.598,08 ","363,43 ","363,43 ","29.992,69 ","29.992,69 ","200.621,76 ","0,00 ","200.621,76 ","68.742,71 ","50.439,71 ","50.439,71 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","18.303,00 ","2.400,00 ","15.903,00 ","0,00 ","1.500,00 ","1.500,00 ","0,00 ","1.500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","655.034,17 ","654.091,68 ","654.091,68 ","0,00 ","0,00 ","0,00 ","0,00 ","942,49 ","0,00 ","0,00 ","942,49 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
179.,126 ,OBČINA ŠOŠTANJ,"12.245.098,12 ","9.328.775,67 ","6.602.371,45 ","4.509.291,00 ","4.509.291,00 ","1.841.716,35 ","1.620.950,76 ","948,07 ","12.784,97 ","207.032,55 ","251.364,10 ","1.558,01 ","0,00 ","0,00 ","249.806,09 ","0,00 ","0,00 ","2.726.404,22 ","272.732,55 ","1,32 ","29.373,17 ","243.358,06 ","3.172,86 ","3.172,86 ","3.023,50 ","3.023,50 ","45.242,50 ","45.242,50 ","2.402.232,81 ","0,00 ","2.402.232,81 ","1.361.769,38 ","3.117,55 ","3.117,55 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.358.651,83 ","0,00 ","1.358.651,83 ","0,00 ","48.205,42 ","48.205,42 ","47.060,42 ","1.145,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.506.347,65 ","879.501,65 ","783.590,23 ","95.911,42 ","0,00 ","0,00 ","0,00 ","626.846,00 ","0,00 ","0,00 ","281.110,00 ","345.736,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
180.,127 ,OBČINA ŠTORE,"2.934.793,83 ","2.675.802,95 ","2.506.448,54 ","2.073.258,00 ","2.073.258,00 ","306.219,46 ","262.834,07 ","315,17 ","6.436,67 ","36.633,55 ","126.971,08 ","963,31 ","0,00 ","0,00 ","126.007,77 ","0,00 ","0,00 ","169.354,41 ","59.537,10 ","18.360,76 ","1.261,08 ","39.915,26 ","534,01 ","534,01 ","1.749,59 ","1.749,59 ","5.315,29 ","5.315,29 ","102.218,42 ","60,00 ","102.158,42 ","31.070,00 ","25.500,00 ","25.500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.570,00 ","5.570,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","227.920,88 ","227.920,88 ","205.996,89 ","21.779,35 ","144,64 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
181.,184 ,OBČINA TABOR,"1.292.566,60 ","972.136,53 ","909.310,54 ","824.820,00 ","824.820,00 ","37.379,19 ","26.073,46 ","130,37 ","6.901,89 ","4.273,47 ","47.111,35 ","275,91 ","0,00 ","0,00 ","46.835,44 ","0,00 ","0,00 ","62.825,99 ","9.028,99 ","823,04 ","18,58 ","8.187,37 ","578,00 ","578,00 ","342,70 ","342,70 ","19.265,19 ","19.265,19 ","33.611,11 ","0,00 ","33.611,11 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.200,00 ","1.200,00 ","1.100,00 ","100,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","319.230,07 ","319.230,07 ","247.047,50 ","72.182,57 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
