št.",ID,OBČINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.,81 ,OBČINA MUTA,"3.476.089,05 ","571.259,29 ","144.941,83 ","126.858,99 ","5.306,00 ","9.421,16 ","0,00 ","3.355,68 ","0,00 ","0,00 ","23.907,62 ","11.423,20 ","9.151,46 ","77,42 ","129,05 ","3.126,49 ","366.728,00 ","105.910,80 ","16.439,46 ","32.678,58 ","6.215,60 ","445,53 ","60.657,04 ","7.872,91 ","0,00 ","136.508,08 ","7.830,20 ","1.873,14 ","2.421,21 ","3.535,85 ","0,00 ","0,00 ","0,00 ","27.851,64 ","5.908,16 ","5.000,00 ","0,00 ","16.943,48 ","0,00 ","1.703.907,96 ","51.356,69 ","32.142,01 ","0,00 ","19.214,68 ","484.667,28 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","484.667,28 ","127.096,11 ","127.096,11 ","1.040.787,88 ","22.340,52 ","24.022,35 ","7.497,32 ","560.093,00 ","412.716,65 ","14.118,04 ","0,00 ","0,00 ","0,00 ","1.062.763,79 ","1.062.763,79 ","0,00 ","0,00 ","11.700,12 ","0,00 ","618.995,04 ","73.707,89 ","115.470,71 ","0,00 ","242.890,03 ","0,00 ","138.158,01 ","60.192,00 ","60.192,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","77.966,01 ","2.614,56 ","143,00 ","0,00 ","75.208,45 ","-294.042,51 ","-287.803,58 ","513.279,37 "
111.,82 ,OBČINA NAKLO,"4.042.099,37 ","1.191.412,60 ","237.789,32 ","204.506,60 ","6.862,33 ","15.571,46 ","2.664,90 ","7.029,01 ","0,00 ","1.155,02 ","37.973,45 ","18.685,58 ","14.963,71 ","126,74 ","211,05 ","3.986,37 ","904.440,21 ","118.266,95 ","131.205,73 ","92.057,09 ","4.888,45 ","12.295,18 ","331.774,38 ","41.062,58 ","8.253,98 ","164.635,87 ","6.209,62 ","6.209,62 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.000,00 ","0,00 ","5.000,00 ","0,00 ","0,00 ","0,00 ","1.509.313,50 ","43.466,28 ","26.777,88 ","0,00 ","16.688,40 ","992.115,83 ","0,00 ","15.500,00 ","0,00 ","0,00 ","800,00 ","975.815,83 ","179.790,65 ","179.790,65 ","293.940,74 ","71.445,79 ","16.356,27 ","0,00 ","206.138,68 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.331.910,00 ","1.331.910,00 ","26.740,82 ","44.893,44 ","38.133,50 ","0,00 ","224.227,10 ","381.803,10 ","320.626,02 ","0,00 ","295.486,02 ","0,00 ","9.463,27 ","6.359,00 ","6.359,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.104,27 ","1.979,21 ","0,00 ","0,00 ","1.125,06 ","541.526,36 ","532.225,20 ","1.484.440,20 "
112.,83 ,OBČINA NAZARJE,"2.352.636,65 ","1.237.529,61 ","138.645,34 ","125.629,82 ","1.350,45 ","6.780,27 ","1.326,88 ","0,00 ","0,00 ","3.557,92 ","22.366,97 ","11.223,70 ","8.991,56 ","76,03 ","126,85 ","1.948,83 ","1.026.190,67 ","87.977,82 ","0,00 ","135.766,93 ","2.543,61 ","616,26 ","684.462,09 ","3.030,68 ","0,00 ","111.793,28 ","22.582,67 ","22.582,67 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","27.743,96 ","3.581,68 ","20.000,00 ","0,00 ","4.162,28 ","0,00 ","782.290,68 ","12.200,00 ","0,00 ","0,00 ","12.200,00 ","477.102,57 ","0,00 ","3.535,39 ","0,00 ","0,00 ","0,00 ","473.567,18 ","77.130,37 ","77.130,37 ","215.857,74 ","22.431,84 ","17.400,96 ","0,00 ","171.746,78 ","0,00 ","4.278,16 ","0,00 ","0,00 ","0,00 ","272.072,69 ","272.072,69 ","68.742,26 ","0,00 ","8.713,79 ","1.548,00 ","79.216,69 ","30.906,75 ","15.966,78 ","0,00 ","66.978,42 ","0,00 ","60.743,67 ","18.593,04 ","14.959,00 ","3.634,04 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","42.150,63 ","23.717,31 ","0,00 ","0,00 ","18.433,32 ","210.697,31 ","233.127,33 ","77.331,34 "
113.,84 ,MESTNA OBČINA NOVA GORICA,"35.822.289,50 ","8.827.564,85 ","2.198.816,03 ","1.957.502,40 ","61.313,16 ","109.971,80 ","23.945,24 ","1.867,73 ","0,00 ","44.215,70 ","359.117,89 ","177.146,55 ","141.917,70 ","1.201,18 ","2.001,74 ","36.850,72 ","6.029.630,93 ","1.043.929,21 ","540.667,12 ","2.070.062,26 ","56.583,95 ","6.688,16 ","1.158.893,44 ","136.297,70 ","87.115,90 ","929.393,19 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","240.000,00 ","0,00 ","240.000,00 ","0,00 ","0,00 ","0,00 ","13.470.059,73 ","646.265,60 ","448.477,55 ","0,00 ","197.788,05 ","6.051.954,96 ","0,00 ","151.743,33 ","87.532,51 ","12.603,43 ","41.485,78 ","5.758.589,91 ","1.654.380,90 ","1.654.380,90 ","5.100.188,27 ","969,22 ","145.627,65 ","400.343,22 ","4.552.893,96 ","354,22 ","0,00 ","17.270,00 ","16.670,00 ","600,00 ","12.076.670,20 ","12.076.670,20 ","866.813,03 ","0,00 ","442.038,52 ","11.729,58 ","8.430.520,39 ","287.780,27 ","916.000,59 ","25.035,86 ","1.096.751,96 ","0,00 ","1.447.994,72 ","293.587,49 ","69.639,60 ","0,00 ","0,00 ","92.060,49 ","131.887,40 ","0,00 ","0,00 ","1.154.407,23 ","0,00 ","0,00 ","0,00 ","1.154.407,23 ","160.465,64 ","81.210,00 ","9.198.298,33 "
114.,85 ,MESTNA OBČINA NOVO MESTO,"40.862.941,25 ","9.424.036,48 ","2.285.457,32 ","2.065.399,93 ","60.204,00 ","110.327,72 ","38.606,70 ","2.384,26 ","0,00 ","8.534,71 ","372.958,94 ","186.657,89 ","149.537,45 ","1.265,61 ","2.109,07 ","33.388,92 ","6.516.506,77 ","567.591,31 ","20.364,20 ","641.955,09 ","29.935,65 ","7.951,42 ","3.995.685,79 ","510.176,80 ","13.853,94 ","728.992,57 ","239.113,45 ","232.307,47 ","6.805,98 ","0,00 ","0,00 ","0,00 ","0,00 ","10.000,00 ","0,00 ","10.000,00 ","0,00 ","0,00 ","0,00 ","16.065.816,65 ","812.190,51 ","604.783,54 ","0,00 ","207.406,97 ","7.256.427,59 ","0,00 ","0,00 ","0,00 ","0,00 ","10.846,50 ","7.245.581,09 ","1.147.695,54 ","1.147.695,54 ","6.849.503,01 ","229.860,00 ","240.307,83 ","132.000,00 ","5.934.873,43 ","312.461,75 ","0,00 ","0,00 ","0,00 ","0,00 ","14.879.569,77 ","14.879.569,77 ","1.762,61 ","5.464,95 ","194.201,41 ","84.481,15 ","10.057.768,11 ","2.554.162,95 ","1.136.470,83 ","3.144,18 ","842.113,58 ","0,00 ","493.518,35 ","10.000,00 ","10.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","483.518,35 ","0,00 ","0,00 ","0,00 ","483.518,35 ","-1.502.845,90 ","-1.268.793,71 ","7.101.859,11 "
115.,86 ,OBČINA ODRANCI,"1.333.936,38 ","442.093,52 ","117.765,45 ","108.322,26 ","4.604,59 ","4.838,60 ","0,00 ","0,00 ","0,00 ","0,00 ","19.750,76 ","10.018,91 ","7.680,18 ","66,13 ","110,15 ","1.875,39 ","304.034,47 ","47.388,84 ","34.391,09 ","86.167,52 ","9.957,95 ","4.978,78 ","91.412,50 ","0,00 ","0,00 ","29.737,79 ","542,84 ","542,84 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","488.818,87 ","7.965,25 ","7.965,25 ","0,00 ","0,00 ","296.744,40 ","0,00 ","1.900,00 ","0,00 ","0,00 ","0,00 ","294.844,40 ","53.450,10 ","53.450,10 ","130.659,12 ","3.396,53 ","12.737,37 ","1.013,28 ","111.072,83 ","2.439,11 ","0,00 ","0,00 ","0,00 ","0,00 ","362.841,55 ","362.841,55 ","0,00 ","15.000,00 ","34.097,39 ","2.500,00 ","214.135,16 ","0,00 ","19.614,23 ","229,91 ","77.264,86 ","0,00 ","40.182,44 ","2.150,00 ","2.150,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","38.032,44 ","32.032,44 ","0,00 ","0,00 ","6.000,00 ","-114.932,90 ","-115.478,41 ","234.600,16 "
116.,171 ,OBČINA OPLOTNICA,"3.504.626,16 ","874.202,41 ","243.237,60 ","202.403,08 ","9.937,64 ","15.282,09 ","10.241,61 ","5.373,18 ","0,00 ","0,00 ","36.795,10 ","18.175,55 ","14.561,82 ","123,24 ","205,34 ","3.729,15 ","542.593,97 ","93.906,39 ","6.741,84 ","98.627,34 ","0,00 ","3.780,29 ","196.469,27 ","98.548,03 ","0,00 ","44.520,81 ","21.328,48 ","6.967,22 ","0,00 ","14.361,26 ","0,00 ","0,00 ","0,00 ","30.247,26 ","0,00 ","30.247,26 ","0,00 ","0,00 ","0,00 ","1.216.669,34 ","47.746,61 ","18.475,61 ","0,00 ","29.271,00 ","654.432,27 ","0,00 ","8.362,65 ","740,00 ","0,00 ","0,00 ","645.329,62 ","139.646,32 ","139.646,32 ","374.844,14 ","17.938,78 ","2.499,84 ","26.044,48 ","325.190,39 ","3.170,65 ","0,00 ","0,00 ","0,00 ","0,00 ","1.361.206,23 ","1.361.206,23 ","0,00 ","0,00 ","9.569,53 ","0,00 ","1.169.333,45 ","4.072,98 ","55.256,11 ","0,00 ","122.974,16 ","0,00 ","52.548,18 ","20.166,00 ","2.166,00 ","0,00 ","0,00 ","0,00 ","0,00 ","18.000,00 ","0,00 ","32.382,18 ","24.921,25 ","0,00 ","0,00 ","7.460,93 ","-198.953,64 ","-178.598,36 ","655.290,40 "
117.,87 ,OBČINA ORMOŽ,"13.233.459,64 ","2.127.588,42 ","676.161,49 ","583.264,85 ","12.855,78 ","49.239,46 ","3.444,37 ","11.058,81 ","0,00 ","16.298,22 ","109.426,44 ","53.070,26 ","42.391,43 ","358,93 ","598,50 ","13.007,32 ","1.084.497,06 ","98.318,84 ","153.112,16 ","212.414,46 ","19.991,29 ","6.417,13 ","336.380,61 ","47.305,07 ","120,00 ","210.437,50 ","34.350,67 ","18.099,19 ","0,00 ","16.251,48 ","0,00 ","0,00 ","0,00 ","223.152,76 ","0,00 ","25.226,00 ","0,00 ","197.926,76 ","0,00 ","4.942.652,00 ","162.496,26 ","93.880,02 ","0,00 ","68.616,24 ","2.539.077,68 ","0,00 ","11.550,00 ","6.388,19 ","1.268,42 ","21.606,39 ","2.498.264,68 ","471.502,77 ","471.502,77 ","1.769.575,29 ","21.322,14 ","95.067,45 ","8.800,00 ","998.950,30 ","522.763,45 ","122.671,95 ","0,00 ","0,00 ","0,00 ","5.867.649,88 ","5.867.649,88 ","40.000,00 ","9.720,00 ","44.922,54 ","14.973,00 ","4.907.759,53 ","499.673,37 ","102.908,35 ","7.733,76 ","239.959,33 ","0,00 ","295.569,34 ","183.203,18 ","183.203,18 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","112.366,16 ","0,00 ","0,00 ","0,00 ","112.366,16 ","577.914,00 ","595.556,83 ","4.498.159,03 "
118.,88 ,OBČINA OSILNICA,"609.592,88 ","250.533,30 ","54.894,93 ","44.406,92 ","3.114,00 ","7.374,01 ","0,00 ","0,00 ","0,00 ","0,00 ","7.435,34 ","3.694,90 ","2.749,02 ","23,90 ","39,81 ","927,71 ","184.571,27 ","45.014,34 ","8.853,98 ","28.795,55 ","4.702,94 ","1.168,70 ","34.647,96 ","4.597,45 ","0,00 ","56.790,35 ","2.631,76 ","2.631,76 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.000,00 ","0,00 ","1.000,00 ","0,00 ","0,00 ","0,00 ","235.885,19 ","0,00 ","0,00 ","0,00 ","0,00 ","95.079,90 ","0,00 ","3.500,00 ","1.990,00 ","0,00 ","0,00 ","89.589,90 ","6.805,22 ","6.805,22 ","134.000,07 ","123.407,77 ","2.745,51 ","0,00 ","7.846,79 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","122.874,39 ","122.874,39 ","0,00 ","0,00 ","0,00 ","0,00 ","45.961,20 ","74.880,68 ","0,00 ","0,00 ","2.032,51 ","0,00 ","300,00 ","300,00 ","300,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-35.465,97 ","-32.859,63 ","-64.775,96 "
119.,89 ,OBČINA PESNICA,"8.362.591,22 ","2.443.200,91 ","369.282,03 ","321.763,05 ","12.556,95 ","34.673,27 ","0,00 ","0,00 ","0,00 ","288,76 ","58.650,62 ","29.613,14 ","22.682,21 ","195,26 ","325,13 ","5.834,88 ","1.988.014,45 ","81.762,91 ","1.543,72 ","150.153,81 ","208.880,87 ","8.562,52 ","1.200.713,06 ","140.542,67 ","0,00 ","195.854,89 ","15.463,81 ","15.463,81 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","11.790,00 ","0,00 ","0,00 ","11.790,00 ","0,00 ","0,00 ","2.084.104,75 ","18.916,42 ","0,00 ","0,00 ","18.916,42 ","1.480.827,38 ","0,00 ","7.300,00 ","14.911,60 ","0,00 ","0,00 ","1.458.615,78 ","81.387,61 ","81.387,61 ","502.973,34 ","0,00 ","68.608,44 ","0,00 ","385.017,28 ","49.347,62 ","0,00 ","0,00 ","0,00 ","0,00 ","3.356.309,75 ","3.356.309,75 ","0,00 ","23.650,00 ","88.004,82 ","0,00 ","2.373.733,35 ","343.871,56 ","385.621,00 ","0,00 ","141.429,02 ","0,00 ","478.975,81 ","35.606,56 ","35.606,56 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","443.369,25 ","441.357,06 ","0,00 ","0,00 ","2.012,19 ","-895.566,79 ","-899.307,15 ","657.870,79 "
120.,90 ,OBČINA PIRAN,"24.055.487,09 ","5.623.384,72 ","1.829.415,67 ","1.568.119,23 ","55.302,50 ","104.481,67 ","23.823,58 ","8.372,45 ","0,00 ","69.316,24 ","289.575,07 ","140.183,79 ","114.628,42 ","970,37 ","1.617,40 ","32.175,09 ","2.757.324,07 ","376.853,80 ","162.603,20 ","429.453,59 ","60.145,94 ","9.600,06 ","498.941,21 ","110.113,13 ","328.442,79 ","781.170,35 ","215.100,91 ","215.100,91 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","531.969,00 ","0,00 ","10.000,00 ","0,00 ","521.969,00 ","0,00 ","10.791.421,91 ","1.475.677,79 ","832.322,51 ","0,00 ","643.355,28 ","3.337.615,30 ","0,00 ","19.700,00 ","209.710,08 ","0,00 ","2.100,00 ","3.106.105,22 ","1.592.203,78 ","1.592.203,78 ","4.384.925,04 ","1.724,97 ","103.196,59 ","0,00 ","2.907.914,52 ","1.372.088,96 ","0,00 ","1.000,00 ","0,00 ","1.000,00 ","7.253.221,60 ","7.253.221,60 ","378.818,94 ","7.252,02 ","224.013,32 ","15.210,06 ","4.243.755,80 ","1.459.718,48 ","181.665,25 ","18.618,96 ","724.168,77 ","0,00 ","387.458,86 ","140.143,30 ","94.675,60 ","45.467,70 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","247.315,56 ","22.315,64 ","0,00 ","0,00 ","224.999,92 ","-1.598.745,74 ","-1.512.782,00 ","2.240.422,12 "
121.,91 ,OBČINA PIVKA,"9.325.557,39 ","2.095.588,55 ","426.368,58 ","379.147,13 ","7.047,90 ","26.879,40 ","1.562,42 ","9.927,87 ","0,00 ","1.803,86 ","70.271,67 ","34.835,09 ","27.907,65 ","236,19 ","393,84 ","6.898,90 ","1.551.682,14 ","372.285,62 ","93.127,53 ","270.940,04 ","17.664,47 ","3.730,34 ","532.566,46 ","5.666,12 ","1.536,00 ","254.165,56 ","47.266,16 ","47.266,16 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.648.474,77 ","220.401,68 ","127.136,41 ","0,00 ","93.265,27 ","1.004.779,32 ","2.436,01 ","17.090,00 ","0,00 ","0,00 ","0,00 ","985.253,31 ","648.443,71 ","648.443,71 ","774.850,06 ","59.656,12 ","22.552,92 ","32.979,19 ","659.661,83 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.474.989,24 ","4.474.989,24 ","0,00 ","14.000,00 ","14.357,93 ","39.986,20 ","2.785.025,53 ","803.315,57 ","105.591,57 ","0,00 ","712.712,44 ","0,00 ","106.504,83 ","66.450,00 ","66.450,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","40.054,83 ","0,00 ","0,00 ","0,00 ","40.054,83 ","-489.626,02 ","-442.593,33 ","1.108.540,17 "
122.,92 ,OBČINA PODČETRTEK,"4.850.189,04 ","1.080.392,79 ","151.626,11 ","128.951,94 ","6.552,70 ","11.359,44 ","4.762,03 ","0,00 ","0,00 ","0,00 ","23.950,89 ","11.992,60 ","9.428,66 ","92,08 ","124,60 ","2.312,95 ","798.166,66 ","52.359,21 ","0,00 ","65.168,51 ","11.587,98 ","3.587,56 ","403.841,31 ","3.768,00 ","0,00 ","257.854,09 ","53.578,83 ","52.437,30 ","0,00 ","1.141,53 ","0,00 ","0,00 ","0,00 ","53.070,30 ","0,00 ","53.070,30 ","0,00 ","0,00 ","0,00 ","1.444.115,17 ","23.188,89 ","15.761,56 ","0,00 ","7.427,33 ","771.486,94 ","0,00 ","6.000,00 ","1.949,59 ","0,00 ","0,00 ","763.537,35 ","135.205,12 ","135.205,12 ","514.234,22 ","0,00 ","25.352,10 ","0,00 ","401.370,74 ","67.900,00 ","19.611,38 ","0,00 ","0,00 ","0,00 ","2.286.841,08 ","2.286.841,08 ","0,00 ","0,00 ","73.138,93 ","0,00 ","2.025.355,25 ","0,00 ","670,00 ","300,00 ","187.376,90 ","0,00 ","38.840,00 ","29.000,00 ","29.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","9.840,00 ","0,00 ","0,00 ","0,00 ","9.840,00 ","34.060,96 ","87.478,00 ","768.609,63 "
123.,172 ,OBČINA PODLEHNIK,"3.691.330,88 ","503.608,59 ","131.791,91 ","109.768,47 ","5.708,97 ","10.130,56 ","0,00 ","1.084,55 ","0,00 ","5.099,36 ","15.670,05 ","7.532,96 ","6.034,87 ","51,12 ","85,09 ","1.966,01 ","309.956,62 ","44.466,76 ","22.913,37 ","38.081,53 ","9.214,20 ","67,00 ","125.351,11 ","3.529,41 ","0,00 ","66.333,24 ","27.662,01 ","14.053,95 ","13.608,06 ","0,00 ","0,00 ","0,00 ","0,00 ","18.528,00 ","0,00 ","18.528,00 ","0,00 ","0,00 ","0,00 ","637.023,47 ","28.148,00 ","0,00 ","0,00 ","28.148,00 ","357.532,93 ","0,00 ","2.250,00 ","0,00 ","0,00 ","7.800,00 ","347.482,93 ","40.727,07 ","40.727,07 ","210.615,47 ","39.850,80 ","25.666,86 ","0,00 ","137.676,25 ","0,00 ","7.421,56 ","0,00 ","0,00 ","0,00 ","2.542.928,70 ","2.542.928,70 ","0,00 ","0,00 ","15.494,17 ","0,00 ","2.319.203,78 ","142.142,18 ","1.012,08 ","0,00 ","65.076,49 ","0,00 ","7.770,12 ","5.500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.500,00 ","0,00 ","2.270,12 ","2.270,12 ","0,00 ","0,00 ","0,00 ","79.836,26 ","107.438,69 ","457.244,27 "
124.,93 ,OBČINA PODVELKA,"3.665.339,99 ","752.137,68 ","82.597,37 ","72.951,92 ","1.743,50 ","5.084,42 ","0,00 ","2.240,02 ","0,00 ","577,51 ","13.715,27 ","6.654,50 ","5.331,14 ","45,12 ","75,19 ","1.609,32 ","593.787,19 ","63.947,00 ","28.335,40 ","49.945,28 ","5.681,77 ","6.136,34 ","342.151,37 ","1.787,28 ","0,00 ","95.802,75 ","458,28 ","458,28 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","61.579,57 ","40.104,99 ","20.000,00 ","1.474,58 ","0,00 ","0,00 ","866.168,08 ","48.468,81 ","44.468,81 ","0,00 ","4.000,00 ","460.446,50 ","0,00 ","2.700,00 ","14.898,88 ","0,00 ","0,00 ","442.847,62 ","70.766,50 ","70.766,50 ","286.486,27 ","0,00 ","29.382,67 ","2.734,22 ","170.125,18 ","76.025,74 ","8.218,46 ","0,00 ","0,00 ","0,00 ","1.873.875,94 ","1.873.875,94 ","0,00 ","0,00 ","21.875,05 ","874,80 ","1.581.380,95 ","28.865,28 ","113.740,44 ","0,00 ","127.139,42 ","0,00 ","173.158,29 ","110.331,72 ","110.331,72 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","62.826,57 ","0,00 ","115,30 ","0,00 ","62.711,27 ","352.800,85 ","321.166,93 ","1.552.872,40 "
125.,200 ,OBČINA POLJČANE,"3.113.071,86 ","1.088.641,77 ","282.852,23 ","239.716,90 ","7.998,36 ","17.107,42 ","16.146,42 ","1.594,37 ","0,00 ","288,76 ","46.240,36 ","24.230,84 ","17.357,13 ","152,49 ","253,98 ","4.245,92 ","704.111,00 ","74.590,01 ","71.717,24 ","98.192,81 ","4.804,61 ","2.384,08 ","329.177,06 ","5.869,08 ","75.000,00 ","42.376,11 ","17.958,34 ","17.958,34 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","37.479,84 ","0,00 ","37.479,84 ","0,00 ","0,00 ","0,00 ","1.220.742,58 ","56.498,67 ","51.356,53 ","0,00 ","5.142,14 ","729.340,40 ","0,00 ","12.884,97 ","3.596,61 ","0,00 ","18.448,26 ","694.410,56 ","123.927,08 ","123.927,08 ","310.976,43 ","20.857,49 ","40.534,23 ","5.350,40 ","185.749,80 ","58.484,51 ","0,00 ","0,00 ","0,00 ","0,00 ","756.039,77 ","756.039,77 ","0,00 ","10.099,99 ","12.762,16 ","20,00 ","379.632,08 ","135.090,35 ","20.395,92 ","0,00 ","198.039,27 ","0,00 ","47.647,74 ","20.988,13 ","13.654,80 ","0,00 ","0,00 ","0,00 ","7.333,33 ","0,00 ","0,00 ","26.659,61 ","4.168,93 ","0,00 ","0,00 ","22.490,68 ","366.111,31 ","383.889,87 ","794.778,18 "
126.,173 ,OBČINA POLZELA,"4.894.449,57 ","991.765,93 ","198.805,02 ","172.831,93 ","4.055,92 ","10.824,64 ","8.292,48 ","0,00 ","0,00 ","2.800,05 ","33.070,32 ","16.509,20 ","12.850,76 ","109,15 ","181,80 ","3.419,41 ","641.270,13 ","61.727,69 ","9.158,29 ","56.429,49 ","9.340,14 ","1.426,26 ","394.778,13 ","2.810,68 ","0,00 ","105.599,45 ","41.100,71 ","39.426,19 ","0,00 ","1.674,52 ","0,00 ","0,00 ","0,00 ","77.519,75 ","0,00 ","72.000,00 ","0,00 ","5.519,75 ","0,00 ","1.851.941,09 ","116.156,64 ","102.916,61 ","0,00 ","13.240,03 ","1.086.701,61 ","0,00 ","8.250,00 ","0,00 ","492,01 ","0,00 ","1.077.959,60 ","159.467,27 ","159.467,27 ","489.615,57 ","3.788,32 ","48.935,32 ","700,00 ","429.823,60 ","2.869,25 ","3.499,08 ","0,00 ","0,00 ","0,00 ","1.678.131,57 ","1.678.131,57 ","0,00 ","0,00 ","26.374,84 ","0,00 ","877.749,71 ","637.151,34 ","11.264,00 ","282,00 ","125.309,68 ","0,00 ","372.610,98 ","32.753,47 ","32.452,00 ","301,47 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","339.857,51 ","265.349,73 ","0,00 ","0,00 ","74.507,78 ","-207.482,89 ","-168.379,30 ","1.262.529,61 "
127.,94 ,OBČINA POSTOJNA,"15.435.440,83 ","5.143.429,25 ","1.035.539,16 ","878.190,27 ","16.992,80 ","68.346,11 ","32.781,14 ","32.130,04 ","0,00 ","7.098,80 ","169.327,46 ","83.358,84 ","67.397,57 ","570,02 ","950,67 ","17.050,36 ","3.786.547,66 ","249.979,22 ","566.489,17 ","395.810,34 ","41.604,95 ","5.936,96 ","2.004.106,29 ","189.886,00 ","395,60 ","332.339,13 ","142.014,97 ","142.014,97 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.000,00 ","0,00 ","10.000,00 ","0,00 ","0,00 ","0,00 ","5.041.969,77 ","272.426,15 ","211.315,83 ","0,00 ","61.110,32 ","2.890.882,60 ","0,00 ","27.240,00 ","0,00 ","0,00 ","0,00 ","2.863.642,60 ","806.403,79 ","806.403,79 ","1.072.257,23 ","0,00 ","100.059,93 ","10.477,68 ","961.719,62 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.148.431,53 ","5.148.431,53 ","62.036,38 ","404,86 ","196.154,75 ","163,00 ","3.130.248,07 ","473.256,35 ","648.463,45 ","0,00 ","637.704,67 ","0,00 ","101.610,28 ","101.610,28 ","101.610,28 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.283.367,19 ","1.406.144,38 ","4.550.550,89 "
128.,174 ,OBČINA PREBOLD,"3.517.929,14 ","785.483,45 ","152.018,02 ","137.720,79 ","2.829,60 ","10.601,36 ","0,00 ","0,00 ","0,00 ","866,27 ","30.804,99 ","15.468,99 ","12.198,87 ","103,69 ","172,52 ","2.860,92 ","525.220,55 ","65.610,88 ","5.928,15 ","73.140,60 ","3.973,93 ","1.868,10 ","208.659,76 ","19.136,24 ","0,00 ","146.902,89 ","51.004,20 ","51.004,20 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","26.435,69 ","4.291,04 ","13.128,10 ","0,00 ","9.016,55 ","0,00 ","1.392.116,18 ","83.900,91 ","62.192,10 ","0,00 ","21.708,81 ","824.813,30 ","0,00 ","8.565,49 ","360,00 ","0,00 ","0,00 ","815.887,81 ","99.145,04 ","99.145,04 ","384.256,93 ","1.554,29 ","40.505,88 ","6.779,11 ","292.464,30 ","42.953,35 ","0,00 ","0,00 ","0,00 ","0,00 ","1.227.271,11 ","1.227.271,11 ","0,00 ","0,00 ","30.081,75 ","1.142,51 ","891.598,90 ","272.157,09 ","0,00 ","0,00 ","32.290,86 ","0,00 ","113.058,40 ","10.500,00 ","10.500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","102.558,40 ","55.954,29 ","0,00 ","0,00 ","46.604,11 ","753.292,46 ","785.933,95 ","1.536.744,48 "
