št.",ID,OBČINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.,150 ,OBČINA BLOKE,"2.612.877,83 ","524.730,12 ","114.096,69 ","102.732,11 ","3.460,00 ","4.812,28 ","0,00 ","2.514,78 ","0,00 ","577,52 ","18.876,99 ","9.314,35 ","7.461,94 ","62,99 ","105,34 ","1.932,37 ","387.078,31 ","51.109,60 ","0,00 ","47.626,32 ","2.330,51 ","4.729,92 ","156.266,77 ","2.040,00 ","0,00 ","122.975,19 ","25,60 ","25,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.652,53 ","0,00 ","4.652,53 ","0,00 ","0,00 ","0,00 ","549.570,64 ","51.512,73 ","51.512,73 ","0,00 ","0,00 ","319.560,70 ","0,00 ","3.322,00 ","0,00 ","0,00 ","0,00 ","316.238,70 ","53.939,96 ","53.939,96 ","124.557,25 ","14.484,95 ","4.767,78 ","64,20 ","105.240,32 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.454.937,24 ","1.454.937,24 ","0,00 ","0,00 ","1.166,90 ","330,02 ","1.415.670,27 ","5.027,26 ","15.952,37 ","0,00 ","16.790,42 ","0,00 ","83.639,83 ","64.359,61 ","64.359,61 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","19.280,22 ","9.865,97 ","0,00 ","0,00 ","9.414,25 ","-286.605,41 ","-311.145,03 ","506.458,15 "
8.,4 ,OBČINA BOHINJ,"6.644.831,93 ","2.897.649,50 ","776.199,14 ","675.075,76 ","24.907,30 ","58.627,60 ","2.102,10 ","10.557,11 ","0,00 ","4.929,27 ","127.621,35 ","62.186,66 ","48.255,24 ","419,03 ","699,50 ","16.060,92 ","1.923.681,90 ","193.847,18 ","418.062,05 ","437.964,34 ","226.988,49 ","11.770,39 ","352.131,34 ","44.021,35 ","59.337,99 ","179.558,77 ","14.571,20 ","14.571,20 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","55.575,91 ","29.916,60 ","20.283,97 ","0,00 ","5.375,34 ","0,00 ","2.174.191,15 ","143.392,66 ","0,00 ","0,00 ","143.392,66 ","869.519,49 ","0,00 ","22.703,48 ","5.280,04 ","0,00 ","13.579,17 ","827.956,80 ","222.724,22 ","222.724,22 ","938.554,78 ","122.904,78 ","15.666,50 ","0,00 ","799.983,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.390.560,24 ","1.390.560,24 ","55.070,12 ","32.038,91 ","75.400,31 ","70.966,93 ","245.630,52 ","667.010,69 ","17.030,75 ","0,00 ","227.412,01 ","0,00 ","182.431,04 ","112.515,05 ","102.059,57 ","10.455,48 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","69.915,99 ","0,00 ","0,00 ","0,00 ","69.915,99 ","449.892,80 ","463.476,69 ","1.307.699,07 "
9.,5 ,OBČINA BOROVNICA,"2.803.966,00 ","732.535,00 ","154.654,00 ","138.585,00 ","4.939,00 ","7.567,00 ","0,00 ","603,00 ","0,00 ","2.960,00 ","29.327,00 ","14.458,00 ","10.112,00 ","90,00 ","150,00 ","4.517,00 ","531.035,00 ","24.148,00 ","24.802,00 ","131.071,00 ","0,00 ","530,00 ","266.097,00 ","9.119,00 ","1.000,00 ","74.268,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","17.519,00 ","9.686,00 ","5.000,00 ","2.833,00 ","0,00 ","0,00 ","1.110.357,00 ","10.582,00 ","0,00 ","0,00 ","10.582,00 ","743.977,00 ","0,00 ","19.709,00 ","0,00 ","0,00 ","0,00 ","724.268,00 ","141.250,00 ","141.250,00 ","214.548,00 ","0,00 ","3.731,00 ","0,00 ","203.432,00 ","7.385,00 ","0,00 ","0,00 ","0,00 ","0,00 ","829.992,00 ","829.992,00 ","71.852,00 ","0,00 ","37.713,00 ","0,00 ","318.651,00 ","146.762,00 ","90.516,00 ","0,00 ","164.498,00 ","0,00 ","131.082,00 ","84.082,00 ","84.082,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","47.000,00 ","0,00 ","0,00 ","0,00 ","47.000,00 ","113.907,73 ","113.708,73 ","817.179,00 "
10.,6 ,OBČINA BOVEC,"6.805.599,53 ","1.511.378,35 ","442.976,75 ","392.247,18 ","14.603,06 ","27.566,31 ","1.201,80 ","0,00 ","0,00 ","7.358,40 ","71.370,29 ","35.168,25 ","28.120,96 ","238,35 ","397,17 ","7.445,56 ","974.223,54 ","179.049,14 ","31.527,89 ","166.155,37 ","21.052,12 ","17.404,54 ","349.808,58 ","85.996,69 ","0,00 ","123.229,21 ","16.307,77 ","14.112,45 ","0,00 ","2.195,32 ","0,00 ","0,00 ","0,00 ","6.500,00 ","0,00 ","6.500,00 ","0,00 ","0,00 ","0,00 ","2.261.898,91 ","634.246,73 ","206.274,68 ","0,00 ","427.972,05 ","590.836,21 ","0,00 ","7.605,00 ","345,33 ","1.438,71 ","0,00 ","581.447,17 ","149.350,73 ","149.350,73 ","887.465,24 ","21.014,75 ","9.290,28 ","2.500,00 ","837.570,32 ","17.089,89 ","0,00 ","0,00 ","0,00 ","0,00 ","2.853.698,37 ","2.853.698,37 ","59.000,00 ","1.749,00 ","36.676,58 ","16.998,63 ","2.040.435,85 ","518.754,67 ","13.467,50 ","14.247,66 ","152.368,48 ","0,00 ","178.623,90 ","43.777,00 ","43.777,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","134.846,90 ","10.274,02 ","0,00 ","0,00 ","124.572,88 ","-74.945,96 ","-62.879,67 ","648.790,56 "
11.,151 ,OBČINA BRASLOVČE,"4.054.855,12 ","1.352.909,65 ","281.583,89 ","253.946,21 ","9.688,00 ","17.516,55 ","0,00 ","0,00 ","0,00 ","433,13 ","46.278,49 ","22.641,95 ","18.072,09 ","153,21 ","255,17 ","5.156,07 ","936.389,80 ","198.063,61 ","29.912,42 ","95.505,98 ","9.124,20 ","9.104,31 ","316.717,17 ","111.429,85 ","20.150,21 ","146.382,05 ","25.866,34 ","25.866,34 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","62.791,13 ","0,00 ","62.791,13 ","0,00 ","0,00 ","0,00 ","1.379.948,95 ","10.516,42 ","10.516,42 ","0,00 ","0,00 ","954.496,52 ","0,00 ","7.812,00 ","0,00 ","0,00 ","0,00 ","946.684,52 ","147.056,24 ","147.056,24 ","267.879,77 ","721,01 ","31.432,53 ","0,00 ","234.541,62 ","1.184,61 ","0,00 ","0,00 ","0,00 ","0,00 ","1.259.615,50 ","1.259.615,50 ","0,00 ","0,00 ","17.166,12 ","6.370,26 ","727.891,16 ","181.691,62 ","149.412,45 ","9.763,60 ","167.320,29 ","0,00 ","62.381,02 ","36.033,43 ","31.391,45 ","750,00 ","0,00 ","0,00 ","3.891,98 ","0,00 ","0,00 ","26.347,59 ","831,42 ","0,00 ","0,00 ","25.516,17 ","130.988,28 ","139.974,48 ","1.210.139,83 "
12.,7 ,OBČINA BRDA,"5.531.010,85 ","2.053.400,86 ","324.649,73 ","280.782,58 ","9.612,23 ","16.088,80 ","8.945,85 ","0,00 ","0,00 ","9.220,27 ","52.276,92 ","25.752,25 ","20.541,80 ","194,83 ","278,75 ","5.509,29 ","1.634.647,20 ","242.733,17 ","316.602,19 ","178.515,13 ","20.906,33 ","10.155,06 ","561.578,65 ","59.715,74 ","1.500,00 ","242.940,93 ","36.827,01 ","36.827,01 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.000,00 ","0,00 ","5.000,00 ","0,00 ","0,00 ","0,00 ","2.101.697,32 ","3.723,48 ","3.723,48 ","0,00 ","0,00 ","1.266.207,00 ","0,00 ","21.031,29 ","7.621,77 ","0,00 ","0,00 ","1.237.553,94 ","173.290,02 ","173.290,02 ","658.476,82 ","0,00 ","10.438,26 ","6.825,00 ","641.213,56 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.204.669,35 ","1.204.669,35 ","0,00 ","0,00 ","21.201,28 ","0,00 ","764.101,55 ","306.666,67 ","19.665,86 ","8.262,91 ","84.771,08 ","0,00 ","171.243,32 ","86.055,89 ","80.455,89 ","0,00 ","0,00 ","5.600,00 ","0,00 ","0,00 ","0,00 ","85.187,43 ","22.404,57 ","0,00 ","0,00 ","62.782,86 ","59.595,43 ","96.080,55 ","528.110,02 "
13.,8 ,OBČINA BREZOVICA,"8.536.353,03 ","1.641.369,02 ","319.499,64 ","265.780,75 ","10.380,00 ","25.161,36 ","10.266,89 ","7.333,13 ","0,00 ","577,51 ","57.912,17 ","25.264,23 ","20.239,65 ","171,09 ","285,56 ","11.951,64 ","1.140.557,81 ","357.714,90 ","0,00 ","219.192,73 ","222,76 ","13.311,64 ","276.219,58 ","55.259,02 ","4.300,00 ","214.337,18 ","54.355,49 ","54.355,49 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","69.043,91 ","0,00 ","48.960,00 ","0,00 ","20.083,91 ","0,00 ","3.682.797,82 ","21.018,11 ","12.913,11 ","0,00 ","8.105,00 ","2.339.256,58 ","0,00 ","23.080,00 ","2.550,00 ","0,00 ","0,00 ","2.313.626,58 ","231.631,98 ","231.631,98 ","1.090.891,15 ","0,00 ","9.555,28 ","0,00 ","713.079,78 ","368.256,09 ","0,00 ","0,00 ","0,00 ","0,00 ","2.868.224,49 ","2.868.224,49 ","0,00 ","0,00 ","89.095,24 ","0,00 ","1.748.727,18 ","586.413,37 ","177.136,00 ","0,00 ","266.852,70 ","0,00 ","343.961,70 ","276.253,12 ","0,00 ","182.253,12 ","0,00 ","0,00 ","0,00 ","94.000,00 ","0,00 ","67.708,58 ","42.000,00 ","0,00 ","0,00 ","25.708,58 ","-189.926,01 ","-136.209,13 ","2.179.171,84 "
14.,9 ,OBČINA BREŽICE,"24.131.737,33 ","6.870.293,76 ","1.135.319,40 ","1.021.855,90 ","18.128,08 ","81.912,14 ","2.256,42 ","9.723,09 ","0,00 ","1.443,77 ","184.899,66 ","90.190,50 ","72.253,92 ","610,82 ","1.018,57 ","20.825,85 ","5.421.105,65 ","1.203.834,51 ","84.062,18 ","892.250,06 ","14.714,43 ","8.705,26 ","2.898.644,20 ","20.123,16 ","6.363,61 ","292.408,24 ","118.969,05 ","118.969,05 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.000,00 ","0,00 ","10.000,00 ","0,00 ","0,00 ","0,00 ","9.544.503,65 ","746.126,50 ","529.339,54 ","0,00 ","216.786,96 ","4.561.894,80 ","0,00 ","42.800,00 ","24.597,92 ","0,00 ","0,00 ","4.494.496,88 ","1.013.782,69 ","1.013.782,69 ","3.222.699,66 ","66.699,54 ","249.682,26 ","973,36 ","2.905.344,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.577.083,69 ","7.577.083,69 ","76.002,00 ","129.937,08 ","487.558,85 ","97.856,70 ","5.125.100,85 ","453.611,02 ","334.411,18 ","14.248,30 ","858.357,71 ","0,00 ","139.856,23 ","42.824,23 ","0,00 ","42.824,23 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","97.032,00 ","97.032,00 ","0,00 ","0,00 ","0,00 ","136.529,13 ","243.530,82 ","5.113.393,17 "
15.,152 ,OBČINA CANKOVA,"1.485.518,43 ","581.282,94 ","233.008,39 ","191.195,54 ","13.731,34 ","16.931,78 ","90,00 ","1.520,02 ","0,00 ","9.539,71 ","35.687,21 ","18.743,90 ","13.687,12 ","120,12 ","199,68 ","2.936,39 ","311.277,60 ","42.587,93 ","5.761,57 ","117.907,30 ","9.370,70 ","875,80 ","90.715,34 ","647,16 ","0,00 ","43.411,80 ","1.309,74 ","1.309,74 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","586.614,33 ","23.876,22 ","0,00 ","0,00 ","23.876,22 ","357.203,53 ","8.032,44 ","3.165,91 ","775,20 ","0,00 ","0,00 ","345.229,98 ","60.221,12 ","60.221,12 ","145.313,46 ","7.842,03 ","32.311,32 ","289,94 ","101.543,21 ","0,00 ","3.326,96 ","0,00 ","0,00 ","0,00 ","272.585,55 ","272.585,55 ","0,00 ","1.335,97 ","10.634,70 ","0,00 ","192.112,79 ","5.640,00 ","22.346,19 ","0,00 ","40.515,90 ","0,00 ","45.035,61 ","28.021,10 ","28.021,10 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","17.014,51 ","17.014,51 ","0,00 ","0,00 ","0,00 ","-9.255,08 ","-8.005,82 ","142.460,60 "
16.,11 ,MESTNA OBČINA CELJE,"46.689.937,28 ","13.416.858,56 ","2.891.728,31 ","2.487.475,79 ","100.900,95 ","200.632,17 ","63.913,56 ","86,06 ","0,00 ","38.719,78 ","473.507,63 ","231.658,70 ","182.445,40 ","1.549,34 ","2.588,98 ","55.265,21 ","9.114.097,47 ","335.993,23 ","261.692,93 ","1.669.326,73 ","57.301,26 ","12.926,66 ","4.290.075,41 ","486.308,33 ","0,00 ","2.000.472,92 ","466.502,71 ","455.710,47 ","0,00 ","10.792,24 ","0,00 ","0,00 ","0,00 ","471.022,44 ","421.022,44 ","50.000,00 ","0,00 ","0,00 ","0,00 ","23.997.719,45 ","1.894.870,94 ","1.325.627,52 ","0,00 ","569.243,42 ","9.470.363,24 ","0,00 ","58.523,00 ","148.705,26 ","0,00 ","0,00 ","9.263.134,98 ","353.897,28 ","353.897,28 ","12.278.587,99 ","0,00 ","766.399,89 ","265.000,00 ","6.685.062,89 ","4.562.125,21 ","0,00 ","0,00 ","0,00 ","0,00 ","8.015.312,80 ","8.015.312,80 ","154.000,00 ","28.521,12 ","114.293,94 ","1.183,45 ","4.690.950,66 ","2.492.364,73 ","294.586,03 ","92.073,89 ","147.338,98 ","0,00 ","1.260.046,47 ","875.576,47 ","0,00 ","198.270,57 ","0,00 ","0,00 ","0,00 ","677.305,90 ","0,00 ","384.470,00 ","0,00 ","0,00 ","0,00 ","384.470,00 ","3.054.831,38 ","3.513.659,71 ","9.125.062,33 "
17.,12 ,OBČINA CERKLJE NA GORENJSKEM,"6.218.179,17 ","1.375.858,32 ","316.595,95 ","260.987,26 ","9.324,70 ","19.448,98 ","1.085,45 ","9.357,62 ","0,00 ","16.391,94 ","49.719,02 ","24.311,66 ","19.520,15 ","165,27 ","275,23 ","5.446,71 ","991.261,53 ","295.094,32 ","19.119,64 ","114.375,39 ","10.711,10 ","2.329,36 ","425.807,97 ","5.010,60 ","0,00 ","118.813,15 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","18.281,82 ","0,00 ","18.281,82 ","0,00 ","0,00 ","0,00 ","1.709.811,37 ","66.790,93 ","63.179,66 ","0,00 ","3.611,27 ","1.130.947,19 ","0,00 ","22.310,00 ","2.250,00 ","0,00 ","0,00 ","1.106.387,19 ","211.135,00 ","211.135,00 ","300.938,25 ","20.790,19 ","16.543,83 ","0,00 ","263.604,23 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.024.590,18 ","3.024.590,18 ","0,00 ","0,00 ","51.126,72 ","75.427,33 ","1.883.786,60 ","650.806,98 ","162.110,67 ","1.221,84 ","200.110,04 ","0,00 ","107.919,30 ","107.919,30 ","103.997,68 ","3.921,62 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","829.406,59 ","723.179,18 ","2.390.837,40 "
18.,13 ,OBČINA CERKNICA,"10.585.970,82 ","2.815.246,40 ","464.552,14 ","424.586,77 ","15.539,12 ","24.137,49 ","0,00 ","0,00 ","0,00 ","288,76 ","84.741,70 ","38.141,86 ","30.217,89 ","256,04 ","426,92 ","15.698,99 ","2.176.906,80 ","178.551,69 ","106.616,34 ","205.750,83 ","23.322,98 ","6.244,23 ","1.307.600,45 ","15.822,75 ","120.008,29 ","212.989,24 ","72.416,49 ","72.416,49 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","16.629,27 ","0,00 ","5.000,00 ","0,00 ","11.629,27 ","0,00 ","4.124.281,47 ","245.082,30 ","228.686,44 ","0,00 ","16.395,86 ","1.441.124,94 ","0,00 ","17.715,00 ","3.887,32 ","1.622,21 ","0,00 ","1.417.900,41 ","483.292,61 ","483.292,61 ","1.954.781,62 ","99.752,60 ","38.767,22 ","6.102,36 ","1.562.307,27 ","247.852,17 ","0,00 ","0,00 ","0,00 ","0,00 ","3.484.532,53 ","3.484.532,53 ","0,00 ","15.540,00 ","95.869,87 ","3.360,00 ","2.147.336,32 ","582.872,66 ","171.492,08 ","5.328,56 ","462.733,04 ","0,00 ","161.910,42 ","106.000,00 ","106.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","55.910,42 ","620,42 ","0,00 ","0,00 ","55.290,00 ","-72.536,60 ","-12.306,37 ","1.773.387,77 "
19.,14 ,OBČINA CERKNO,"4.994.934,68 ","1.529.365,94 ","264.664,47 ","225.568,47 ","8.181,88 ","14.692,08 ","2.855,10 ","4.202,72 ","0,00 ","9.164,22 ","41.888,97 ","20.874,18 ","16.518,41 ","140,61 ","234,39 ","4.121,38 ","1.057.095,58 ","95.482,36 ","0,00 ","227.546,89 ","11.986,05 ","3.287,71 ","400.012,29 ","15.084,69 ","5.000,00 ","298.695,59 ","23.875,16 ","23.798,77 ","0,00 ","76,39 ","0,00 ","0,00 ","0,00 ","141.841,76 ","22.092,71 ","62.024,64 ","0,00 ","57.724,41 ","0,00 ","1.801.961,12 ","13.467,06 ","0,00 ","0,00 ","13.467,06 ","1.192.231,21 ","0,00 ","9.859,46 ","0,00 ","0,00 ","0,00 ","1.182.371,75 ","175.793,26 ","175.793,26 ","420.469,59 ","0,00 ","9.214,05 ","172,60 ","408.727,61 ","2.355,33 ","0,00 ","0,00 ","0,00 ","0,00 ","1.410.364,23 ","1.410.364,23 ","0,00 ","0,00 ","29.673,15 ","48.816,10 ","231.217,12 ","936.708,90 ","31.588,15 ","0,00 ","132.360,81 ","0,00 ","253.243,39 ","125.160,50 ","111.505,14 ","0,00 ","0,00 ","0,00 ","13.655,36 ","0,00 ","0,00 ","128.082,89 ","15.176,59 ","0,00 ","0,00 ","112.906,30 ","134.816,63 ","150.268,47 ","1.258.087,83 "
20.,153 ,OBČINA CERKVENJAK,"2.188.489,04 ","494.200,09 ","181.876,85 ","159.342,35 ","5.935,76 ","10.451,50 ","5.858,48 ","0,00 ","0,00 ","288,76 ","29.538,28 ","14.905,86 ","11.609,05 ","99,28 ","165,38 ","2.758,71 ","251.805,63 ","56.650,49 ","0,00 ","81.399,70 ","4.605,91 ","2.498,74 ","74.798,35 ","112,91 ","0,00 ","31.739,53 ","6.987,84 ","3.157,17 ","3.830,67 ","0,00 ","0,00 ","0,00 ","0,00 ","23.991,49 ","0,00 ","23.991,49 ","0,00 ","0,00 ","0,00 ","577.677,01 ","16.230,24 ","0,00 ","0,00 ","16.230,24 ","321.894,44 ","0,00 ","5.734,38 ","0,00 ","0,00 ","0,00 ","316.160,06 ","62.607,81 ","62.607,81 ","176.944,52 ","0,00 ","6.899,34 ","0,00 ","170.045,18 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.064.140,92 ","1.064.140,92 ","0,00 ","0,00 ","12.911,33 ","0,00 ","937.682,32 ","23.508,31 ","1.823,74 ","0,00 ","88.215,22 ","0,00 ","52.471,02 ","28.288,58 ","21.092,99 ","0,00 ","0,00 ","0,00 ","7.195,59 ","0,00 ","0,00 ","24.182,44 ","3.339,23 ","0,00 ","0,00 ","20.843,21 ","-438.454,42 ","-431.554,50 ","471.142,28 "
21.,196 ,OBČINA CIRKULANE,"3.385.253,41 ","589.779,78 ","174.830,10 ","133.308,87 ","7.097,50 ","11.346,68 ","5.802,18 ","786,07 ","0,00 ","16.488,80 ","25.924,20 ","13.711,10 ","9.918,72 ","87,07 ","145,26 ","2.062,05 ","371.121,30 ","65.483,13 ","0,00 ","23.426,90 ","1.954,70 ","939,86 ","131.924,13 ","0,00 ","0,00 ","147.392,58 ","2.490,69 ","2.490,69 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","15.413,49 ","0,00 ","15.413,49 ","0,00 ","0,00 ","0,00 ","715.139,05 ","22.800,00 ","0,00 ","0,00 ","22.800,00 ","431.006,49 ","0,00 ","3.450,00 ","0,00 ","0,00 ","0,00 ","427.556,49 ","73.791,23 ","73.791,23 ","187.541,33 ","21.264,94 ","26.398,65 ","0,00 ","139.877,74 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.014.911,84 ","2.014.911,84 ","314.521,80 ","0,00 ","3.275,27 ","324,00 ","1.552.198,26 ","61.429,71 ","46.840,00 ","2.328,00 ","33.994,80 ","0,00 ","65.422,74 ","63.962,00 ","63.962,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.460,74 ","1.460,74 ","0,00 ","0,00 ","0,00 ","-128.968,96 ","-126.556,62 ","642.371,52 "
22.,15 ,OBČINA ČRENŠOVCI,"3.406.103,01 ","978.805,52 ","203.636,36 ","177.729,67 ","10.397,72 ","14.931,46 ","0,00 ","0,00 ","0,00 ","577,51 ","33.994,36 ","18.076,14 ","12.623,41 ","100,22 ","174,01 ","3.020,58 ","733.375,29 ","90.164,55 ","29.450,68 ","138.860,20 ","10.115,23 ","11.877,02 ","366.210,45 ","684,00 ","0,00 ","86.013,16 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.799,51 ","7.799,51 ","0,00 ","0,00 ","0,00 ","0,00 ","1.238.279,35 ","21.907,81 ","2.667,41 ","0,00 ","19.240,40 ","831.454,39 ","0,00 ","0,00 ","3.828,00 ","0,00 ","0,00 ","827.626,39 ","73.323,78 ","73.323,78 ","311.593,37 ","8.706,42 ","60.850,26 ","0,00 ","236.554,94 ","4.194,04 ","1.287,71 ","0,00 ","0,00 ","0,00 ","1.013.258,90 ","1.013.258,90 ","0,00 ","0,00 ","4.212,47 ","0,00 ","284.036,17 ","420.226,08 ","5.479,76 ","2.754,00 ","296.550,42 ","0,00 ","175.759,24 ","116.573,11 ","0,00 ","79.233,91 ","0,00 ","0,00 ","0,00 ","37.339,20 ","0,00 ","59.186,13 ","0,00 ","0,00 ","0,00 ","59.186,13 ","-155.239,49 ","-155.646,72 ","499.117,31 "
23.,16 ,OBČINA ČRNA NA KOROŠKEM,"3.923.591,42 ","1.539.783,80 ","313.881,85 ","275.372,66 ","10.824,74 ","19.092,31 ","3.886,43 ","3.571,82 ","0,00 ","1.133,89 ","51.584,19 ","26.541,51 ","19.215,71 ","162,80 ","271,23 ","5.392,94 ","1.084.840,55 ","109.840,74 ","26.783,33 ","196.014,66 ","34.024,29 ","6.651,40 ","528.425,90 ","6.939,70 ","12.000,00 ","164.160,53 ","49.477,21 ","49.477,21 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","40.000,00 ","0,00 ","40.000,00 ","0,00 ","0,00 ","0,00 ","1.250.635,31 ","38.901,29 ","0,00 ","0,00 ","38.901,29 ","733.508,22 ","0,00 ","5.592,00 ","0,00 ","0,00 ","0,00 ","727.916,22 ","169.455,77 ","169.455,77 ","308.770,03 ","8.674,23 ","20.240,06 ","1.788,00 ","278.067,74 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.065.203,06 ","1.065.203,06 ","65.912,38 ","0,00 ","87.806,09 ","111,01 ","708.425,52 ","83.969,59 ","0,00 ","0,00 ","118.978,47 ","0,00 ","67.969,25 ","8.000,00 ","8.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","59.969,25 ","5.263,84 ","0,00 ","33.330,45 ","21.374,96 ","295.739,03 ","345.118,70 ","544.366,67 "
24.,17 ,OBČINA ČRNOMELJ,"14.058.854,29 ","2.774.042,65 ","735.216,73 ","662.292,50 ","27.318,14 ","42.776,58 ","0,00 ","230,70 ","0,00 ","2.598,81 ","121.922,69 ","58.633,38 ","46.972,98 ","397,52 ","662,48 ","15.256,33 ","1.830.819,94 ","99.237,76 ","0,00 ","212.500,93 ","7.794,39 ","6.769,09 ","1.217.813,36 ","709,91 ","2.492,98 ","283.501,52 ","86.083,29 ","85.160,92 ","0,00 ","922,37 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.440.398,91 ","142.724,65 ","0,00 ","0,00 ","142.724,65 ","2.797.083,51 ","0,00 ","0,00 ","600,00 ","0,00 ","0,00 ","2.796.483,51 ","476.995,16 ","476.995,16 ","2.023.595,59 ","1.067,27 ","101.506,98 ","1.912,74 ","1.874.673,16 ","44.435,44 ","0,00 ","0,00 ","0,00 ","0,00 ","5.241.811,82 ","5.241.811,82 ","11.400,00 ","0,00 ","54.505,27 ","0,00 ","4.233.459,52 ","187.428,85 ","36.914,43 ","1.224,00 ","716.879,75 ","0,00 ","602.600,91 ","77.077,26 ","22.694,00 ","54.383,26 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","525.523,65 ","253.098,73 ","0,00 ","0,00 ","272.424,92 ","-762.920,22 ","-680.992,44 ","1.870.337,94 "
25.,18 ,OBČINA DESTRNIK,"2.214.560,26 ","747.075,14 ","129.345,59 ","105.484,78 ","2.244,75 ","6.456,56 ","0,00 ","0,00 ","0,00 ","15.159,50 ","22.616,01 ","9.437,10 ","7.463,92 ","64,06 ","106,57 ","5.544,36 ","581.958,09 ","24.643,63 ","52,62 ","64.779,50 ","6.725,33 ","130,35 ","334.538,59 ","3.165,95 ","0,00 ","147.922,12 ","13.155,45 ","13.155,45 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","822.669,17 ","18.498,83 ","0,00 ","0,00 ","18.498,83 ","494.240,55 ","0,00 ","2.197,25 ","0,00 ","0,00 ","0,00 ","492.043,30 ","43.540,59 ","43.540,59 ","266.389,20 ","0,00 ","21.215,13 ","0,00 ","245.174,07 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","642.057,73 ","642.057,73 ","0,00 ","0,00 ","4.833,69 ","0,00 ","469.303,70 ","0,00 ","61.711,00 ","0,00 ","106.209,34 ","0,00 ","2.758,22 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.758,22 ","2.758,22 ","0,00 ","0,00 ","0,00 ","74.034,28 ","86.857,89 ","435.655,16 "
