št.",ID,OBČINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169.,119 ,OBČINA ŠENTJERNEJ,"9.030.478,02 ","2.163.004,03 ","380.126,63 ","317.141,21 ","10.993,92 ","34.930,24 ","1.468,44 ","14.903,82 ","0,00 ","689,00 ","59.965,99 ","29.992,22 ","23.723,68 ","202,20 ","337,02 ","5.710,87 ","1.667.296,35 ","295.077,59 ","15.054,39 ","281.178,88 ","11.553,20 ","4.702,12 ","774.953,22 ","120.053,21 ","0,00 ","164.723,74 ","55.615,06 ","0,00 ","55.615,06 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.610.537,81 ","151.797,14 ","0,00 ","0,00 ","151.797,14 ","1.095.626,18 ","0,00 ","10.349,04 ","12.150,02 ","39,82 ","0,00 ","1.073.087,30 ","84.883,56 ","84.883,56 ","278.230,93 ","2.280,00 ","49.756,48 ","1.000,00 ","219.448,07 ","5.746,38 ","0,00 ","0,00 ","0,00 ","0,00 ","5.148.355,64 ","5.148.355,64 ","0,00 ","0,00 ","95.072,86 ","0,00 ","4.383.867,54 ","251.304,00 ","59.128,26 ","6.016,77 ","352.966,21 ","108.580,54 ","5.800,00 ","5.800,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","102.780,54 ","52.596,38 ","0,00 ","0,00 ","50.184,16 ","-3.016.051,83 ","-2.965.609,13 ","972.282,60 "
170.,120 ,OBČINA ŠENTJUR,"20.630.591,48 ","4.832.947,19 ","825.403,15 ","666.792,63 ","26.208,00 ","47.170,18 ","50.620,22 ","27.915,63 ","0,00 ","6.696,49 ","152.339,91 ","67.336,67 ","53.945,11 ","456,64 ","760,93 ","29.840,56 ","3.356.954,49 ","279.683,67 ","390.945,88 ","240.933,76 ","45.816,86 ","33.483,03 ","1.961.559,54 ","22.736,60 ","60.591,42 ","321.203,73 ","154.619,99 ","0,00 ","131.343,80 ","0,00 ","23.276,19 ","0,00 ","0,00 ","0,00 ","343.629,65 ","0,00 ","343.629,65 ","0,00 ","0,00 ","0,00 ","5.909.551,00 ","32.275,79 ","32.275,79 ","0,00 ","0,00 ","3.263.098,30 ","0,00 ","31.050,00 ","0,00 ","0,00 ","18.000,00 ","3.214.048,30 ","1.011.416,07 ","1.011.416,07 ","1.602.760,84 ","402.544,47 ","171.430,82 ","0,00 ","1.020.309,48 ","8.476,07 ","0,00 ","0,00 ","0,00 ","0,00 ","9.118.590,99 ","9.118.590,99 ","264,00 ","12.047,79 ","49.376,78 ","1.838,40 ","7.328.965,02 ","990.172,09 ","289.183,85 ","765,11 ","445.977,95 ","769.502,30 ","112.184,43 ","0,00 ","112.184,43 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","657.317,87 ","24.970,74 ","0,00 ","0,00 ","632.347,13 ","-566.913,22 ","-425.519,23 ","2.004.824,44 "
171.,211 ,OBČINA ŠENTRUPERT,"3.485.127,93 ","853.862,59 ","159.100,14 ","131.997,36 ","4.256,00 ","13.872,67 ","3.417,56 ","4.690,28 ","0,00 ","866,27 ","24.744,68 ","12.399,31 ","9.933,50 ","84,01 ","140,07 ","2.187,79 ","663.368,09 ","128.163,79 ","0,00 ","51.751,51 ","0,00 ","3.164,79 ","274.947,72 ","11.337,65 ","24.198,93 ","169.803,70 ","6.649,68 ","0,00 ","6.649,68 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","720.201,79 ","20.911,80 ","0,00 ","0,00 ","20.911,80 ","391.136,97 ","0,00 ","4.160,00 ","0,00 ","0,00 ","4.355,00 ","382.621,97 ","95.241,30 ","95.241,30 ","212.911,72 ","1.789,45 ","5.932,32 ","9.806,03 ","195.383,92 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.802.384,34 ","1.802.384,34 ","0,00 ","0,00 ","4.897,37 ","0,00 ","1.498.446,46 ","5.835,97 ","0,00 ","7.275,60 ","285.928,94 ","108.679,21 ","51.545,30 ","1.000,00 ","17.776,03 ","0,00 ","0,00 ","3.769,27 ","29.000,00 ","0,00 ","57.133,91 ","0,00 ","0,00 ","0,00 ","57.133,91 ","-22.906,36 ","-21.229,30 ","881.214,66 "
172.,121 ,OBČINA ŠKOCJAN,"3.024.734,25 ","961.154,72 ","290.343,98 ","230.016,33 ","9.944,79 ","31.816,12 ","11.795,93 ","1.334,47 ","0,00 ","5.436,34 ","43.777,06 ","21.563,37 ","17.275,16 ","146,12 ","243,71 ","4.548,70 ","565.876,65 ","60.322,41 ","0,00 ","53.602,56 ","5.413,38 ","24.768,80 ","309.732,99 ","13.523,04 ","0,00 ","98.513,47 ","13.969,63 ","0,00 ","13.969,63 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","47.187,40 ","0,00 ","47.187,40 ","0,00 ","0,00 ","0,00 ","1.037.192,53 ","67.478,42 ","25.207,72 ","0,00 ","42.270,70 ","747.680,02 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","747.680,02 ","81.214,74 ","81.214,74 ","140.819,35 ","1.188,03 ","34.559,50 ","720,00 ","102.249,20 ","2.102,62 ","0,00 ","0,00 ","0,00 ","0,00 ","784.307,02 ","784.307,02 ","0,00 ","0,00 ","13.498,19 ","0,00 ","727.576,72 ","5.285,04 ","0,00 ","7.942,20 ","30.004,87 ","242.079,98 ","231.044,38 ","48.839,10 ","182.205,28 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","11.035,60 ","1.210,00 ","0,00 ","0,00 ","9.825,60 ","121.092,49 ","118.612,69 ","272.064,37 "
173.,122 ,OBČINA ŠKOFJA LOKA,"26.328.879,04 ","5.923.335,59 ","1.330.200,27 ","1.149.936,32 ","42.135,09 ","91.854,72 ","9.456,08 ","21.901,97 ","0,00 ","14.916,09 ","214.021,55 ","105.020,98 ","84.130,06 ","711,97 ","1.186,66 ","22.971,88 ","3.971.153,26 ","917.843,97 ","138.946,51 ","343.157,24 ","13.645,72 ","23.456,94 ","1.767.808,09 ","68.365,22 ","3.636,40 ","694.293,17 ","179.209,51 ","0,00 ","33.165,11 ","0,00 ","146.044,40 ","0,00 ","0,00 ","0,00 ","228.751,00 ","0,00 ","228.751,00 ","0,00 ","0,00 ","0,00 ","5.956.264,83 ","99.400,17 ","0,00 ","0,00 ","99.400,17 ","3.841.404,33 ","0,00 ","48.480,81 ","44.006,20 ","0,00 ","0,00 ","3.748.917,32 ","669.966,85 ","669.966,85 ","1.345.493,48 ","0,00 ","60.435,89 ","10.706,42 ","1.263.589,83 ","10.761,34 ","0,00 ","0,00 ","0,00 ","0,00 ","11.329.136,76 ","11.329.136,76 ","225.814,39 ","0,00 ","101.724,73 ","0,00 ","8.153.529,82 ","1.593.233,68 ","752.932,66 ","0,00 ","501.901,48 ","3.120.141,86 ","268.800,66 ","219.318,56 ","0,00 ","0,00 ","0,00 ","49.482,10 ","0,00 ","0,00 ","2.851.341,20 ","0,00 ","0,00 ","0,00 ","2.851.341,20 ","-5.588.021,01 ","-5.415.097,45 ","5.174.939,26 "
174.,123 ,OBČINA ŠKOFLJICA,"7.416.430,95 ","1.987.092,53 ","455.788,77 ","367.621,05 ","16.296,00 ","57.750,17 ","6.963,38 ","7.158,17 ","0,00 ","0,00 ","69.604,07 ","33.742,66 ","27.027,88 ","230,20 ","381,26 ","8.222,07 ","1.461.699,69 ","504.751,82 ","5.180,80 ","209.438,12 ","13.285,32 ","3.139,80 ","465.822,30 ","46.043,92 ","0,00 ","214.037,61 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.115.487,27 ","433,07 ","0,00 ","0,00 ","433,07 ","1.418.373,32 ","0,00 ","18.851,72 ","2.606,00 ","0,00 ","0,00 ","1.396.915,60 ","124.679,42 ","124.679,42 ","572.001,46 ","7.192,00 ","72.361,82 ","0,00 ","492.447,64 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.173.867,83 ","3.173.867,83 ","0,00 ","0,00 ","68.956,26 ","26.867,27 ","1.261.486,23 ","21.866,95 ","1.304.931,10 ","13.548,58 ","476.211,44 ","139.983,32 ","63.020,10 ","54.438,00 ","0,00 ","0,00 ","0,00 ","8.582,10 ","0,00 ","0,00 ","76.963,22 ","0,00 ","0,00 ","0,00 ","76.963,22 ","-659.339,12 ","-770.824,23 ","2.198.615,51 "
175.,124 ,OBČINA ŠMARJE PRI JELŠAH,"9.735.671,17 ","2.191.293,24 ","598.133,18 ","521.411,97 ","25.010,00 ","47.525,13 ","3.608,57 ","0,00 ","0,00 ","577,51 ","98.571,77 ","48.146,86 ","38.991,24 ","311,39 ","537,24 ","10.585,04 ","1.399.197,03 ","146.068,24 ","8.537,50 ","104.798,21 ","15.409,48 ","5.960,07 ","795.951,05 ","15.184,83 ","0,00 ","307.287,65 ","55.391,26 ","0,00 ","24.404,15 ","0,00 ","30.987,11 ","0,00 ","0,00 ","0,00 ","40.000,00 ","0,00 ","40.000,00 ","0,00 ","0,00 ","0,00 ","3.056.678,98 ","157.899,72 ","25.707,72 ","0,00 ","132.192,00 ","1.943.859,80 ","0,00 ","23.200,00 ","0,00 ","150,34 ","0,00 ","1.920.509,46 ","270.717,32 ","270.717,32 ","684.202,14 ","0,00 ","111.171,17 ","7.400,00 ","533.997,19 ","1.699,38 ","29.934,40 ","0,00 ","0,00 ","0,00 ","3.929.747,07 ","3.929.747,07 ","0,00 ","0,00 ","35.719,22 ","0,00 ","2.835.988,63 ","293.764,56 ","212.496,47 ","300,00 ","551.478,19 ","557.951,88 ","438.179,88 ","145.463,36 ","286.716,52 ","0,00 ","0,00 ","6.000,00 ","0,00 ","0,00 ","119.772,00 ","18.081,44 ","0,00 ","0,00 ","101.690,56 ","-671.826,19 ","-624.448,92 ","1.525.612,65 "
176.,206 ,OBČINA ŠMARJEŠKE TOPLICE,"2.778.915,30 ","830.321,57 ","218.696,13 ","172.928,38 ","6.888,00 ","19.648,01 ","5.909,55 ","5.133,12 ","0,00 ","8.189,07 ","33.747,22 ","17.206,35 ","13.784,47 ","116,69 ","194,47 ","2.445,24 ","577.878,22 ","101.278,31 ","18.245,61 ","76.181,76 ","0,00 ","9.003,02 ","220.201,79 ","5.371,44 ","18.431,29 ","129.165,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","907.438,11 ","18.051,00 ","0,00 ","0,00 ","18.051,00 ","667.973,76 ","0,00 ","8.400,00 ","0,00 ","0,00 ","39,48 ","659.534,28 ","69.661,00 ","69.661,00 ","151.752,35 ","0,00 ","13.862,00 ","0,00 ","123.759,72 ","14.130,63 ","0,00 ","0,00 ","0,00 ","0,00 ","973.387,62 ","973.387,62 ","0,00 ","0,00 ","18.233,15 ","13.959,00 ","629.591,27 ","0,00 ","7.354,29 ","0,00 ","304.249,91 ","67.768,00 ","64.683,00 ","58.684,50 ","5.998,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.085,00 ","985,00 ","0,00 ","0,00 ","2.100,00 ","7.285,86 ","-14.176,49 ","450.808,44 "
177.,125 ,OBČINA ŠMARTNO OB PAKI,"2.969.193,99 ","1.286.586,22 ","132.810,67 ","124.587,38 ","3.276,00 ","4.514,16 ","0,00 ","0,00 ","0,00 ","433,13 ","22.454,39 ","11.025,96 ","8.833,24 ","74,74 ","124,59 ","2.395,86 ","627.903,61 ","48.600,44 ","7.569,79 ","53.404,88 ","0,00 ","4.540,80 ","377.849,71 ","1.282,50 ","0,00 ","134.655,49 ","10.498,74 ","0,00 ","10.498,74 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","492.918,81 ","1.000,00 ","490.593,66 ","0,00 ","1.325,15 ","0,00 ","1.062.744,26 ","10.592,15 ","0,00 ","0,00 ","10.592,15 ","531.779,04 ","0,00 ","2.400,00 ","0,00 ","0,00 ","0,00 ","529.379,04 ","93.415,51 ","93.415,51 ","426.957,56 ","12.741,54 ","28.387,71 ","231,72 ","385.596,59 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","413.306,52 ","413.306,52 ","84.580,37 ","0,00 ","10.902,11 ","0,00 ","160.247,46 ","112.985,72 ","35.000,00 ","0,00 ","9.590,86 ","206.556,99 ","35.748,99 ","0,00 ","35.748,99 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","170.808,00 ","5.808,00 ","0,00 ","0,00 ","165.000,00 ","-82.701,59 ","-72.669,06 ","-186.513,41 "
178.,194 ,OBČINA ŠMARTNO PRI LITIJI,"4.802.059,21 ","1.297.396,30 ","205.446,03 ","176.930,96 ","6.720,00 ","19.428,64 ","897,96 ","1.468,47 ","0,00 ","0,00 ","31.272,48 ","15.113,74 ","12.823,11 ","108,49 ","180,86 ","3.046,28 ","1.026.233,91 ","117.293,07 ","91.558,27 ","89.602,81 ","9.482,35 ","200,89 ","486.182,57 ","10.863,35 ","2.086,45 ","218.964,15 ","14.443,88 ","0,00 ","14.443,88 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","20.000,00 ","0,00 ","20.000,00 ","0,00 ","0,00 ","0,00 ","1.538.516,78 ","9.474,52 ","0,00 ","0,00 ","9.474,52 ","993.162,90 ","0,00 ","18.164,03 ","0,00 ","0,00 ","2.187,12 ","972.811,75 ","75.918,66 ","75.918,66 ","459.960,70 ","13.622,16 ","35.219,14 ","0,00 ","351.734,48 ","59.384,92 ","0,00 ","0,00 ","0,00 ","0,00 ","1.653.821,46 ","1.653.821,46 ","0,00 ","0,00 ","148.857,53 ","0,00 ","1.234.172,23 ","85.389,83 ","14.148,00 ","5.000,47 ","166.253,40 ","312.324,67 ","179.793,36 ","0,00 ","128.247,60 ","0,00 ","0,00 ","22.286,36 ","29.259,40 ","0,00 ","132.531,31 ","42,00 ","0,00 ","0,00 ","132.489,31 ","-254.270,97 ","-247.169,16 ","986.598,28 "
179.,126 ,OBČINA ŠOŠTANJ,"13.471.406,92 ","2.963.566,63 ","341.853,05 ","290.546,45 ","12.768,00 ","20.240,12 ","15.926,06 ","0,00 ","0,00 ","2.372,42 ","55.163,72 ","26.808,73 ","21.477,26 ","181,76 ","302,89 ","6.393,08 ","2.527.412,91 ","104.001,72 ","623,76 ","164.337,72 ","3.577,82 ","5.780,44 ","1.662.649,12 ","47.880,00 ","0,00 ","538.562,33 ","15.120,52 ","0,00 ","4.420,69 ","0,00 ","10.699,83 ","0,00 ","0,00 ","0,00 ","24.016,43 ","0,00 ","23.000,00 ","0,00 ","1.016,43 ","0,00 ","2.888.830,51 ","25.928,76 ","0,00 ","0,00 ","25.928,76 ","1.915.010,16 ","0,00 ","13.094,80 ","18.883,22 ","861,75 ","0,00 ","1.882.170,39 ","263.570,65 ","263.570,65 ","684.320,94 ","0,00 ","102.169,66 ","1.547,19 ","521.385,53 ","41.761,22 ","17.457,34 ","0,00 ","0,00 ","0,00 ","6.222.400,72 ","6.222.400,72 ","1.562.693,00 ","0,00 ","159.850,72 ","6.597,60 ","1.460.983,12 ","2.230.500,41 ","478.819,93 ","0,00 ","322.955,94 ","1.396.609,06 ","1.349.929,69 ","283.500,00 ","1.066.429,69 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","46.679,37 ","20.941,99 ","0,00 ","0,00 ","25.737,38 ","-1.226.308,80 ","-1.240.561,45 ","3.476.378,53 "
180.,127 ,OBČINA ŠTORE,"2.298.402,18 ","973.107,61 ","204.202,57 ","160.817,44 ","9.536,23 ","17.819,08 ","4.505,74 ","7.099,74 ","0,00 ","4.424,34 ","32.469,38 ","16.107,10 ","12.249,83 ","103,69 ","175,53 ","3.833,23 ","679.752,85 ","106.682,86 ","6.504,64 ","55.347,42 ","7.979,15 ","6.575,15 ","329.727,03 ","13.394,52 ","33.817,64 ","119.724,44 ","46.497,81 ","0,00 ","15.388,62 ","0,00 ","31.109,19 ","0,00 ","0,00 ","0,00 ","10.185,00 ","10.185,00 ","0,00 ","0,00 ","0,00 ","0,00 ","764.468,45 ","639,26 ","0,00 ","0,00 ","639,26 ","536.444,30 ","0,00 ","6.250,00 ","200,00 ","676,00 ","0,00 ","529.318,30 ","66.650,89 ","66.650,89 ","160.734,00 ","2.436,72 ","45.671,00 ","0,00 ","107.043,26 ","1.753,88 ","3.829,14 ","0,00 ","0,00 ","0,00 ","544.706,75 ","544.706,75 ","53.593,59 ","0,00 ","82.285,41 ","0,00 ","370.977,15 ","5.073,22 ","444,00 ","0,00 ","32.333,38 ","16.119,37 ","10.000,00 ","10.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.119,37 ","6.119,37 ","0,00 ","0,00 ","0,00 ","636.391,65 ","681.628,38 ","938.226,89 "
181.,184 ,OBČINA TABOR,"1.511.588,87 ","493.276,67 ","136.313,92 ","111.681,67 ","5.376,00 ","10.497,12 ","8.759,13 ","0,00 ","0,00 ","0,00 ","23.293,26 ","10.641,30 ","8.463,76 ","71,58 ","121,15 ","3.995,47 ","317.340,32 ","38.638,95 ","4.438,69 ","42.024,20 ","20,19 ","5.397,98 ","112.362,81 ","26.310,82 ","0,00 ","88.146,68 ","12.866,83 ","0,00 ","12.446,33 ","0,00 ","420,50 ","0,00 ","0,00 ","0,00 ","3.462,34 ","71,51 ","3.390,83 ","0,00 ","0,00 ","0,00 ","502.165,68 ","2.857,54 ","0,00 ","0,00 ","2.857,54 ","312.966,45 ","0,00 ","5.500,00 ","4.332,12 ","0,00 ","0,00 ","303.134,33 ","59.379,71 ","59.379,71 ","126.961,98 ","0,00 ","15.745,80 ","2.073,48 ","89.419,29 ","19.723,41 ","0,00 ","0,00 ","0,00 ","0,00 ","362.943,12 ","362.943,12 ","0,00 ","0,00 ","15.502,69 ","0,00 ","225.781,94 ","65.931,91 ","0,00 ","0,00 ","55.726,58 ","153.203,40 ","1.762,28 ","1.762,28 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","151.441,12 ","146.068,22 ","0,00 ","0,00 ","5.372,90 ","-219.022,27 ","-206.174,02 ","-23.305,82 "
182.,10 ,OBČINA TIŠINA,"3.588.399,08 ","1.053.216,15 ","311.176,20 ","261.614,47 ","17.360,00 ","26.983,29 ","3.306,07 ","1.912,37 ","0,00 ","0,00 ","49.746,37 ","25.745,17 ","18.701,43 ","158,29 ","274,09 ","4.867,39 ","601.075,13 ","56.313,97 ","96.182,63 ","243.337,76 ","20.251,58 ","1.066,12 ","99.817,58 ","0,00 ","3.526,80 ","80.578,69 ","10.854,94 ","0,00 ","702,03 ","0,00 ","10.152,91 ","0,00 ","0,00 ","0,00 ","80.363,51 ","52.863,78 ","14.359,73 ","0,00 ","13.140,00 ","0,00 ","973.521,11 ","0,00 ","0,00 ","0,00 ","0,00 ","658.060,03 ","0,00 ","863,67 ","30.647,50 ","0,00 ","0,00 ","626.548,86 ","80.651,05 ","80.651,05 ","234.810,03 ","0,00 ","64.657,69 ","430,56 ","169.721,78 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.468.524,31 ","1.468.524,31 ","0,00 ","5.584,28 ","37.707,84 ","3.970,57 ","1.280.581,86 ","28.923,15 ","5.544,01 ","7.278,57 ","98.934,03 ","93.137,51 ","46.561,30 ","46.561,30 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","46.576,21 ","39.926,21 ","0,00 ","0,00 ","6.650,00 ","-187.936,50 ","-181.943,05 ","525.284,60 "
183.,128 ,OBČINA TOLMIN,"11.926.921,66 ","2.176.747,54 ","445.034,47 ","404.565,49 ","13.160,00 ","24.693,22 ","1.316,36 ","0,00 ","0,00 ","1.299,40 ","73.178,19 ","35.920,54 ","28.776,96 ","243,49 ","405,80 ","7.831,40 ","1.513.534,88 ","101.896,85 ","0,00 ","178.026,41 ","14.497,51 ","4.896,84 ","901.199,82 ","5.731,69 ","9.284,44 ","298.001,32 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","145.000,00 ","0,00 ","145.000,00 ","0,00 ","0,00 ","0,00 ","4.290.129,24 ","50.826,59 ","0,00 ","0,00 ","50.826,59 ","1.762.702,38 ","0,00 ","20.800,00 ","0,00 ","0,00 ","0,00 ","1.741.902,38 ","286.869,38 ","286.869,38 ","2.189.730,89 ","235.621,33 ","84.324,04 ","0,00 ","1.712.639,94 ","157.145,58 ","0,00 ","0,00 ","0,00 ","0,00 ","3.122.723,72 ","3.122.723,72 ","46.002,03 ","0,00 ","69.444,93 ","0,00 ","1.046.102,28 ","1.396.431,80 ","204.608,30 ","240,00 ","359.894,38 ","2.337.321,16 ","1.693.083,49 ","176.419,00 ","1.516.664,49 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","644.237,67 ","277.661,13 ","0,00 ","0,00 ","366.576,54 ","959.566,59 ","953.494,06 ","3.416.648,47 "
184.,129 ,OBČINA TRBOVLJE,"16.412.877,49 ","3.302.686,10 ","847.615,54 ","740.938,36 ","28.630,60 ","44.807,30 ","12.905,59 ","3.920,54 ","0,00 ","16.413,15 ","136.715,51 ","66.529,44 ","53.298,62 ","451,09 ","751,70 ","15.684,66 ","2.283.838,27 ","342.671,28 ","25.449,11 ","345.118,07 ","35.475,80 ","8.749,13 ","1.086.877,50 ","65.371,82 ","0,00 ","374.125,56 ","34.516,78 ","0,00 ","34.516,78 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.705.208,85 ","8.409,71 ","0,00 ","0,00 ","8.409,71 ","2.786.030,33 ","0,00 ","3.738,31 ","163.585,80 ","0,00 ","0,00 ","2.618.706,22 ","500.104,14 ","500.104,14 ","2.410.664,67 ","0,00 ","131.298,56 ","0,00 ","2.237.046,30 ","2.910,57 ","39.409,24 ","0,00 ","0,00 ","0,00 ","6.631.485,79 ","6.631.485,79 ","0,00 ","28.030,75 ","219.638,48 ","6.542,24 ","4.618.220,10 ","1.068.227,55 ","72.285,47 ","0,00 ","618.541,20 ","773.496,75 ","350.280,29 ","4.755,20 ","296.759,09 ","0,00 ","0,00 ","0,00 ","48.766,00 ","0,00 ","423.216,46 ","0,00 ","0,00 ","0,00 ","423.216,46 ","-1.547.357,64 ","-1.536.138,88 ","2.652.014,31 "
185.,130 ,OBČINA TREBNJE,"13.961.120,54 ","2.865.365,26 ","564.129,07 ","497.925,00 ","18.976,00 ","38.372,84 ","3.480,57 ","3.379,42 ","0,00 ","1.995,24 ","91.412,34 ","44.658,37 ","35.776,95 ","302,88 ","504,56 ","10.169,58 ","2.197.991,59 ","90.156,60 ","0,00 ","165.122,84 ","6.751,19 ","6.790,21 ","812.381,70 ","44.981,26 ","0,00 ","1.071.807,79 ","11.832,26 ","0,00 ","11.832,26 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.549.936,95 ","82.013,37 ","0,00 ","0,00 ","82.013,37 ","2.465.730,44 ","0,00 ","34.676,00 ","5.152,26 ","0,00 ","54.486,00 ","2.371.416,18 ","709.258,41 ","709.258,41 ","1.292.934,73 ","279.543,79 ","69.876,56 ","35.377,00 ","908.137,38 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.868.405,50 ","4.868.405,50 ","0,00 ","0,00 ","167.690,43 ","0,00 ","3.612.783,01 ","826.155,27 ","77.718,00 ","0,00 ","184.058,79 ","1.677.412,83 ","916.910,42 ","296.462,76 ","557.495,66 ","0,00 ","0,00 ","17.952,00 ","45.000,00 ","0,00 ","760.502,41 ","0,00 ","0,00 ","0,00 ","760.502,41 ","-1.832.958,25 ","-1.868.041,98 ","2.911.619,85 "
186.,185 ,OBČINA TRNOVSKA VAS,"1.340.739,35 ","349.841,66 ","101.816,79 ","88.111,23 ","4.032,00 ","9.140,32 ","362,19 ","171,05 ","0,00 ","0,00 ","16.756,51 ","7.331,13 ","6.398,52 ","54,12 ","91,45 ","2.881,29 ","194.862,78 ","23.463,47 ","1.785,29 ","41.713,74 ","2.035,95 ","2.156,23 ","51.664,64 ","0,00 ","0,00 ","72.043,46 ","2.931,00 ","0,00 ","2.931,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","33.474,58 ","0,00 ","33.474,58 ","0,00 ","0,00 ","0,00 ","364.166,03 ","0,00 ","0,00 ","0,00 ","0,00 ","252.250,14 ","0,00 ","1.259,73 ","0,00 ","0,00 ","0,00 ","250.990,41 ","22.120,05 ","22.120,05 ","89.795,84 ","16.734,19 ","9.069,12 ","0,00 ","63.521,38 ","471,15 ","0,00 ","0,00 ","0,00 ","0,00 ","610.064,47 ","610.064,47 ","0,00 ","0,00 ","26.077,93 ","0,00 ","489.667,92 ","2.012,59 ","63.459,22 ","6.200,40 ","22.646,41 ","16.667,19 ","13.500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","13.500,00 ","0,00 ","3.167,19 ","3.167,19 ","0,00 ","0,00 ","0,00 ","-76.067,02 ","-81.400,90 ","198.114,05 "
187.,186 ,OBČINA TRZIN,"4.940.166,14 ","1.134.441,12 ","362.441,70 ","300.906,70 ","12.237,00 ","32.329,40 ","15.842,85 ","548,24 ","0,00 ","577,51 ","56.706,35 ","28.080,92 ","22.496,79 ","190,41 ","317,36 ","5.620,87 ","715.293,07 ","97.586,93 ","101.171,49 ","138.849,58 ","6.131,25 ","4.365,81 ","223.045,21 ","7.689,52 ","0,00 ","136.453,28 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","948.771,98 ","2.961,20 ","0,00 ","0,00 ","2.961,20 ","536.435,70 ","0,00 ","9.402,30 ","1.973,89 ","0,00 ","14.214,82 ","510.844,69 ","77.171,47 ","77.171,47 ","332.203,61 ","0,00 ","14.208,18 ","0,00 ","315.909,12 ","2.086,31 ","0,00 ","0,00 ","0,00 ","0,00 ","2.735.616,71 ","2.735.616,71 ","105.000,00 ","0,00 ","117.709,20 ","0,00 ","2.313.603,02 ","29.987,49 ","66.909,24 ","0,00 ","102.407,76 ","121.336,33 ","66.059,24 ","6.507,16 ","59.552,08 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","55.277,09 ","0,00 ","0,00 ","0,00 ","55.277,09 ","-1.466.464,69 ","-1.541.268,46 ","1.112.721,31 "
