št.",ID,OBČINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.,72 ,OBČINA MENGEŠ,"5.130.863,07 ","1.518.995,93 ","317.485,90 ","266.797,48 ","10.080,00 ","26.729,35 ","10.171,75 ","0,00 ","2.552,30 ","1.155,02 ","50.212,61 ","26.478,04 ","19.660,55 ","169,54 ","292,26 ","3.612,22 ","1.151.297,42 ","145.794,80 ","21.401,88 ","105.690,28 ","1.454,84 ","6.368,07 ","681.625,82 ","8.364,83 ","0,00 ","6.838,20 ","173.758,70 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.815.587,38 ","0,00 ","0,00 ","0,00 ","0,00 ","905.840,41 ","0,00 ","13.600,00 ","0,00 ","54,50 ","2.396,28 ","889.789,63 ","309.461,33 ","309.461,33 ","600.285,64 ","20.961,83 ","25.923,72 ","2.333,27 ","550.450,40 ","0,00 ","616,42 ","0,00 ","0,00 ","0,00 ","0,00 ","1.732.544,16 ","1.732.544,16 ","0,00 ","0,00 ","98.183,14 ","5.581,20 ","771.531,57 ","434.741,82 ","39.689,79 ","0,00 ","382.816,64 ","63.735,60 ","63.735,60 ","0,00 ","63.735,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-673.871,82 ","-746.628,53 ","1.050.314,99 "
98.,73 ,OBČINA METLIKA,"5.964.385,78 ","1.645.961,32 ","326.957,63 ","289.472,16 ","11.424,00 ","15.544,27 ","5.827,12 ","4.690,08 ","0,00 ","0,00 ","53.147,73 ","26.159,90 ","20.957,42 ","177,37 ","295,58 ","5.557,46 ","1.211.754,37 ","127.556,00 ","0,00 ","328.384,16 ","8.931,58 ","11.452,54 ","458.170,28 ","6.104,65 ","0,00 ","5.365,26 ","265.789,90 ","22.024,75 ","18.467,15 ","0,00 ","3.557,60 ","0,00 ","0,00 ","0,00 ","32.076,84 ","2.076,84 ","30.000,00 ","0,00 ","0,00 ","0,00 ","1.950.273,97 ","100.602,08 ","0,00 ","0,00 ","100.602,08 ","1.221.427,97 ","0,00 ","0,00 ","0,00 ","0,00 ","3.274,44 ","1.218.153,53 ","262.224,23 ","262.224,23 ","366.019,69 ","0,00 ","60.052,92 ","0,00 ","298.149,24 ","0,00 ","7.817,53 ","0,00 ","0,00 ","0,00 ","0,00 ","2.136.385,12 ","2.136.385,12 ","100.000,00 ","0,00 ","18.635,79 ","0,00 ","1.439.699,46 ","4.876,42 ","144.860,68 ","0,00 ","428.312,77 ","231.765,37 ","177.330,10 ","138.700,00 ","38.630,10 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","54.435,27 ","6.068,37 ","0,00 ","0,00 ","48.366,90 ","-425.420,73 ","-426.697,70 ","1.106.104,53 "
99.,74 ,OBČINA MEŽICA,"2.999.489,76 ","711.033,53 ","128.042,79 ","108.185,88 ","6.384,00 ","8.709,95 ","2.211,64 ","0,00 ","0,00 ","2.551,32 ","20.762,51 ","9.781,78 ","7.836,47 ","66,30 ","110,51 ","2.967,45 ","542.172,18 ","38.867,19 ","81.523,71 ","46.948,78 ","29.598,81 ","2.548,88 ","272.057,01 ","1.560,00 ","2.222,28 ","1.729,94 ","65.115,58 ","15.883,05 ","15.883,05 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.173,00 ","0,00 ","4.173,00 ","0,00 ","0,00 ","0,00 ","1.087.335,25 ","15.529,32 ","0,00 ","0,00 ","15.529,32 ","603.321,56 ","0,00 ","6.137,52 ","4.302,00 ","0,00 ","0,00 ","592.882,04 ","123.088,63 ","123.088,63 ","345.395,74 ","0,00 ","35.385,42 ","325,44 ","289.664,88 ","0,00 ","20.020,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.068.459,22 ","1.068.459,22 ","0,00 ","0,00 ","22.458,31 ","0,00 ","916.882,26 ","0,00 ","0,00 ","45.279,58 ","83.839,07 ","132.661,76 ","122.356,76 ","0,00 ","116.356,76 ","0,00 ","0,00 ","0,00 ","6.000,00 ","0,00 ","10.305,00 ","0,00 ","0,00 ","0,00 ","10.305,00 ","252.849,75 ","262.404,21 ","547.320,84 "
100.,169 ,OBČINA MIKLAVŽ NA DRAVSKEM POLJU,"4.400.588,90 ","1.474.124,62 ","415.370,39 ","340.429,76 ","17.810,00 ","36.617,64 ","5.917,11 ","14.018,37 ","0,00 ","577,51 ","64.685,87 ","32.400,96 ","25.583,86 ","216,55 ","362,79 ","6.121,71 ","990.690,18 ","228.004,72 ","7.658,12 ","301.552,24 ","7.852,18 ","7.893,92 ","209.920,12 ","5.778,41 ","0,00 ","7.813,06 ","214.217,41 ","3.378,18 ","0,00 ","0,00 ","3.378,18 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.209.659,47 ","13.957,05 ","0,00 ","0,00 ","13.957,05 ","816.586,37 ","0,00 ","5.020,09 ","3.962,40 ","0,00 ","20.900,00 ","786.703,88 ","115.682,62 ","115.682,62 ","263.433,43 ","0,00 ","25.445,64 ","3.540,00 ","224.475,82 ","0,00 ","9.971,97 ","0,00 ","0,00 ","0,00 ","0,00 ","1.346.618,02 ","1.346.618,02 ","126.686,13 ","11.347,57 ","36.544,51 ","19.098,23 ","685.883,48 ","232.134,80 ","101.233,49 ","0,00 ","133.689,81 ","370.186,79 ","362.334,82 ","62.352,78 ","299.982,04 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.851,97 ","0,00 ","0,00 ","0,00 ","7.851,97 ","-288.670,96 ","-359.073,76 ","1.058.898,51 "
101.,75 ,OBČINA MIREN-KOSTANJEVICA,"4.173.295,13 ","867.164,59 ","218.076,57 ","184.715,46 ","7.720,77 ","14.544,02 ","10.357,77 ","738,55 ","0,00 ","0,00 ","35.062,48 ","17.388,90 ","13.930,83 ","117,90 ","196,51 ","3.428,34 ","592.683,75 ","38.300,71 ","0,00 ","132.129,81 ","11.133,74 ","2.668,59 ","155.622,68 ","3.832,23 ","0,00 ","4.423,87 ","244.572,12 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","21.341,79 ","0,00 ","21.341,79 ","0,00 ","0,00 ","0,00 ","1.560.937,21 ","20.683,32 ","0,00 ","0,00 ","20.683,32 ","1.008.347,36 ","0,00 ","10.592,00 ","5.600,38 ","171,98 ","0,00 ","991.983,00 ","155.824,34 ","155.824,34 ","376.082,19 ","0,00 ","35.317,56 ","82.186,39 ","258.578,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.571.701,95 ","1.571.701,95 ","25.000,00 ","0,00 ","32.001,27 ","0,00 ","1.265.983,17 ","72.486,08 ","4.462,00 ","4.447,32 ","167.322,11 ","173.491,38 ","95.262,17 ","72.000,00 ","23.262,17 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","78.229,21 ","0,00 ","0,00 ","0,00 ","78.229,21 ","118.090,42 ","96.441,87 ","1.270.926,23 "
102.,170 ,OBČINA MIRNA PEČ,"3.105.263,58 ","581.267,82 ","147.990,77 ","127.120,79 ","4.032,00 ","9.204,95 ","4.744,29 ","2.888,74 ","0,00 ","0,00 ","23.129,38 ","11.600,71 ","9.293,68 ","78,66 ","131,08 ","2.025,25 ","404.854,67 ","29.639,43 ","0,00 ","23.328,04 ","3.505,65 ","2.097,77 ","128.495,32 ","8.672,64 ","0,00 ","3.153,13 ","205.962,69 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.293,00 ","0,00 ","5.293,00 ","0,00 ","0,00 ","0,00 ","725.515,45 ","54.390,90 ","0,00 ","0,00 ","54.390,90 ","442.989,00 ","0,00 ","0,00 ","0,00 ","306,37 ","0,00 ","442.682,63 ","65.340,38 ","65.340,38 ","162.795,17 ","26.307,12 ","15.846,54 ","0,00 ","120.641,51 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.536.820,29 ","1.536.820,29 ","0,00 ","0,00 ","33.137,57 ","0,00 ","661.050,34 ","462.960,14 ","12.143,99 ","0,00 ","367.528,25 ","261.660,02 ","217.665,31 ","57.605,03 ","160.060,28 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","43.994,71 ","7.599,46 ","0,00 ","0,00 ","36.395,25 ","-79.735,02 ","-134.435,35 ","898.999,89 "
103.,76 ,OBČINA MISLINJA,"3.859.089,00 ","1.027.974,00 ","149.386,00 ","126.292,00 ","4.032,00 ","7.266,00 ","7.717,00 ","2.658,00 ","0,00 ","1.421,00 ","23.629,00 ","11.875,00 ","9.513,00 ","91,00 ","124,00 ","2.026,00 ","837.315,00 ","111.957,00 ","364,00 ","73.510,00 ","10.693,00 ","1.456,00 ","438.570,00 ","3.504,00 ","0,00 ","2.851,00 ","194.410,00 ","1.471,00 ","1.385,00 ","0,00 ","86,00 ","0,00 ","0,00 ","0,00 ","16.173,00 ","4.173,00 ","12.000,00 ","0,00 ","0,00 ","0,00 ","1.127.851,00 ","8.142,00 ","0,00 ","0,00 ","8.142,00 ","526.284,00 ","0,00 ","5.760,00 ","5.975,00 ","0,00 ","0,00 ","514.549,00 ","152.016,00 ","152.016,00 ","441.409,00 ","12.238,00 ","30.623,00 ","13.537,00 ","385.011,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.602.540,00 ","1.602.540,00 ","82.385,00 ","0,00 ","72.469,00 ","0,00 ","1.307.543,00 ","42.330,00 ","0,00 ","0,00 ","97.813,00 ","100.724,00 ","25.972,00 ","23.972,00 ","0,00 ","0,00 ","0,00 ","2.000,00 ","0,00 ","0,00 ","74.752,00 ","6.182,00 ","0,00 ","0,00 ","68.570,00 ","-243.620,00 ","-263.467,00 ","865.763,00 "
104.,199 ,OBČINA MOKRONOG-TREBELNO,"3.747.466,00 ","773.417,00 ","248.838,00 ","243.075,00 ","5.763,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","511.939,00 ","47.860,00 ","0,00 ","51.557,00 ","2.887,00 ","1.321,00 ","289.831,00 ","312,00 ","6.666,00 ","4.841,00 ","106.664,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.640,00 ","0,00 ","12.640,00 ","0,00 ","0,00 ","0,00 ","949.811,00 ","18.999,00 ","0,00 ","0,00 ","18.999,00 ","561.909,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.055,00 ","556.854,00 ","126.500,00 ","126.500,00 ","242.403,00 ","0,00 ","18.271,00 ","0,00 ","224.132,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.577.347,00 ","1.577.347,00 ","27.189,00 ","0,00 ","43.821,00 ","0,00 ","799.501,00 ","376.629,00 ","109.531,00 ","0,00 ","220.676,00 ","446.891,00 ","446.891,00 ","115.000,00 ","331.891,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","14.881,00 ","250,00 ","1.325.403,00 "
105.,77 ,OBČINA MORAVČE,"4.003.172,00 ","974.119,00 ","234.172,00 ","195.426,00 ","10.080,00 ","20.772,00 ","5.683,00 ","0,00 ","0,00 ","2.211,00 ","37.757,00 ","17.798,00 ","14.259,00 ","121,00 ","201,00 ","5.378,00 ","702.190,00 ","107.832,00 ","31.043,00 ","79.560,00 ","10.508,00 ","1.986,00 ","305.220,00 ","17.146,00 ","0,00 ","3.431,00 ","145.464,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.115.311,00 ","20.014,00 ","20.014,00 ","0,00 ","0,00 ","549.592,00 ","0,00 ","0,00 ","5.286,00 ","0,00 ","0,00 ","544.306,00 ","100.390,00 ","100.390,00 ","445.315,00 ","20.840,00 ","25.079,00 ","334,00 ","399.062,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.306.900,00 ","1.306.900,00 ","0,00 ","0,00 ","14.642,00 ","0,00 ","905.456,00 ","1.291,00 ","9.415,00 ","0,00 ","376.096,00 ","606.842,00 ","467.004,00 ","65.532,00 ","395.161,00 ","0,00 ","0,00 ","6.311,00 ","0,00 ","0,00 ","139.838,00 ","0,00 ","0,00 ","0,00 ","139.838,00 ","-492.420,00 ","-561.957,00 ","1.104.559,00 "
106.,78 ,OBČINA MORAVSKE TOPLICE,"9.917.987,36 ","2.207.509,90 ","320.271,65 ","278.818,48 ","10.752,00 ","24.626,87 ","3.191,93 ","307,37 ","0,00 ","2.575,00 ","50.643,76 ","25.014,18 ","20.039,54 ","169,58 ","282,67 ","5.137,79 ","1.711.294,01 ","400.113,52 ","9.875,73 ","144.617,50 ","8.885,30 ","11.804,86 ","675.182,22 ","6.419,06 ","0,00 ","5.424,06 ","448.971,76 ","70.246,68 ","70.246,68 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","55.053,80 ","8.553,80 ","46.500,00 ","0,00 ","0,00 ","0,00 ","1.706.262,64 ","55.934,27 ","41.501,93 ","0,00 ","14.432,34 ","760.490,09 ","0,00 ","6.384,66 ","0,00 ","0,00 ","0,00 ","754.105,43 ","152.247,38 ","152.247,38 ","737.590,90 ","0,00 ","74.571,35 ","2.263,12 ","660.756,43 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.765.346,36 ","5.765.346,36 ","6.410,00 ","30.647,76 ","101.290,45 ","6.637,12 ","5.083.483,64 ","49.241,71 ","99.389,07 ","0,00 ","388.246,61 ","238.868,46 ","61.752,92 ","61.752,92 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","177.115,54 ","152.122,38 ","0,00 ","0,00 ","24.993,16 ","-511.499,60 ","-475.448,33 ","928.096,74 "
107.,79 ,OBČINA MOZIRJE,"4.523.308,42 ","973.401,96 ","201.942,87 ","173.445,63 ","5.376,00 ","10.052,29 ","2.032,85 ","0,00 ","11.036,10 ","0,00 ","33.467,43 ","15.529,83 ","12.441,42 ","105,26 ","175,48 ","5.215,44 ","586.660,36 ","94.196,42 ","9.937,17 ","101.969,88 ","2.284,92 ","2.570,25 ","210.066,40 ","59.698,88 ","0,00 ","3.541,76 ","102.394,68 ","89.552,72 ","82.710,90 ","0,00 ","6.841,82 ","0,00 ","0,00 ","0,00 ","61.778,58 ","29.999,23 ","31.200,00 ","0,00 ","579,35 ","0,00 ","1.206.945,92 ","36.605,67 ","0,00 ","0,00 ","36.605,67 ","283.332,05 ","0,00 ","5.875,00 ","4.486,91 ","0,00 ","0,00 ","272.970,14 ","93.247,09 ","93.247,09 ","793.761,11 ","0,00 ","26.210,10 ","1.536,92 ","766.014,09 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.169.498,52 ","2.169.498,52 ","0,00 ","0,00 ","98.115,32 ","0,00 ","1.479.602,27 ","294.864,52 ","144.093,00 ","0,00 ","152.823,41 ","173.462,02 ","114.975,77 ","68.069,80 ","46.905,97 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","58.486,25 ","0,00 ","0,00 ","0,00 ","58.486,25 ","-202.612,88 ","-114.986,61 ","359.780,42 "
108.,80 ,MESTNA OBČINA MURSKA SOBOTA,"18.660.138,93 ","4.444.601,50 ","999.162,25 ","874.701,91 ","36.118,00 ","60.816,54 ","16.410,10 ","4.895,35 ","0,00 ","6.220,35 ","165.145,72 ","79.609,69 ","63.777,79 ","539,74 ","899,59 ","20.318,91 ","2.625.406,77 ","269.192,61 ","4.642,97 ","473.075,71 ","38.344,79 ","11.459,87 ","1.113.913,69 ","26.836,92 ","87.732,58 ","17.498,50 ","582.709,13 ","119.876,03 ","80.672,89 ","0,00 ","39.203,14 ","0,00 ","0,00 ","0,00 ","535.010,73 ","43.080,29 ","491.930,44 ","0,00 ","0,00 ","0,00 ","6.663.871,43 ","10.679,95 ","0,00 ","0,00 ","10.679,95 ","2.391.023,62 ","0,00 ","0,00 ","0,00 ","0,00 ","210.907,31 ","2.180.116,31 ","1.141.435,80 ","1.141.435,80 ","3.120.732,06 ","0,00 ","302.316,00 ","99.994,88 ","2.627.459,77 ","0,00 ","90.961,41 ","0,00 ","0,00 ","0,00 ","0,00 ","6.224.064,70 ","6.224.064,70 ","0,00 ","0,00 ","366.688,60 ","0,00 ","4.817.072,58 ","402.980,83 ","162.454,82 ","21.074,08 ","453.793,79 ","1.327.601,30 ","709.232,08 ","162.761,55 ","546.470,53 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","618.369,22 ","391.621,64 ","9.052,72 ","0,00 ","217.694,86 ","-2.103.165,37 ","-2.060.584,74 ","2.660.216,47 "
109.,81 ,OBČINA MUTA,"3.204.277,50 ","548.181,54 ","140.768,40 ","119.602,12 ","4.758,22 ","8.147,31 ","7.044,62 ","1.216,13 ","0,00 ","0,00 ","22.775,85 ","11.210,92 ","8.981,45 ","75,93 ","126,70 ","2.380,85 ","347.464,09 ","67.140,68 ","39.626,06 ","40.383,66 ","5.150,51 ","912,23 ","110.727,97 ","0,00 ","0,00 ","2.920,30 ","80.602,68 ","5.991,62 ","1.579,57 ","0,00 ","4.412,05 ","0,00 ","0,00 ","0,00 ","31.181,58 ","8.936,41 ","8.638,00 ","0,00 ","13.607,17 ","0,00 ","1.259.225,59 ","55.235,78 ","0,00 ","0,00 ","55.235,78 ","318.727,22 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","318.727,22 ","112.621,27 ","112.621,27 ","772.641,32 ","15.545,45 ","30.516,15 ","9.252,22 ","429.759,63 ","0,00 ","277.447,55 ","10.120,32 ","0,00 ","0,00 ","0,00 ","1.308.402,16 ","1.308.402,16 ","493,34 ","0,00 ","7.814,85 ","870,52 ","890.088,96 ","22.678,61 ","54.407,61 ","0,00 ","332.048,27 ","88.468,21 ","36.742,23 ","34.696,15 ","0,00 ","0,00 ","0,00 ","2.046,08 ","0,00 ","0,00 ","51.725,98 ","2.765,70 ","134,78 ","0,00 ","48.825,50 ","77.998,24 ","66.966,29 ","1.083.055,71 "
110.,82 ,OBČINA NAKLO,"4.975.725,04 ","992.478,68 ","153.279,11 ","133.975,29 ","5.040,00 ","10.058,41 ","2.939,41 ","110,98 ","0,00 ","1.155,02 ","24.336,26 ","11.867,89 ","9.507,73 ","80,40 ","134,46 ","2.745,78 ","767.150,45 ","123.917,72 ","43.104,92 ","85.590,53 ","3.057,74 ","4.464,94 ","373.685,45 ","28.139,54 ","3.825,00 ","3.736,86 ","97.627,75 ","47.712,86 ","47.712,86 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.062.838,19 ","35.381,48 ","0,00 ","0,00 ","35.381,48 ","642.086,84 ","0,00 ","15.250,00 ","0,00 ","570,43 ","2.400,00 ","623.866,41 ","175.133,88 ","175.133,88 ","210.235,99 ","27.588,52 ","25.661,97 ","0,00 ","156.985,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.327.026,84 ","2.327.026,84 ","0,00 ","0,00 ","293.994,82 ","0,00 ","1.836.563,14 ","24.038,38 ","16.312,66 ","0,00 ","156.117,84 ","593.381,33 ","577.860,46 ","22.852,93 ","555.007,53 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","15.520,87 ","0,00 ","0,00 ","0,00 ","15.520,87 ","-15.543,86 ","23.188,76 ","1.281.550,06 "
111.,83 ,OBČINA NAZARJE,"2.684.585,68 ","858.875,38 ","89.894,47 ","81.967,42 ","2.688,00 ","5.239,05 ","0,00 ","0,00 ","0,00 ","0,00 ","14.593,99 ","7.254,10 ","5.811,50 ","49,14 ","81,99 ","1.397,26 ","727.823,38 ","86.258,79 ","0,00 ","36.201,67 ","2.559,00 ","212,42 ","413.414,00 ","24.869,08 ","0,00 ","1.366,00 ","162.942,42 ","13.758,00 ","13.758,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.805,54 ","5.054,94 ","5.000,00 ","0,00 ","2.750,60 ","0,00 ","641.128,31 ","9.895,22 ","0,00 ","0,00 ","9.895,22 ","378.147,76 ","0,00 ","2.750,00 ","0,00 ","0,00 ","0,00 ","375.397,76 ","66.484,47 ","66.484,47 ","186.600,86 ","9.468,44 ","11.501,82 ","295,65 ","161.320,97 ","0,00 ","0,00 ","4.013,98 ","0,00 ","0,00 ","0,00 ","886.440,33 ","886.440,33 ","0,00 ","0,00 ","10.300,94 ","0,00 ","413.822,88 ","90.027,79 ","262.532,83 ","0,00 ","109.755,89 ","298.141,66 ","284.551,66 ","16.484,05 ","267.286,88 ","0,00 ","0,00 ","0,00 ","780,73 ","0,00 ","13.590,00 ","0,00 ","0,00 ","0,00 ","13.590,00 ","-346.411,09 ","-337.520,26 ","423.264,45 "
112.,84 ,MESTNA OBČINA NOVA GORICA,"35.208.334,06 ","8.041.143,50 ","2.008.435,68 ","1.771.771,62 ","59.740,49 ","95.174,95 ","65.468,58 ","7.339,31 ","0,00 ","8.940,73 ","331.091,82 ","163.599,72 ","131.064,80 ","1.109,07 ","1.848,47 ","33.469,76 ","5.555.616,00 ","829.241,50 ","182.591,95 ","1.826.072,02 ","56.389,48 ","15.674,85 ","952.677,86 ","43.328,37 ","530.871,35 ","41.261,25 ","1.077.507,37 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","146.000,00 ","0,00 ","146.000,00 ","0,00 ","0,00 ","0,00 ","11.633.699,22 ","408.675,45 ","370.037,45 ","0,00 ","38.638,00 ","4.695.781,91 ","0,00 ","147.720,66 ","44.191,52 ","11.116,79 ","68.420,80 ","4.424.332,14 ","1.870.134,63 ","1.870.134,63 ","4.659.107,23 ","900,00 ","196.909,14 ","206.443,33 ","4.252.409,70 ","0,00 ","2.445,06 ","0,00 ","0,00 ","0,00 ","0,00 ","10.091.089,11 ","10.091.089,11 ","893.527,61 ","45.125,50 ","578.242,95 ","34.554,86 ","6.514.306,55 ","203.028,71 ","509.966,55 ","39.853,08 ","1.272.483,30 ","5.442.402,23 ","2.123.860,42 ","168.246,32 ","1.621.037,60 ","0,00 ","148.581,50 ","180.475,00 ","5.520,00 ","0,00 ","3.318.541,81 ","0,00 ","0,00 ","0,00 ","3.318.541,81 ","-411.606,83 ","-460.700,74 ","10.028.501,82 "
113.,85 ,MESTNA OBČINA NOVO MESTO,"27.535.296,29 ","6.744.140,14 ","2.083.241,58 ","1.866.618,11 ","63.392,00 ","111.571,16 ","38.954,06 ","0,00 ","0,00 ","2.706,25 ","340.706,79 ","165.446,22 ","139.164,09 ","1.125,92 ","1.696,81 ","33.273,75 ","4.170.443,20 ","646.939,19 ","32.050,13 ","675.367,38 ","26.521,48 ","24.345,53 ","1.957.358,05 ","84.750,78 ","11.055,21 ","40.814,56 ","671.240,89 ","139.748,57 ","139.748,57 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.000,00 ","0,00 ","10.000,00 ","0,00 ","0,00 ","0,00 ","11.219.892,38 ","358.455,17 ","116.788,66 ","0,00 ","241.666,51 ","927.278,91 ","0,00 ","0,00 ","5.102,64 ","0,00 ","5.972,16 ","916.204,11 ","591.650,41 ","591.650,41 ","9.342.507,89 ","73.623,57 ","280.800,51 ","49.600,00 ","8.747.201,18 ","0,00 ","191.282,63 ","0,00 ","0,00 ","0,00 ","0,00 ","9.182.852,25 ","9.182.852,25 ","218.568,92 ","12.190,00 ","552.038,21 ","2.170,00 ","6.101.180,92 ","1.429.526,34 ","59.693,23 ","12.576,00 ","794.908,63 ","388.411,52 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","388.411,52 ","146.106,29 ","0,00 ","0,00 ","242.305,23 ","306.136,80 ","370.555,28 ","6.621.922,12 "
114.,86 ,OBČINA ODRANCI,"1.296.936,13 ","433.006,46 ","109.373,83 ","98.300,19 ","4.704,00 ","5.944,42 ","0,00 ","0,00 ","0,00 ","425,22 ","18.279,03 ","9.325,07 ","6.972,52 ","59,04 ","101,00 ","1.821,40 ","291.857,97 ","48.801,93 ","26.244,44 ","66.775,91 ","4.840,37 ","7.193,29 ","69.466,16 ","0,00 ","2.697,00 ","1.662,22 ","64.176,65 ","9.495,63 ","9.495,63 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.000,00 ","0,00 ","4.000,00 ","0,00 ","0,00 ","0,00 ","336.537,95 ","9.970,48 ","0,00 ","0,00 ","9.970,48 ","141.182,45 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","141.182,45 ","36.022,03 ","36.022,03 ","149.362,99 ","3.339,51 ","18.565,08 ","1.185,82 ","126.272,58 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","491.891,72 ","491.891,72 ","0,00 ","0,00 ","6.057,49 ","0,00 ","428.197,71 ","0,00 ","28.769,88 ","0,00 ","28.866,64 ","35.500,00 ","35.500,00 ","35.500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","188.585,39 ","193.554,76 ","130.995,13 "
115.,171 ,OBČINA OPLOTNICA,"3.726.393,14 ","756.238,40 ","211.457,79 ","182.391,98 ","6.720,00 ","16.606,93 ","2.755,34 ","2.700,06 ","0,00 ","283,48 ","27.800,53 ","13.765,58 ","11.027,90 ","93,27 ","155,60 ","2.758,18 ","447.927,99 ","89.353,94 ","1.933,55 ","67.903,66 ","0,00 ","3.974,60 ","238.899,86 ","11.387,01 ","0,00 ","2.329,02 ","32.146,35 ","18.859,04 ","18.859,04 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","50.193,05 ","0,00 ","50.193,05 ","0,00 ","0,00 ","0,00 ","956.606,09 ","61.102,71 ","0,00 ","0,00 ","61.102,71 ","444.538,87 ","0,00 ","0,00 ","0,00 ","0,00 ","18.247,68 ","426.291,19 ","151.945,69 ","151.945,69 ","299.018,82 ","13.738,17 ","27.912,06 ","15.487,89 ","241.880,70 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.933.852,06 ","1.933.852,06 ","0,00 ","0,00 ","7.048,74 ","831,60 ","1.656.214,67 ","3.683,69 ","0,00 ","0,00 ","266.073,36 ","79.696,59 ","24.999,96 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","24.999,96 ","0,00 ","54.696,63 ","51.880,96 ","0,00 ","0,00 ","2.815,67 ","-496.417,64 ","-481.114,05 ","612.931,92 "
