št.",OBČINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169.,OBČINA ŠENTJERNEJ,"5.360.876,00 ","1.585.516,00 ","265.190,00 ","221.121,00 ","7.106,00 ","18.628,00 ","8.706,00 ","8.940,00 ","0,00 ","689,00 ","42.485,00 ","21.131,00 ","16.929,00 ","143,00 ","239,00 ","4.043,00 ","1.215.577,00 ","239.294,00 ","26.194,00 ","217.784,00 ","9.507,00 ","4.585,00 ","584.258,00 ","6.326,00 ","0,00 ","9.924,00 ","117.705,00 ","62.101,00 ","62.101,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","163,00 ","106,00 ","57,00 ","0,00 ","0,00 ","0,00 ","1.312.583,00 ","27.579,00 ","0,00 ","0,00 ","27.579,00 ","975.094,00 ","0,00 ","9.681,00 ","9.544,00 ","0,00 ","0,00 ","0,00 ","955.869,00 ","54.165,00 ","54.165,00 ","255.745,00 ","0,00 ","53.899,00 ","417,00 ","193.204,00 ","8.225,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.372.803,00 ","2.372.803,00 ","0,00 ","0,00 ","40.097,00 ","0,00 ","1.746.811,00 ","113.592,00 ","87.477,00 ","0,00 ","384.826,00 ","89.974,00 ","74.788,00 ","28.807,00 ","45.981,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","15.186,00 ","0,00 ","0,00 ","0,00 ","15.186,00 ","-56.936,00 ","-37.007,00 ","1.717.446,00 "
170.,OBČINA ŠENTJUR,"18.018.464,00 ","3.235.584,00 ","624.271,00 ","527.982,00 ","21.318,00 ","37.961,00 ","10.288,00 ","16.258,00 ","0,00 ","10.464,00 ","116.496,00 ","49.745,00 ","39.853,00 ","337,00 ","561,00 ","26.000,00 ","2.218.841,00 ","282.612,00 ","185.788,00 ","205.972,00 ","31.156,00 ","17.451,00 ","1.183.780,00 ","15.482,00 ","354,00 ","21.182,00 ","275.064,00 ","69.896,00 ","23.035,00 ","0,00 ","46.861,00 ","0,00 ","0,00 ","0,00 ","206.080,00 ","0,00 ","206.080,00 ","0,00 ","0,00 ","0,00 ","4.980.791,00 ","26.760,00 ","26.760,00 ","0,00 ","0,00 ","2.522.816,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","14.967,00 ","2.507.849,00 ","893.198,00 ","893.198,00 ","1.538.017,00 ","562.837,00 ","166.504,00 ","0,00 ","806.131,00 ","2.545,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.083.334,00 ","8.083.334,00 ","66.384,00 ","24.700,00 ","503.741,00 ","9.766,00 ","5.628.411,00 ","825.533,00 ","412.269,00 ","0,00 ","612.530,00 ","1.718.755,00 ","1.180.547,00 ","0,00 ","1.180.547,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","538.208,00 ","39.476,00 ","0,00 ","0,00 ","498.732,00 ","-1.779.914,00 ","-1.721.288,00 ","3.383.353,00 "
171.,OBČINA ŠENTRUPERT,"1.717.720,00 ","538.403,00 ","70.507,00 ","63.187,00 ","523,00 ","4.530,00 ","780,00 ","1.487,00 ","0,00 ","0,00 ","12.248,00 ","5.811,00 ","4.655,00 ","39,00 ","66,00 ","1.677,00 ","455.648,00 ","33.797,00 ","0,00 ","37.838,00 ","0,00 ","4.740,00 ","204.258,00 ","369,00 ","0,00 ","2.705,00 ","171.941,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","532.265,00 ","21.066,00 ","0,00 ","0,00 ","21.066,00 ","279.917,00 ","0,00 ","2.277,00 ","0,00 ","0,00 ","0,00 ","3.081,00 ","274.559,00 ","100.229,00 ","100.229,00 ","131.053,00 ","0,00 ","11.166,00 ","2.001,00 ","117.886,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","482.566,00 ","482.566,00 ","16.480,00 ","0,00 ","54.892,00 ","0,00 ","260.074,00 ","66.776,00 ","0,00 ","10.601,00 ","73.743,00 ","164.486,00 ","132.188,00 ","740,00 ","131.448,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","32.298,00 ","0,00 ","0,00 ","0,00 ","32.298,00 ","197.889,00 ","197.557,00 ","540.625,00 "
172.,OBČINA ŠKOCJAN,"2.267.435,00 ","634.794,00 ","211.053,00 ","185.300,00 ","7.752,00 ","15.589,00 ","1.176,00 ","1.236,00 ","0,00 ","0,00 ","33.101,00 ","16.390,00 ","13.129,00 ","109,00 ","184,00 ","3.289,00 ","365.932,00 ","39.735,00 ","0,00 ","47.905,00 ","3.267,00 ","15.703,00 ","137.066,00 ","1.292,00 ","0,00 ","6.009,00 ","114.955,00 ","21.708,00 ","21.708,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.000,00 ","0,00 ","3.000,00 ","0,00 ","0,00 ","0,00 ","847.522,00 ","48.856,00 ","0,00 ","0,00 ","48.856,00 ","483.842,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","589,00 ","483.253,00 ","81.204,00 ","81.204,00 ","233.620,00 ","0,00 ","34.028,00 ","0,00 ","91.797,00 ","107.795,00 ","0,00 ","0,00 ","0,00 ","0,00 ","538.068,00 ","538.068,00 ","0,00 ","0,00 ","15.665,00 ","0,00 ","191.855,00 ","87.237,00 ","1.985,00 ","0,00 ","241.326,00 ","247.051,00 ","247.051,00 ","35.331,00 ","211.720,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","215.880,00 ","192.032,00 ","599.549,00 "
173.,OBČINA ŠKOFJA LOKA,"20.133.106,86 ","5.385.100,40 ","999.370,04 ","851.966,38 ","32.413,16 ","69.718,21 ","17.001,54 ","22.532,18 ","0,00 ","5.738,57 ","162.444,47 ","79.068,75 ","63.337,18 ","530,84 ","893,43 ","18.614,27 ","3.952.070,26 ","582.663,28 ","143.014,61 ","1.010.817,55 ","13.303,45 ","17.719,17 ","1.452.429,24 ","67.052,09 ","10.716,61 ","35.602,22 ","618.752,04 ","14.263,10 ","0,00 ","0,00 ","14.263,10 ","0,00 ","0,00 ","0,00 ","256.952,53 ","0,00 ","256.952,53 ","0,00 ","0,00 ","0,00 ","4.592.273,76 ","80.384,28 ","0,00 ","0,00 ","80.384,28 ","2.817.318,98 ","0,00 ","0,00 ","23.289,22 ","0,00 ","0,00 ","0,00 ","2.794.029,76 ","533.284,88 ","533.284,88 ","1.161.285,62 ","0,00 ","76.996,07 ","15.070,44 ","1.057.535,11 ","11.684,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.472.902,87 ","8.472.902,87 ","271.776,02 ","24.333,06 ","48.811,80 ","0,00 ","3.239.243,56 ","1.763.027,60 ","2.583.423,33 ","0,00 ","542.287,50 ","1.682.829,83 ","201.346,57 ","179.706,08 ","0,00 ","0,00 ","0,00 ","21.640,49 ","0,00 ","0,00 ","1.481.483,26 ","0,00 ","0,00 ","0,00 ","1.481.483,26 ","-614.172,66 ","-626.741,72 ","5.704.841,03 "
174.,OBČINA ŠKOFLJICA,"6.615.001,97 ","1.341.741,02 ","360.046,68 ","301.941,70 ","10.928,17 ","33.464,27 ","9.287,60 ","3.877,45 ","0,00 ","547,49 ","57.115,73 ","28.192,72 ","22.359,43 ","187,51 ","315,29 ","6.060,78 ","924.372,46 ","301.935,08 ","476,10 ","134.746,64 ","14.549,36 ","4.027,86 ","277.991,08 ","28.833,47 ","130,62 ","13.113,17 ","148.569,08 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","206,15 ","0,00 ","206,15 ","0,00 ","0,00 ","0,00 ","1.695.319,00 ","5.221,04 ","0,00 ","0,00 ","5.221,04 ","1.088.310,80 ","0,00 ","10.240,72 ","2.036,17 ","0,00 ","0,00 ","0,00 ","1.076.033,91 ","112.926,93 ","112.926,93 ","488.860,23 ","8.000,00 ","51.400,59 ","0,00 ","429.459,64 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.408.162,13 ","3.408.162,13 ","0,00 ","24.730,00 ","209.658,78 ","10.661,14 ","2.734.328,81 ","0,00 ","174.748,06 ","0,00 ","254.035,34 ","169.779,82 ","64.001,26 ","44.749,09 ","10.880,31 ","0,00 ","0,00 ","8.371,86 ","0,00 ","0,00 ","105.778,56 ","0,00 ","0,00 ","0,00 ","105.778,56 ","-963.178,51 ","-1.103.674,99 ","2.254.584,75 "
175.,OBČINA ŠMARJE PRI JELŠAH,"9.111.331,69 ","1.623.166,58 ","492.957,78 ","427.768,41 ","20.941,19 ","35.473,41 ","8.227,28 ","0,00 ","0,00 ","547,49 ","80.849,05 ","38.579,72 ","32.152,18 ","258,16 ","434,38 ","9.424,61 ","989.592,59 ","124.326,58 ","9.327,79 ","86.160,22 ","10.441,20 ","6.309,97 ","501.670,54 ","16.029,89 ","146,45 ","12.674,52 ","222.505,43 ","25.549,17 ","0,00 ","0,00 ","25.549,17 ","0,00 ","0,00 ","0,00 ","34.217,99 ","0,00 ","34.217,99 ","0,00 ","0,00 ","0,00 ","2.619.976,16 ","78.272,89 ","0,00 ","0,00 ","78.272,89 ","1.661.043,64 ","0,00 ","20.284,98 ","0,00 ","0,00 ","54,95 ","0,00 ","1.640.703,71 ","252.633,67 ","252.633,67 ","628.025,96 ","0,00 ","100.382,13 ","6.885,33 ","494.890,77 ","1.477,92 ","24.389,81 ","0,00 ","0,00 ","0,00 ","4.018.339,70 ","4.018.339,70 ","0,00 ","0,00 ","60.053,69 ","5.886,92 ","3.156.800,90 ","280.816,56 ","109.556,33 ","39.540,00 ","365.685,30 ","849.849,25 ","451.860,08 ","153.479,03 ","289.861,86 ","0,00 ","0,00 ","8.519,19 ","0,00 ","0,00 ","397.989,17 ","211.009,04 ","0,00 ","0,00 ","186.980,13 ","-426.069,20 ","-452.093,88 ","2.604.835,41 "
176.,OBČINA ŠMARJEŠKE TOPLICE,"1.695.088,94 ","482.255,34 ","59.642,73 ","54.021,62 ","1.033,48 ","4.187,20 ","400,43 ","0,00 ","0,00 ","0,00 ","9.398,01 ","4.816,35 ","3.858,52 ","32,66 ","54,45 ","636,03 ","384.762,60 ","118.298,68 ","256,15 ","51.979,65 ","0,00 ","5.641,05 ","141.833,53 ","1.762,74 ","0,00 ","2.266,04 ","62.724,76 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","28.452,00 ","0,00 ","28.452,00 ","0,00 ","0,00 ","0,00 ","594.278,07 ","16.007,00 ","0,00 ","0,00 ","16.007,00 ","411.277,58 ","0,00 ","5.600,00 ","0,00 ","0,00 ","0,00 ","0,00 ","405.677,58 ","65.439,74 ","65.439,74 ","101.553,75 ","0,00 ","11.956,36 ","0,00 ","83.676,75 ","5.920,64 ","0,00 ","0,00 ","0,00 ","0,00 ","615.520,53 ","615.520,53 ","0,00 ","0,00 ","51.929,46 ","0,00 ","514.960,70 ","0,00 ","0,00 ","0,00 ","48.630,37 ","3.035,00 ","1.235,00 ","0,00 ","1.235,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.800,00 ","0,00 ","0,00 ","0,00 ","1.800,00 ","311.031,89 ","302.598,31 ","729.989,64 "
177.,OBČINA ŠMARTNO OB PAKI,"2.796.185,00 ","955.689,00 ","94.770,00 ","87.532,00 ","2.584,00 ","3.342,00 ","1.312,00 ","0,00 ","0,00 ","0,00 ","16.637,00 ","7.863,00 ","6.299,00 ","53,00 ","89,00 ","2.333,00 ","749.175,00 ","57.366,00 ","12.612,00 ","40.264,00 ","0,00 ","1.450,00 ","542.620,00 ","1.528,00 ","0,00 ","3.542,00 ","89.793,00 ","17.290,00 ","17.290,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","77.817,00 ","8.145,00 ","65.997,00 ","0,00 ","3.675,00 ","0,00 ","826.181,00 ","12.028,00 ","0,00 ","0,00 ","12.028,00 ","401.390,00 ","0,00 ","3.700,00 ","0,00 ","0,00 ","0,00 ","0,00 ","397.690,00 ","89.572,00 ","89.572,00 ","323.191,00 ","13.208,00 ","22.239,00 ","405,00 ","287.339,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","769.821,00 ","769.821,00 ","187.718,00 ","0,00 ","91.229,00 ","0,00 ","310.430,00 ","98.871,00 ","15.056,00 ","0,00 ","66.517,00 ","244.494,00 ","161.188,00 ","0,00 ","161.188,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","83.306,00 ","75.133,00 ","0,00 ","0,00 ","8.173,00 ","417.923,00 ","434.920,00 ","62.561,00 "
178.,OBČINA ŠMARTNO PRI LITIJI,"4.601.619,83 ","1.047.936,18 ","174.377,91 ","150.070,99 ","6.460,00 ","13.532,07 ","2.972,11 ","533,98 ","0,00 ","808,76 ","27.431,89 ","13.591,57 ","10.888,62 ","92,15 ","153,59 ","2.705,96 ","825.261,38 ","119.420,68 ","14.367,71 ","56.229,84 ","7.307,19 ","902,40 ","422.941,86 ","5.684,84 ","8.346,00 ","5.606,50 ","184.454,36 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","20.865,00 ","0,00 ","20.865,00 ","0,00 ","0,00 ","0,00 ","1.400.148,86 ","31.988,23 ","0,00 ","0,00 ","31.988,23 ","891.525,64 ","0,00 ","15.890,20 ","0,00 ","0,00 ","0,00 ","3.773,22 ","871.862,22 ","82.076,14 ","82.076,14 ","394.558,85 ","0,00 ","52.098,06 ","0,00 ","280.677,89 ","61.782,90 ","0,00 ","0,00 ","0,00 ","0,00 ","1.780.929,52 ","1.780.929,52 ","30.510,00 ","0,00 ","58.618,62 ","467,30 ","1.405.773,81 ","129.147,41 ","49.694,79 ","6.414,20 ","100.303,39 ","372.605,27 ","204.234,07 ","14.786,92 ","127.186,15 ","0,00 ","0,00 ","0,00 ","62.261,00 ","0,00 ","168.371,20 ","17.185,39 ","0,00 ","0,00 ","151.185,81 ","-901.752,17 ","-946.965,63 ","882.690,67 "
179.,OBČINA ŠOŠTANJ,"8.071.640,68 ","2.156.123,27 ","283.482,52 ","245.143,15 ","11.628,00 ","16.832,04 ","8.837,08 ","0,00 ","0,00 ","1.042,25 ","46.045,02 ","22.277,94 ","17.847,52 ","151,05 ","251,73 ","5.516,78 ","1.753.107,59 ","95.038,84 ","783,14 ","135.544,47 ","3.386,80 ","4.436,04 ","1.211.770,34 ","0,00 ","0,00 ","9.975,06 ","292.172,90 ","17.167,08 ","5.442,13 ","0,00 ","11.724,95 ","0,00 ","0,00 ","0,00 ","56.321,06 ","20.851,43 ","20.864,64 ","0,00 ","14.604,99 ","0,00 ","2.684.698,69 ","23.203,55 ","0,00 ","0,00 ","23.203,55 ","1.727.368,01 ","0,00 ","6.600,00 ","7.116,00 ","0,00 ","1.229,68 ","0,00 ","1.712.422,33 ","260.363,62 ","260.363,62 ","673.763,51 ","4.251,00 ","75.409,01 ","4.006,34 ","423.958,33 ","151.389,92 ","14.748,91 ","0,00 ","0,00 ","0,00 ","2.277.919,47 ","2.277.919,47 ","42.500,00 ","0,00 ","25.728,43 ","0,00 ","363.962,72 ","1.498.788,89 ","28.446,40 ","0,00 ","318.493,03 ","952.899,25 ","676.808,03 ","191.258,00 ","485.550,03 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","276.091,22 ","164.429,68 ","0,00 ","0,00 ","111.661,54 ","364.091,92 ","333.434,00 ","3.138.998,38 "
180.,OBČINA ŠTORE,"1.865.037,00 ","633.630,00 ","114.868,00 ","89.616,00 ","7.106,00 ","11.037,00 ","2.035,00 ","0,00 ","0,00 ","5.074,00 ","18.200,00 ","8.747,00 ","6.784,00 ","58,00 ","100,00 ","2.511,00 ","446.591,00 ","113.921,00 ","3.757,00 ","62.323,00 ","8.012,00 ","4.700,00 ","184.830,00 ","3.215,00 ","835,00 ","1.996,00 ","63.002,00 ","48.457,00 ","25.864,00 ","0,00 ","22.593,00 ","0,00 ","0,00 ","0,00 ","5.514,00 ","5.514,00 ","0,00 ","0,00 ","0,00 ","0,00 ","731.899,00 ","7.569,00 ","6.077,00 ","0,00 ","1.492,00 ","501.614,00 ","215,00 ","4.900,00 ","0,00 ","0,00 ","0,00 ","0,00 ","496.499,00 ","58.139,00 ","58.139,00 ","164.577,00 ","226,00 ","43.094,00 ","0,00 ","114.419,00 ","1.936,00 ","4.902,00 ","0,00 ","0,00 ","0,00 ","417.068,00 ","417.068,00 ","38.245,00 ","0,00 ","77.353,00 ","0,00 ","175.019,00 ","5.025,00 ","7.386,00 ","0,00 ","114.040,00 ","82.440,00 ","60.319,00 ","40.206,00 ","6.162,00 ","0,00 ","0,00 ","13.951,00 ","0,00 ","0,00 ","22.121,00 ","19.020,00 ","0,00 ","0,00 ","3.101,00 ","385.955,00 ","433.146,00 ","734.714,00 "
181.,OBČINA TABOR,"1.548.083,13 ","416.124,51 ","107.604,99 ","94.959,32 ","4.813,00 ","6.846,67 ","0,00 ","0,00 ","986,00 ","0,00 ","16.120,18 ","7.660,35 ","6.087,17 ","51,50 ","86,56 ","2.234,60 ","284.572,04 ","49.233,55 ","1.915,92 ","35.672,96 ","0,00 ","4.525,73 ","113.062,83 ","25.709,04 ","0,00 ","2.237,46 ","52.214,55 ","7.827,30 ","6.512,06 ","0,00 ","1.315,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","387.433,43 ","0,00 ","0,00 ","0,00 ","0,00 ","245.888,70 ","0,00 ","1.836,08 ","10.499,35 ","0,00 ","0,00 ","0,00 ","233.553,27 ","65.812,74 ","65.812,74 ","75.731,99 ","0,00 ","11.741,63 ","2.153,56 ","61.836,80 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","706.042,26 ","706.042,26 ","0,00 ","0,00 ","46.443,43 ","0,00 ","494.744,57 ","39.738,50 ","68.457,40 ","0,00 ","56.658,36 ","38.482,93 ","38.482,93 ","16.700,69 ","21.782,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","57.500,82 ","63.480,95 ","218.795,18 "
182.,OBČINA TIŠINA,"2.854.764,00 ","799.297,00 ","232.491,00 ","197.080,00 ","13.566,00 ","17.488,00 ","2.089,00 ","1.327,00 ","0,00 ","941,00 ","38.270,00 ","20.032,00 ","14.108,00 ","118,00 ","208,00 ","3.804,00 ","483.255,00 ","65.910,00 ","51.438,00 ","154.412,00 ","11.818,00 ","2.072,00 ","102.330,00 ","0,00 ","2.970,00 ","5.031,00 ","87.274,00 ","14.549,00 ","0,00 ","0,00 ","14.549,00 ","0,00 ","0,00 ","0,00 ","30.732,00 ","0,00 ","12.525,00 ","0,00 ","18.207,00 ","0,00 ","856.920,00 ","17.192,00 ","0,00 ","0,00 ","17.192,00 ","527.816,00 ","0,00 ","1.302,00 ","4.567,00 ","0,00 ","0,00 ","0,00 ","521.947,00 ","88.802,00 ","88.802,00 ","223.110,00 ","0,00 ","53.759,00 ","37.521,00 ","131.830,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.091.021,00 ","1.091.021,00 ","48.003,00 ","0,00 ","17.293,00 ","0,00 ","824.945,00 ","22.551,00 ","14.710,00 ","3.983,00 ","159.536,00 ","107.526,00 ","23.852,00 ","23.852,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","83.674,00 ","51.369,00 ","0,00 ","0,00 ","32.305,00 ","291.399,00 ","302.245,00 ","706.043,00 "
183.,OBČINA TOLMIN,"11.198.076,00 ","2.010.486,00 ","427.180,00 ","377.213,00 ","14.858,00 ","27.899,00 ","6.535,00 ","0,00 ","0,00 ","675,00 ","69.721,00 ","34.960,00 ","27.263,00 ","230,00 ","389,00 ","6.879,00 ","1.328.585,00 ","100.088,00 ","193,00 ","125.025,00 ","8.574,00 ","7.655,00 ","808.922,00 ","1.770,00 ","850,00 ","13.475,00 ","262.033,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","185.000,00 ","0,00 ","185.000,00 ","0,00 ","0,00 ","0,00 ","3.709.369,00 ","46.384,00 ","0,00 ","0,00 ","46.384,00 ","1.319.042,00 ","0,00 ","20.480,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.298.562,00 ","241.755,00 ","241.755,00 ","2.102.188,00 ","378.178,00 ","70.337,00 ","0,00 ","1.417.643,00 ","236.030,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.102.779,00 ","3.102.779,00 ","387.822,00 ","0,00 ","19.437,00 ","0,00 ","269.357,00 ","2.222.830,00 ","22.299,00 ","300,00 ","180.734,00 ","2.375.442,00 ","1.951.353,00 ","148.215,00 ","1.789.138,00 ","0,00 ","0,00 ","0,00 ","14.000,00 ","0,00 ","424.089,00 ","3.871,00 ","0,00 ","38.664,00 ","381.554,00 ","780.089,00 ","714.205,00 ","3.068.352,00 "
184.,OBČINA TRBOVLJE,"12.821.731,64 ","2.977.343,61 ","736.848,10 ","638.982,29 ","27.885,66 ","44.327,02 ","14.725,81 ","512,33 ","0,00 ","10.414,99 ","119.437,65 ","57.136,49 ","45.773,77 ","358,69 ","674,30 ","15.494,40 ","2.035.170,45 ","354.749,39 ","30.439,16 ","330.912,16 ","37.164,35 ","6.529,26 ","886.368,82 ","49.766,87 ","0,00 ","21.805,74 ","317.434,70 ","2.387,41 ","2.387,41 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","83.500,00 ","0,00 ","83.500,00 ","0,00 ","0,00 ","0,00 ","4.684.181,89 ","339,18 ","0,00 ","0,00 ","339,18 ","2.301.016,14 ","0,00 ","0,00 ","95.900,61 ","0,00 ","0,00 ","0,00 ","2.205.115,53 ","452.035,63 ","452.035,63 ","1.930.790,94 ","0,00 ","205.178,10 ","0,00 ","1.725.612,84 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.997.149,92 ","3.997.149,92 ","833.197,85 ","36.684,51 ","137.227,54 ","16.756,00 ","1.635.245,55 ","954.846,10 ","105.263,35 ","0,00 ","277.929,02 ","1.163.056,22 ","435.774,35 ","3.796,20 ","379.791,55 ","0,00 ","15.143,27 ","0,00 ","37.043,33 ","0,00 ","727.281,87 ","0,00 ","215.327,00 ","0,00 ","511.954,87 ","-1.071.610,65 ","-1.149.755,97 ","3.396.031,72 "
185.,OBČINA TREBNJE,"10.641.764,31 ","2.336.381,80 ","545.490,94 ","461.898,37 ","19.219,00 ","25.645,01 ","10.283,82 ","19.514,37 ","0,00 ","8.930,37 ","87.805,30 ","43.107,08 ","34.708,41 ","292,61 ","487,70 ","9.209,50 ","1.687.864,00 ","111.600,49 ","0,00 ","131.899,26 ","10.990,17 ","3.717,48 ","659.030,33 ","4.745,89 ","30.436,80 ","20.753,41 ","714.690,17 ","15.221,56 ","15.221,56 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.761.385,49 ","82.981,36 ","0,00 ","0,00 ","82.981,36 ","1.959.276,70 ","0,00 ","17.661,15 ","5.899,49 ","0,00 ","0,00 ","43.099,71 ","1.892.616,35 ","646.205,15 ","646.205,15 ","1.072.922,28 ","146.579,08 ","94.241,62 ","30.148,67 ","801.952,91 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.042.776,09 ","3.042.776,09 ","93.763,03 ","26.462,00 ","41.765,34 ","0,00 ","2.269.838,39 ","251.744,36 ","219.715,98 ","0,00 ","139.486,99 ","1.501.220,93 ","918.507,05 ","244.383,18 ","657.123,87 ","0,00 ","0,00 ","17.000,00 ","0,00 ","0,00 ","582.713,88 ","161.553,62 ","0,00 ","0,00 ","421.160,26 ","337.750,99 ","153.993,25 ","3.900.660,69 "
186.,OBČINA TRNOVSKA VAS,"808.764,01 ","253.730,03 ","86.725,45 ","74.413,58 ","3.876,00 ","7.144,96 ","681,18 ","199,11 ","0,00 ","410,62 ","14.853,76 ","6.515,20 ","5.429,31 ","45,94 ","77,96 ","2.785,35 ","145.297,14 ","15.435,36 ","1.427,59 ","25.769,28 ","2.461,49 ","2.164,46 ","47.216,84 ","0,00 ","340,92 ","2.324,22 ","48.156,98 ","5.751,68 ","5.751,68 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.102,00 ","0,00 ","1.102,00 ","0,00 ","0,00 ","0,00 ","273.519,81 ","0,00 ","0,00 ","0,00 ","0,00 ","189.155,78 ","0,00 ","2.239,63 ","0,00 ","0,00 ","0,00 ","0,00 ","186.916,15 ","19.341,32 ","19.341,32 ","65.022,71 ","8.789,45 ","8.506,32 ","0,00 ","46.802,58 ","256,24 ","668,12 ","0,00 ","0,00 ","0,00 ","255.202,41 ","255.202,41 ","0,00 ","1.500,00 ","93.278,14 ","0,00 ","124.431,51 ","199,61 ","0,00 ","0,00 ","35.793,15 ","26.311,76 ","18.585,25 ","2.086,46 ","0,00 ","0,00 ","0,00 ","2.885,99 ","13.612,80 ","0,00 ","7.726,51 ","4.736,20 ","0,00 ","0,00 ","2.990,31 ","158.267,09 ","155.944,18 ","312.529,47 "
187.,OBČINA TRZIN,"2.453.908,00 ","1.032.618,00 ","239.652,00 ","194.642,00 ","10.382,00 ","29.454,00 ","4.214,00 ","99,00 ","0,00 ","861,00 ","101.480,00 ","61.091,00 ","34.628,00 ","527,00 ","527,00 ","4.707,00 ","684.181,00 ","88.934,00 ","142.214,00 ","126.366,00 ","4.957,00 ","5.905,00 ","204.023,00 ","1.232,00 ","0,00 ","9.266,00 ","101.284,00 ","50,00 ","50,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.255,00 ","7.255,00 ","0,00 ","0,00 ","0,00 ","0,00 ","758.622,00 ","2.832,00 ","2.320,00 ","0,00 ","512,00 ","407.607,00 ","0,00 ","0,00 ","0,00 ","0,00 ","113,00 ","12.553,00 ","394.941,00 ","77.978,00 ","77.978,00 ","270.205,00 ","0,00 ","24.749,00 ","0,00 ","245.456,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","534.244,00 ","534.244,00 ","0,00 ","16.058,00 ","56.377,00 ","0,00 ","292.868,00 ","31.243,00 ","44.165,00 ","0,00 ","93.533,00 ","128.424,00 ","79.702,00 ","4.004,00 ","75.698,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","48.722,00 ","0,00 ","0,00 ","0,00 ","48.722,00 ","336.706,00 ","217.516,00 ","782.853,00 "
