št.",OBČINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.,MESTNA OBČINA KOPER,43.233.955 ,31.442.664 ,25.178.317 ,15.873.352 ,15.873.352 ,6.933.504 ,5.508.262 ,0 ,104.127 ,1.321.115 ,2.371.461 ,159.176 ,0 ,2.212.285 ,0 ,0 ,6.264.347 ,2.650.693 ,0 ,949.453 ,289.730 ,1.411.509 ,126.440 ,126.440 ,59.952 ,59.952 ,0 ,0 ,3.427.262 ,3.427.262 ,11.302.516 ,910.562 ,905.429 ,5.133 ,0 ,0 ,0 ,10.391.955 ,0 ,10.391.955 ,0 ,132.649 ,3.464 ,3.464 ,0 ,129.185 ,129.185 ,0 ,0 ,0 ,356.126 ,356.126 ,339.760 ,4.891 ,0 ,11.476 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
66.,KOSTEL,1.132.190 ,400.451 ,181.297 ,139.109 ,139.109 ,19.617 ,15.811 ,0 ,225 ,3.580 ,22.571 ,0 ,0 ,22.571 ,0 ,0 ,219.154 ,16.057 ,0 ,0 ,46 ,16.012 ,1.736 ,1.736 ,0 ,0 ,175 ,175 ,201.185 ,201.185 ,16.003 ,0 ,0 ,0 ,0 ,0 ,0 ,16.003 ,0 ,16.003 ,0 ,835 ,835 ,835 ,0 ,0 ,0 ,0 ,0 ,0 ,714.902 ,714.902 ,708.292 ,6.610 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
67.,KOZJE,1.877.679 ,796.061 ,666.533 ,463.132 ,463.132 ,84.523 ,64.359 ,0 ,5.955 ,14.209 ,118.878 ,626 ,0 ,118.252 ,0 ,0 ,129.528 ,57.169 ,0 ,0 ,1.423 ,55.746 ,8.325 ,8.325 ,2.904 ,2.904 ,0 ,0 ,61.129 ,61.129 ,16.187 ,0 ,0 ,0 ,0 ,0 ,0 ,16.187 ,0 ,16.187 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.065.431 ,1.065.431 ,1.021.562 ,43.870 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
68.,MESTNA OBČINA KRANJ,32.114.317 ,28.486.217 ,23.347.363 ,17.033.696 ,17.033.696 ,4.612.636 ,3.664.730 ,0 ,62.844 ,885.061 ,1.701.031 ,266.091 ,0 ,1.434.940 ,0 ,0 ,5.138.854 ,2.665.361 ,0 ,26.748 ,339.851 ,2.298.761 ,91.675 ,91.675 ,119.922 ,119.922 ,161.634 ,161.634 ,2.100.263 ,2.100.263 ,3.458.467 ,1.130.554 ,1.125.013 ,0 ,676 ,4.866 ,0 ,2.327.913 ,0 ,2.327.913 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,169.634 ,169.634 ,94.229 ,75.405 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
69.,KRANJSKA GORA,6.399.645 ,5.446.574 ,2.886.905 ,1.669.291 ,1.669.291 ,793.999 ,514.363 ,138 ,13.775 ,265.724 ,423.615 ,2.596 ,0 ,421.019 ,0 ,0 ,2.559.669 ,1.836.012 ,20.477 ,0 ,34.760 ,1.780.775 ,20.243 ,20.243 ,1.252 ,1.252 ,267.322 ,267.322 ,434.840 ,434.840 ,694.730 ,71.123 ,71.123 ,0 ,0 ,0 ,0 ,623.606 ,0 ,623.606 ,0 ,22.621 ,22.621 ,0 ,22.621 ,0 ,0 ,0 ,0 ,0 ,235.720 ,235.720 ,235.720 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
70.,KRIŽEVCI,1.690.665 ,962.648 ,780.208 ,569.280 ,569.280 ,56.495 ,22.046 ,0 ,16.658 ,17.791 ,154.433 ,1.541 ,0 ,152.892 ,0 ,0 ,182.440 ,50.363 ,968 ,0 ,19.107 ,30.288 ,7.059 ,7.059 ,399 ,399 ,6.246 ,6.246 ,118.374 ,118.374 ,10.600 ,1.002 ,1.002 ,0 ,0 ,0 ,0 ,9.598 ,9.598 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,717.417 ,717.417 ,695.526 ,21.892 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
71.,KRŠKO,21.504.991 ,16.635.161 ,10.951.052 ,6.257.607 ,6.257.607 ,2.172.267 ,1.965.594 ,25 ,37.147 ,169.500 ,2.518.378 ,36.663 ,0 ,2.481.714 ,2.800 ,2.800 ,5.684.110 ,643.962 ,29.649 ,0 ,10.224 ,604.089 ,59.210 ,59.210 ,14.488 ,14.488 ,22.530 ,22.530 ,4.943.920 ,4.943.920 ,922.158 ,385.090 ,370.189 ,11.129 ,3.772 ,0 ,0 ,537.068 ,9.468 ,527.600 ,0 ,9.464 ,8.475 ,0 ,8.475 ,989 ,989 ,0 ,0 ,0 ,3.938.207 ,3.938.207 ,3.537.402 ,56.681 ,0 ,344.125 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
72.,KUNGOTA,2.755.984 ,1.234.193 ,1.073.076 ,803.918 ,803.918 ,106.339 ,50.939 ,75 ,1.077 ,54.248 ,162.819 ,380 ,0 ,162.439 ,0 ,0 ,161.117 ,52.337 ,1.106 ,0 ,1.340 ,49.892 ,5.275 ,5.275 ,3.822 ,3.822 ,0 ,0 ,99.683 ,99.683 ,303.605 ,1.089 ,1.089 ,0 ,0 ,0 ,0 ,302.516 ,0 ,302.516 ,0 ,146.900 ,146.900 ,139.234 ,7.666 ,0 ,0 ,0 ,0 ,0 ,1.071.286 ,1.071.286 ,1.071.286 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
73.,KUZMA,1.133.701 ,394.349 ,160.732 ,116.202 ,116.202 ,36.569 ,34.951 ,0 ,92 ,1.527 ,7.961 ,370 ,0 ,7.591 ,0 ,0 ,233.617 ,56.125 ,820 ,0 ,1.587 ,53.717 ,9.640 ,9.640 ,0 ,0 ,0 ,0 ,167.852 ,167.852 ,112.856 ,104.323 ,104.323 ,0 ,0 ,0 ,0 ,8.533 ,0 ,8.533 ,0 ,3.670 ,3.670 ,3.670 ,0 ,0 ,0 ,0 ,0 ,0 ,622.826 ,622.826 ,622.826 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
74.,LAŠKO,7.636.809 ,4.984.360 ,4.447.855 ,3.082.712 ,3.082.712 ,555.508 ,476.189 ,121 ,8.880 ,70.318 ,809.635 ,4.799 ,0 ,804.836 ,0 ,0 ,536.505 ,79.181 ,0 ,476 ,10.620 ,68.085 ,17.172 ,17.172 ,11.384 ,11.384 ,69.826 ,69.826 ,358.943 ,358.943 ,40.544 ,0 ,0 ,0 ,0 ,0 ,0 ,40.544 ,0 ,40.544 ,0 ,62.986 ,62.986 ,62.986 ,0 ,0 ,0 ,0 ,0 ,0 ,2.548.919 ,2.548.919 ,2.548.919 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
75.,LENART,6.264.054 ,3.667.180 ,3.047.133 ,2.214.543 ,2.214.543 ,463.938 ,393.770 ,0 ,8.459 ,61.709 ,368.653 ,16.541 ,0 ,352.112 ,0 ,0 ,620.047 ,145.547 ,8.354 ,0 ,2.032 ,135.161 ,13.095 ,13.095 ,8.267 ,8.267 ,0 ,0 ,453.138 ,453.138 ,396.198 ,32.236 ,30.704 ,1.531 ,0 ,0 ,0 ,363.963 ,0 ,363.963 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.200.676 ,2.200.676 ,2.200.676 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
76.,LENDAVA,9.827.232 ,4.973.980 ,3.963.616 ,2.299.466 ,2.299.466 ,373.705 ,271.635 ,0 ,33.389 ,68.681 ,1.290.446 ,71.804 ,0 ,1.218.642 ,0 ,0 ,1.010.364 ,182.968 ,0 ,163 ,85.635 ,97.170 ,15.884 ,15.884 ,12.663 ,12.663 ,12.272 ,12.272 ,786.576 ,786.576 ,512.685 ,105.891 ,105.891 ,0 ,0 ,0 ,0 ,406.794 ,113 ,406.680 ,0 ,34.276 ,32.827 ,32.827 ,0 ,1.448 ,1.448 ,0 ,0 ,0 ,4.306.291 ,3.153.019 ,3.153.019 ,0 ,0 ,0 ,0 ,1.153.272 ,1.153.272 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
77.,LITIJA,7.952.608 ,5.170.126 ,3.929.732 ,3.287.185 ,3.287.185 ,258.275 ,46.883 ,0 ,21.587 ,189.806 ,384.272 ,7.223 ,0 ,377.049 ,0 ,0 ,1.240.394 ,73.669 ,0 ,13 ,39.155 ,34.502 ,29.941 ,29.941 ,5.195 ,5.195 ,2.341 ,2.341 ,1.129.248 ,1.129.248 ,550.572 ,32.674 ,32.674 ,0 ,0 ,0 ,0 ,517.898 ,0 ,517.898 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.231.910 ,2.231.910 ,2.227.032 ,705 ,0 ,4.173 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
78.,MESTNA OBČINA LJUBLJANA,205.555.216 ,197.109.802 ,176.834.936 ,123.197.396 ,123.197.396 ,39.127.420 ,28.208.484 ,13.445 ,1.084.506 ,9.820.986 ,14.510.119 ,819.604 ,0 ,13.690.515 ,0 ,0 ,20.274.866 ,7.554.582 ,0 ,603.267 ,105.083 ,6.846.232 ,1.095.068 ,1.095.068 ,1.064.789 ,1.064.789 ,988.524 ,988.524 ,9.571.904 ,9.571.904 ,5.436.922 ,48.598 ,48.110 ,488 ,0 ,0 ,0 ,5.388.324 ,0 ,5.388.324 ,0 ,212.969 ,33.909 ,29.244 ,4.665 ,179.060 ,179.060 ,0 ,0 ,0 ,2.795.522 ,2.795.522 ,2.558.012 ,237.510 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
79.,LJUBNO,1.706.030 ,575.021 ,513.449 ,392.743 ,392.743 ,49.236 ,32.937 ,0 ,8.642 ,7.657 ,71.470 ,1.602 ,0 ,69.867 ,0 ,0 ,61.572 ,39.618 ,0 ,0 ,4.081 ,35.537 ,7.273 ,7.273 ,714 ,714 ,8.630 ,8.630 ,5.337 ,5.337 ,22.834 ,22.834 ,22.834 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,15.160 ,15.160 ,0 ,15.160 ,0 ,0 ,0 ,0 ,0 ,1.093.015 ,1.093.015 ,1.093.015 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
80.,LJUTOMER,7.914.542 ,3.651.800 ,3.086.760 ,2.140.805 ,2.140.805 ,572.089 ,483.807 ,381 ,11.390 ,76.511 ,373.866 ,22.126 ,0 ,351.741 ,0 ,0 ,565.040 ,285.106 ,0 ,0 ,14.661 ,270.445 ,20.066 ,20.066 ,13.279 ,13.279 ,92.622 ,92.622 ,153.966 ,153.966 ,508.806 ,56.890 ,56.890 ,0 ,0 ,0 ,0 ,451.915 ,0 ,451.915 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3.753.937 ,3.674.651 ,3.235.943 ,127.295 ,71.231 ,240.181 ,0 ,79.286 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,79.286 
81.,LOGATEC,7.314.231 ,5.402.492 ,3.999.676 ,3.019.026 ,3.019.026 ,650.715 ,421.822 ,104 ,20.311 ,208.477 ,329.934 ,1.600 ,0 ,328.334 ,0 ,0 ,1.402.816 ,793.720 ,0 ,0 ,63.236 ,730.484 ,22.362 ,22.362 ,4.744 ,4.744 ,17.445 ,17.445 ,564.544 ,564.544 ,534.925 ,41.157 ,40.113 ,0 ,1.043 ,0 ,0 ,493.769 ,0 ,493.769 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.376.814 ,1.376.814 ,1.376.814 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
82.,LOŠKA DOLINA,2.311.836 ,1.494.392 ,1.378.049 ,1.013.419 ,1.013.419 ,241.736 ,219.274 ,0 ,11.432 ,11.029 ,122.895 ,74 ,0 ,122.821 ,0 ,0 ,116.343 ,61.802 ,0 ,42 ,495 ,61.265 ,4.724 ,4.724 ,429 ,429 ,2.252 ,2.252 ,47.137 ,47.137 ,17.526 ,17.526 ,17.526 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5.320 ,5.320 ,5.320 ,0 ,0 ,0 ,0 ,0 ,0 ,794.597 ,794.597 ,751.614 ,0 ,0 ,42.983 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
83.,LOŠKI POTOK,1.330.629 ,454.728 ,433.901 ,303.355 ,303.355 ,50.839 ,34.105 ,0 ,8.822 ,7.912 ,79.707 ,292 ,0 ,79.415 ,0 ,0 ,20.827 ,11.087 ,0 ,0 ,7.486 ,3.601 ,3.964 ,3.964 ,0 ,0 ,1.465 ,1.465 ,4.311 ,4.311 ,22.646 ,22.646 ,22.646 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,853.255 ,853.255 ,853.255 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
84.,LOVRENC NA POHORJU,2.312.982 ,1.422.505 ,771.562 ,575.426 ,575.426 ,106.009 ,91.028 ,0 ,4.290 ,10.691 ,90.127 ,1.915 ,0 ,88.211 ,0 ,0 ,650.943 ,424.958 ,3.217 ,0 ,4.315 ,417.426 ,4.473 ,4.473 ,300 ,300 ,63.466 ,63.466 ,157.745 ,157.745 ,54.060 ,10.040 ,10.040 ,0 ,0 ,0 ,0 ,44.020 ,0 ,44.020 ,0 ,2.541 ,1.544 ,1.544 ,0 ,997 ,0 ,0 ,0 ,997 ,833.876 ,833.876 ,832.031 ,0 ,0 ,1.844 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
85.,LUČE,977.750 ,252.637 ,211.647 ,177.099 ,177.099 ,11.425 ,6.151 ,0 ,981 ,4.294 ,23.122 ,526 ,0 ,22.596 ,0 ,0 ,40.991 ,23.531 ,0 ,0 ,2.892 ,20.639 ,2.954 ,2.954 ,0 ,0 ,0 ,0 ,14.505 ,14.505 ,5.913 ,5.913 ,4.536 ,1.377 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,719.200 ,719.200 ,719.200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
86.,LUKOVICA,2.652.575 ,1.785.612 ,1.485.603 ,1.082.695 ,1.082.695 ,200.447 ,104.152 ,0 ,2.491 ,93.803 ,202.462 ,914 ,0 ,201.548 ,0 ,0 ,300.008 ,96.612 ,17.393 ,0 ,4.690 ,74.528 ,8.162 ,8.162 ,2.132 ,2.132 ,71.937 ,71.937 ,121.165 ,121.165 ,61.801 ,57.837 ,57.837 ,0 ,0 ,0 ,0 ,3.964 ,0 ,3.964 ,0 ,4.194 ,4.194 ,0 ,4.194 ,0 ,0 ,0 ,0 ,0 ,800.968 ,800.968 ,759.239 ,41.729 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
87.,MAJŠPERK,2.709.272 ,1.048.306 ,769.379 ,630.170 ,630.170 ,50.242 ,35.983 ,0 ,3.455 ,10.804 ,88.967 ,259 ,0 ,88.708 ,0 ,0 ,278.927 ,152.450 ,0 ,1.811 ,58.521 ,92.117 ,5.533 ,5.533 ,985 ,985 ,20.401 ,20.401 ,99.558 ,99.558 ,87.344 ,56.572 ,56.572 ,0 ,0 ,0 ,0 ,30.771 ,0 ,30.771 ,0 ,2.032 ,2.032 ,2.032 ,0 ,0 ,0 ,0 ,0 ,0 ,1.571.591 ,1.571.591 ,1.571.591 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
88.,MESTNA OBČINA MARIBOR,68.460.215 ,63.954.615 ,51.266.158 ,33.090.294 ,33.090.294 ,13.568.069 ,10.858.788 ,1.548 ,182.912 ,2.524.821 ,4.607.795 ,310.566 ,0 ,4.297.229 ,0 ,0 ,12.688.458 ,8.218.494 ,973.043 ,407.674 ,422.300 ,6.415.477 ,228.580 ,228.580 ,240.690 ,240.690 ,76.615 ,76.615 ,3.924.078 ,3.924.078 ,2.712.377 ,1.084.573 ,1.084.573 ,0 ,0 ,0 ,0 ,1.627.804 ,0 ,1.627.804 ,0 ,240.799 ,94.367 ,93.532 ,835 ,146.432 ,146.432 ,0 ,0 ,0 ,1.552.424 ,1.547.421 ,863.345 ,684.076 ,0 ,0 ,0 ,5.003 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5.003 
89.,MARKOVCI,2.532.211 ,2.306.564 ,1.006.727 ,615.085 ,615.085 ,285.048 ,259.681 ,0 ,638 ,24.729 ,106.593 ,1.440 ,0 ,105.154 ,0 ,0 ,1.299.837 ,1.083.943 ,0 ,2.454 ,66.324 ,1.015.164 ,9.556 ,9.556 ,401 ,401 ,363 ,363 ,205.575 ,205.575 ,187.715 ,109 ,0 ,0 ,109 ,0 ,0 ,187.606 ,0 ,187.606 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,37.932 ,37.932 ,0 ,32.495 ,5.437 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
90.,MEDVODE,8.585.466 ,7.652.516 ,6.758.020 ,5.071.562 ,5.071.562 ,1.276.047 ,985.474 ,88 ,19.826 ,270.660 ,410.411 ,3.530 ,0 ,406.881 ,0 ,0 ,894.496 ,155.137 ,6.097 ,0 ,4.261 ,144.780 ,23.573 ,23.573 ,16.746 ,16.746 ,0 ,0 ,699.040 ,699.040 ,5.225 ,1.135 ,0 ,0 ,1.135 ,0 ,0 ,4.089 ,0 ,4.089 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,927.725 ,927.725 ,119.446 ,808.279 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
91.,MENGEŠ,4.311.760 ,3.798.563 ,2.757.070 ,2.122.201 ,2.122.201 ,576.271 ,384.662 ,116 ,18.132 ,173.362 ,58.598 ,2.629 ,0 ,55.969 ,0 ,0 ,1.041.493 ,295.700 ,0 ,16.037 ,16.334 ,263.330 ,7.652 ,7.652 ,943 ,943 ,7.151 ,7.151 ,730.047 ,730.047 ,513.196 ,22.085 ,22.085 ,0 ,0 ,0 ,0 ,491.111 ,0 ,491.111 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
92.,METLIKA,4.592.188 ,2.323.068 ,2.105.487 ,1.605.604 ,1.605.604 ,222.989 ,166.842 ,0 ,12.210 ,43.937 ,276.895 ,2.775 ,0 ,274.120 ,0 ,0 ,217.581 ,127.558 ,0 ,0 ,13.237 ,114.321 ,29.119 ,29.119 ,1.636 ,1.636 ,4.828 ,4.828 ,54.440 ,54.440 ,80.992 ,951 ,910 ,42 ,0 ,0 ,0 ,80.041 ,0 ,80.041 ,0 ,42.835 ,42.835 ,42.835 ,0 ,0 ,0 ,0 ,0 ,0 ,2.145.293 ,2.145.293 ,1.885.783 ,58.413 ,0 ,201.097 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
93.,MEŽICA,1.850.997 ,1.319.592 ,1.160.186 ,918.449 ,918.449 ,84.831 ,60.804 ,0 ,2.904 ,21.123 ,156.906 ,1.911 ,0 ,154.995 ,0 ,0 ,159.406 ,139.267 ,0 ,1.811 ,23.285 ,114.171 ,4.803 ,4.803 ,54 ,54 ,367 ,367 ,14.914 ,14.914 ,65.089 ,41.203 ,31.188 ,10.015 ,0 ,0 ,0 ,23.886 ,0 ,23.886 ,0 ,18.611 ,18.611 ,18.611 ,0 ,0 ,0 ,0 ,0 ,0 ,447.705 ,447.705 ,447.705 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
94.,MIKLAVŽ NA DRAVSKEM POLJU,5.702.345 ,2.125.622 ,1.760.282 ,1.364.259 ,1.364.259 ,197.000 ,92.322 ,0 ,4.206 ,100.472 ,199.024 ,1.953 ,0 ,197.071 ,0 ,0 ,365.340 ,204.736 ,9.185 ,14.150 ,52.141 ,129.261 ,6.414 ,6.414 ,4.102 ,4.102 ,1.494 ,1.494 ,148.594 ,148.594 ,2.503.756 ,1.702.554 ,1.702.554 ,0 ,0 ,0 ,0 ,801.202 ,0 ,801.202 ,0 ,417 ,417 ,417 ,0 ,0 ,0 ,0 ,0 ,0 ,1.072.550 ,1.072.550 ,1.070.560 ,1.990 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
95.,MIREN - KOSTANJEVICA,3.126.469 ,2.306.944 ,1.752.299 ,1.388.282 ,1.388.282 ,210.566 ,115.986 ,0 ,11.292 ,83.287 ,153.451 ,613 ,0 ,152.838 ,0 ,0 ,554.644 ,516.900 ,7.436 ,0 ,1.097 ,508.367 ,4.816 ,4.816 ,1.360 ,1.360 ,0 ,0 ,31.568 ,31.568 ,34.001 ,19.195 ,19.195 ,0 ,0 ,0 ,0 ,14.806 ,10.007 ,4.799 ,0 ,112.878 ,112.878 ,112.135 ,743 ,0 ,0 ,0 ,0 ,0 ,672.646 ,672.646 ,668.257 ,0 ,0 ,4.390 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
96.,MIRNA PEČ,1.427.913 ,692.147 ,632.929 ,530.734 ,530.734 ,43.002 ,23.485 ,0 ,2.883 ,16.633 ,59.193 ,901 ,0 ,58.292 ,0 ,0 ,59.218 ,28.084 ,0 ,192 ,14.893 ,12.999 ,2.888 ,2.888 ,1.757 ,1.757 ,5.512 ,5.512 ,20.977 ,20.977 ,29.377 ,29.377 ,29.377 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,706.389 ,706.389 ,568.799 ,137.590 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
97.,MISLINJA,2.427.237 ,1.550.580 ,1.369.170 ,1.148.051 ,1.148.051 ,86.196 ,67.894 ,0 ,5.141 ,13.161 ,134.923 ,10.620 ,0 ,124.303 ,0 ,0 ,181.410 ,153.655 ,0 ,6.410 ,23.210 ,124.036 ,7.369 ,7.369 ,718 ,718 ,1.431 ,1.431 ,18.236 ,18.236 ,8.400 ,7.223 ,4.298 ,2.888 ,38 ,0 ,0 ,1.177 ,1.177 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,868.257 ,868.257 ,797.229 ,71.027 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
98.,MORAVČE,2.426.886 ,1.449.428 ,1.212.782 ,936.325 ,936.325 ,126.548 ,81.030 ,0 ,9.781 ,35.737 ,149.908 ,1.857 ,0 ,148.051 ,0 ,0 ,236.647 ,103.201 ,0 ,13.746 ,22.580 ,66.875 ,9.276 ,9.276 ,755 ,755 ,11.976 ,11.976 ,111.438 ,111.438 ,1.277 ,459 ,459 ,0 ,0 ,0 ,0 ,818 ,0 ,818 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,976.181 ,976.181 ,976.181 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
99.,MORAVSKE TOPLICE,5.002.095 ,2.424.349 ,1.578.426 ,949.741 ,949.741 ,243.899 ,168.912 ,0 ,9.514 ,65.473 ,384.786 ,14.422 ,0 ,370.364 ,0 ,0 ,845.923 ,331.706 ,6.289 ,29 ,18.065 ,307.323 ,18.828 ,18.828 ,664 ,664 ,15.135 ,15.135 ,479.590 ,479.590 ,6.602 ,54 ,0 ,0 ,54 ,0 ,0 ,6.547 ,1.936 ,438 ,4.173 ,65.194 ,65.194 ,2.199 ,62.994 ,0 ,0 ,0 ,0 ,0 ,2.505.951 ,2.505.951 ,2.441.600 ,64.351 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
100.,MOZIRJE,3.366.950 ,2.066.525 ,1.698.218 ,1.404.486 ,1.404.486 ,153.055 ,99.207 ,0 ,7.219 ,46.628 ,140.678 ,16.049 ,0 ,124.629 ,0 ,0 ,368.307 ,94.554 ,0 ,0 ,1.298 ,93.257 ,9.485 ,9.485 ,1.494 ,1.494 ,0 ,0 ,262.773 ,262.773 ,95.535 ,93.432 ,93.432 ,0 ,0 ,0 ,0 ,2.103 ,0 ,2.103 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.204.891 ,1.204.891 ,1.082.253 ,122.638 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
101.,MESTNA OBČINA MURSKA SOBOTA,10.469.442 ,9.619.788 ,8.166.742 ,6.108.446 ,6.108.446 ,1.305.525 ,1.055.366 ,0 ,9.443 ,240.715 ,752.771 ,101.198 ,0 ,651.573 ,0 ,0 ,1.453.046 ,418.298 ,59.055 ,0 ,18.570 ,340.674 ,29.436 ,29.436 ,61.676 ,61.676 ,24.387 ,24.387 ,919.250 ,919.250 ,375.993 ,70.873 ,68.787 ,0 ,0 ,2.086 ,0 ,305.120 ,1.160 ,303.960 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,473.660 ,473.660 ,473.660 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
102.,MUTA,1.899.921 ,1.409.448 ,860.378 ,641.345 ,641.345 ,80.984 ,56.460 ,0 ,2.074 ,22.450 ,138.049 ,43.073 ,0 ,94.976 ,0 ,0 ,549.069 ,418.678 ,0 ,1.461 ,1.014 ,416.203 ,7.298 ,7.298 ,2.796 ,2.796 ,2.687 ,2.687 ,117.610 ,117.610 ,20.143 ,3.455 ,3.455 ,0 ,0 ,0 ,0 ,16.688 ,0 ,16.688 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,470.331 ,470.331 ,449.195 ,20.301 ,0 ,835 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
103.,NAKLO,4.247.790 ,3.336.113 ,2.122.711 ,1.473.200 ,1.473.200 ,474.730 ,433.827 ,0 ,4.049 ,36.854 ,174.781 ,1.028 ,0 ,173.753 ,0 ,0 ,1.213.402 ,128.280 ,18.190 ,2.399 ,22.351 ,85.340 ,11.731 ,11.731 ,2.885 ,2.885 ,17.903 ,17.903 ,1.052.604 ,1.052.604 ,746.039 ,58.421 ,58.421 ,0 ,0 ,0 ,0 ,687.618 ,0 ,687.618 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,165.639 ,165.639 ,165.639 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
